slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes
org	קראָקעווער יידישן טעאַטער	org_cluster:ORG-C02945	candidate	cluster_no_entity	1	P-2-facs_137_r_4:1#3	וועלכע איז אין יאָניאָר 1927 [צום ערשטן מאָל בכלל אויף אַ בינע] אויפֿגעפֿירט געוואָרן אין קראָקעווער יידישן טעאַטער א'ר פֿון אנטאָני פּיעקאַרסקי			
org	אחיספר	org_cluster:ORG-C04464	candidate	cluster_no_entity	1	P-2-facs_174_r_16:1#2	"אין זיינע 8 בענדער שריפטן, וואָס זיינען אין 1928 דערשיינען אין וואַרשעווער פֿאַרלאָג „אחיספר“, אַנטהאַלטן 2 בענדער „די פּערטע וואַנד“ [211 ז. 16] אין „שפּיל און לעבן"" [206 ז. 16] אויסשליסלעך הומאָריסטי"			
org	טרופּע פֿון איר שוואַגער יעקב זילבערט		unmatched		1	P-2-facs_197_tr_1744279124:1#1	"1902 — געקומען מיט די עלטערן אין אַמעריקע און באָלד אַריינגעטראָטן אין דער טרופּע פֿון איר שוואַגער יעקב זילבערט אין סט. לואיס, דעביוטירנדיק אַלס „חנהלע"" אין זאָלאָטארעווסקיס „דער ישיבה בחור“"			
org	אָרדען „דודס האַרפע“	org_cluster:ORG-C04570	candidate	cluster_no_entity	1	P-2-facs_198_r_4:1#17	סכסוך צווישן דער פאַרוואַלטונג פון אָרדען „דודס האַרפע“ (ע „לעקסיקאָן פון יידישן טעאַטער“, זז. 697-98) און זיין גרינדער „פּראָפעסאָר“ הוּר⸗ וויץ			
org	ליבהאָבער-קלוב		unmatched		1	P-2-facs_232_tr_1744280751:1#1	"נאָך אַלס קינד געשפּילט אַ קינדער ראָל אין דער פּיעסע „חיים אין אַמעריקע"" אין אַ ליבהאָבער-קלוב"			
org	גימפּעלן	org:257	candidate	cluster_fuzzy_92	1	P-2-facs_272_tr_1744280722:1#1	"1920 — צוריקגעפֿאָרן קיין לעמבערג, וואו ער טרעט אַריין צו גימפּעלן אין כאָר און שפּילט אויך קליינע ראָלן, דעביוטירנדיק אַלס ""חתן"" אין ש. אַנ-סקיס „דער דיבוק"""			
org	דיאַ וואַרהייט פאַבלישינג קאָמפּאָני	org_cluster:ORG-C03842	candidate	cluster_no_entity	1	P-2-facs_28_tr_1744131420:1#4	אַרויסגעגעבען פֿון דיאַ וואַרהייט פאַבלישינג קאָמפּאָני (ניו יאָרק, 1916			
org	יידישן אוקראַאינישן מלוכה-טעאַטער		unmatched		1	P-2-facs_297_tr_1744280788:1#1	"1925 — אַריינגעטראָטן אין יידישן אוקראַאינישן מלוכה-טעאַטער אין כאַרקאָוו, וואו ער קרעאירט די ראָלן „מרדכי"" אין „פּורים שפּיל“, „פּנחסל"" אין „די קונילעמלעך“, „מעקלער“ אין „קוימענקערער“, „הלוי"" אין „שבת"			
org	"לאָדזשער „הזמיר"""	org_cluster:ORG-C03650	candidate	cluster_no_entity	1	P-2-facs_323_tr_1744365725:1#4	"דעם 27 דעצעמבער 1911 איז נ. אַרויסגעטראָטן אַלס ""ישראלית"" אין הענדעלס אָראַטאָריע ""יהודה המכבי"""			
org	טרופּע פֿון סעם אַדלער		unmatched		1	P-2-facs_331_tr_1744365763:1#3	"סעם אַדלער גיט אים באַלד אָנצושרייבן מוזיק פֿאַר לאַטיינערס אָפּערעטע ""יוסף מיט די ברידער“"			
org	קאמינסקין	org:147	candidate	cluster_fuzzy_94	1	P-2-facs_331_tr_1744365763:1#6	"שרייבט מוזיק צו אַברהם-יצחק קאַמינסקיס אָפּערעטעס ""עקיבא מיט די תלמידים"" און „אָבן עזרא, דער יידישער מיניסטער“"			
org	פֿאַראיין „ציון“	org_cluster:ORG-C05107	candidate	cluster_no_entity	1	P-2-facs_343_r_5:1#1	דורך חברים אַריינגעצויגן אין פֿאַראיין „ציון“, וואו ס'קומען פֿאַר פֿאָרשטעלונגען פֿון ליטעראַרישע פּיעסעס			
org	דראמאטיק-קלוב	org_cluster:ORG-C07057	candidate	cluster_no_entity	1	P-2-facs_351_tr_1744365735:1#1	אין עלטער פֿון 15 יאָר ווערט זי אַ מיטגליד אין אַ דראמאטיק-קלוב, מיט וועלכן זיי פֿאָרט אַרויס שפּילן אין עליזאַבעט (ניו דזשוירסי) די פּיעסע „חיים אין אַמעריקע“, דעביוטירנדיק אין אַ סוברעטין-ראָל			
org	"טעאַטער „דאַטשיאָ"""		unmatched		1	P-2-facs_363_tr_1744366852:1#1	"ס. געעפֿנט דאָס טעאַטער „דאַטשיאָ"" אין בוקאַרעסט און צו די שלושים פֿון זיין פֿאָטער אויפֿגעטראָטן אין אַן אַקט פון ""ישיבה בחור“"			
org	פישזאָנען און זייער טרופּע		unmatched		1	P-2-facs_372_tr_1744366832:1#1	"ס. איז אויפֿגעטראָטן אַלס ""בן עקיבא"" אין גוצקאָווס „אוריאל אַקאָסטא“"			
org	קאַריקס יידישער טרוטרופּע	org:815	candidate	cluster_fuzzy_93	1	P-2-facs_377_tr_1744366868:1#1	"טרעט ער אַריין אין קאַריקס יידישער טרוטרופּע, וואו ער דעביוטירט אַלס „דוד"" אין לאַטיינערס אָפּערעטע ""יום החופּה"""			
org	"ווי""קט"		unmatched		1	P-2-facs_42_tr_1744131426:1#2	דוד פינסקיס „אוצר“			
org	מינטוּס	org_cluster:ORG-C06578	candidate	cluster_no_entity	1	P-2-facs_69_tr_1744131404:1#1	"אין משך פֿון דערדאָזיקער צייט שפּילט ער פאַר דער קינאָמאַטאָגראַפֿישער פֿירמע „מינטוּס"" דעם ""ישיבה בחור"""			
org	יעקב-בער גימפּעלס לעמבערגער יידישן טעאַטער	org_cluster:ORG-C00850	candidate	cluster_no_entity	1	P-3-facs_136_tr_1754820282:1#2	"טרעט זי אַריין אין 1890 אין יעקב-בער גימפּעלס לעמבערגער יידישן טעאַטער, וואו זי דעביוטירט אין פּראָפעסאָר הורוויצעס ""שלמה המלך"""			
org	פֿאַרלאָג מ. צעשינסקי		unmatched		1	P-3-facs_145_tr_1754213821:1#5	יהודה המכבי היסטאָרישע אָפּערעטע אין דריי אַקטן פון אַ. פּראַוואַטינער, מוזיק פון ליאָ שטיין, פֿאַרלאָג מ. צעשינסקי, שיקאַגאָ 1939			
org	פֿאַרלאָג „אַרבעטערוועלט“	org_cluster:ORG-C02146	candidate	cluster_fuzzy_97	1	P-3-facs_145_tr_1754213821:1#6	יהודה המכבי הייסטאָרישע אָפּערעטע אין 3 אַקטן [געדרוקט אין בוך „יום-טוב-פּיעסן“, פֿאַרלאָג „אַרבעטערוועלט“, שיקאגאָ 1943			
org	פֿאַרלאָג „טורעם“		unmatched		1	P-3-facs_155_tr_1754213834:1#1	[2] שלמה המלך דראָמאַטישע פּאָעמע אין דריי אַקטן, צען בילדער פֿון יעקב פּרעגער פֿאַרלאָג „טורעם“, וואַרשע 1932			
org	איפט	org_cluster:ORG-C00070	candidate	cluster_no_entity	1	P-3-facs_160_tr_1755156219:2#3	"דעם 5 אויגוסט 1945 האָט דער „איפט"" אין בוענאָס איירעס, אַרגענטינע, א""ר פֿון דוד ליכט, אויפֿגעפֿירט אויף אַ פּרץ-אַקט פּ.'ס ""שלום בית"""			
org	"פערלאָג ""עליזעום"""	org_cluster:ORG-C05292	candidate	cluster_fuzzy_97	1	P-3-facs_279_tr_1755674208:1#1	"[2) פערלאָג ""עליזעום"" אַלעקסאַנדער דיומאַ (זוהן) די קאָמעליען-דאָמע דראַמאַ אין 5 אָקטען איבערזעצט א. ד. פינקעל [וואַרשע, 1913, 134 זז., נ. פ.]"			
org	פישזאָנס יידישן טעאַטער	org_cluster:ORG-C01100	candidate	cluster_no_entity	1	P-3-facs_286_tr_1755674601:1#1	"זיין ערשטע אָפּערעטע צו דיריגירן איז געווען „חורבן ירושלים"""			
org	טעאַטער אויפֿן נאָמען פֿון מאָסקווער סאָוועט	org_cluster:ORG-C01159	candidate	cluster_no_entity	1	P-3-facs_314_tr_1756043856:1#1	אין 1940 האָט פ. געצייכנט די דעקאָראַציעס צו גאָלדאניס „ליגנער“ אין „טעאַטער אויפֿן נאָמען פֿון מאָסקווער סאָוועט“			
org	דראַמאַטישער סעקציע ביים „השומר הצעיר“	org_cluster:ORG-C01269	candidate	cluster_fuzzy_99	1	P-3-facs_331_tr_1756058522:1#1	"זינט 1920 אין די אויפֿפֿירונגען פֿון דער דראַמאַטישער סעקציע ביים „השומר הצעיר“ און אַנדערע דראַמקרייזן אין די פּיעסן ""בר כוכבאַ“ („דינה""), „אשה רעה“ (""שולמית“), ""על נהרות בבל"" („פאַלמיראַ“)"			
org	סקאָלאָ-טעאַטער	org_cluster:ORG-C00409_Q01	candidate	cluster_no_entity	1	P-3-facs_334_tr_1756105641:1#2	"1922-23— אָנגעפירט, צוזאַמען מיט איר מאַן, מיטן „סקאָלאָ""טעאַטער אין לאָדזש, וואו ס'גאַסטראָלירן אסתר רחל קאמינסקאַ, מישע פישזאָן, וויעראַ זאַסלאַווסקאַ, אַדאָלף און הערמאַן פעניגשטיין, אין ס'שפּילן: "			
org	הבימה-טעאַטער	org_cluster:ORG-C06534	candidate	cluster_no_entity	1	P-3-facs_338_tr_1756106568:1#4	"מיט נחום צמחס טייל פֿון הבימה-טעאַטער געשפּילט אין פֿילאַדעלפיע אין העברעיש אין אַן אַקט פֿון אַנסקיס „דבוק"""			
org	דראַמאַטישער געזעלשאַפֿט „מוזאָ“	org_cluster:ORG-C01339	candidate	cluster_no_entity	1	P-3-facs_340_tr_1756106830:1#1	"שפּעטער, שוין אין יידיש, אַלס „לאַה"" אין אַנסקיס „דיבוק"" (א""ר פֿון דוד הערמאַן), מיט דער דראַמאַטישער געזעלשאַפֿט „מוזאָ“"			
org	יידישן קונסטטעאַטער	org:1110	candidate	fuzzy_97	1	P-3-facs_345_r:1#1	"סעזאָן 1945-46 ווידער אין יידישן קונסטטעאַטער (ראָל „די כלה-מאַרטירער“ אין פּרעס „די דריי מתנות"" און יוליאַ הערצל' אין דער פּיעסע „דר. הערצל)"			
org	הבימה בלבוב	org_cluster:ORG-C01395	candidate	cluster_no_entity	1	P-3-facs_350_tr_1756108023:1#1	"שליסט ער זיך אָן אין דעם העברעישן ליבהאָבער-טעאַטער „הבימה בלבוב"" און טרעט דאָרט אויף, אין העברעיש, אין הירשביינס „גרינע פעלדער“"			
org	צעזאָר גרינבערג'ס יידישער דראַמאַטישער שול	org_cluster:ORG-C00674	candidate	cluster_no_entity	1	P-3-facs_36_tr_1752653032:1#1	"טרעט אַריין אין צעזאָר גרינבערג'ס יידישער דראַמאַטישער שול, וואו ער דעביוטירט אין 1907 אין דער פּיעסע „חכמת נשים"""			
org	אַדלערס טאַליאַ טעאַטער	org_cluster:ORG-C01967	candidate	cluster_no_entity	1	P-3-facs_402_tr_1755856047:1#1	1910-12 — קאָמפּאָזיטאָר און דיריגענט אין אַדלערס טאַליאַ טעאַטער, וואו ער שרייבט אין ערשטן סעזאָן 20 נומערן פֿאַר דר. שניצערס אָפּערעטע „נר תמיד“, די מוזיק צו אַנשעל שאָרס פּיע סע „ווייבער“, ז. ליבינס			
org	קעסלערס סעקאַנד געוועניו טעאַטער	org:128	candidate	cluster_fuzzy_98	1	P-3-facs_402_tr_1755856047:1#7	18 נומערן צו יאָזעף לאַטיינערס אָפערעטע „דאָס ציגיינער מיידל“			
org	יידיש ליטעראַריש-דראַמאַטישער געזעלשאַפט	org_cluster:ORG-C05701	candidate	cluster_no_entity	1	P-3-facs_92_r:1#9	"דעם 15 אקטאָבער 1923 — דורך דער ""יידיש ליטעראַריש-דראַמאַטישער געזעלשאַפט"" אין שיקאַגאָ, א""ר פֿון מאַרק שווייד"			
org	טעאַטער גילד	org_cluster:ORG-C05966	candidate	cluster_no_entity	1	P-3-facs_92_r:1#16	"דעם 4 אַקטאָבער 1920 אויפֿגעפֿירט געוואָרן דורך דער „טעאַטער גילד"" אין ניו יאָרקער געריק-טעאַטער א""ר פֿון עמאַנועל רייכער"			
org	סיטי סענטער אָפּערע קאָמפּאָני	org_cluster:ORG-C06972	candidate	cluster_no_entity	1	P-4-facs_100_r:1#1	"אין 1944 ווערט ק. דער דעקאָראַטאָר אין דער סיטי סענטער אָפּערע קאָמפּאָני"" אין ניו יאָרק, וואו ער מאָלט די דעקאַראַציעס צו „לאַ באַהעם“, „טוראַנדאָט“, „די מייסטערזינגער“, „אַאידאָ“, „סאַלאָמעאַ“, „פאָ"			
org	פֿאַרלאַג פֿון דוד ראָטה	org:1021	candidate	fuzzy_95	1	P-4-facs_103_tr_1753681918:1#5	די פּיעסע שלום בית, אָדער ליידען און אייפערזוכט, לעבענסבילד אין 4 אַקטען פֿון משה ריכטער איז אין 1907 דערשיינען אין לעמבערג, אין פֿאַרלאַג פֿון דוד ראָטה			
org	טעאַטער-גרופּע ביי דער קהלה	org_cluster:ORG-C07012	candidate	cluster_no_entity	1	P-4-facs_131_tr_1754224982:1#4	"דעם 8 אויגוסט 1960 (מיט דער טעאַטער-גרופּע ביי דער קהלה) אַנסקיס „דער דיבוק"""			
org	רומעניע אָפּערע האָוז	org_cluster:ORG-C02214	candidate	cluster_no_entity	1	P-4-facs_138_tr_1754224987:1#2	"איר ערשטן דערפֿאָלג האָט זי געהאַט אַלס „מלאך“ אין לאַטיינערס אָפּערעטע „קורחס אוצרות"""			
org	יידישע קונסט טעאַטער	org:713	candidate	fuzzy_97	1	P-4-facs_143_tr_1754377592:3#8	בן עמי האָט אויפֿגעפֿירט הירשביינס „גרינע פעלדער“			
org	יידישע וואַנדער-טרופּעס	org_cluster:ORG-C07312	candidate	cluster_no_entity	1	P-4-facs_276_tr_1754998430:1#1	"ער וואַנדערט אויס קיין לאָנדאָן, וואו ער פֿאַרבינדט זיך מיט יידישע וואַנדער-טרופּעס, דעביוטירנדיק אַלס ""יונגל״ אין „חיים אין אַמעריקע"""			
