slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes	reviewer	reviewed_at
person	קאָמפּאַניעעץ	person:UP-0957	unmatched	mentions	2	M-3-facs_275_tr_1755674154-006	דער סוביעקט האָט געשפּילט אין זיין טרופּע אין וואַרשע.					
person	איידאַ	person:UP-0980	unmatched	mentions	2	M-3-facs_277_tr_1755674189-005	זיין טאָכטער.			draft candidates: person:1212(איידא בּאַדאַנעס) | person:1625(איידאַ פיין) | person:1912(איידאַ גראָפּער (בריה)) | person:2372(איידאַ מאַגידזאָהן (נאַטאנסאׇן) (סטאָן)) | person:2988(איידא זינגער (גלאַדשטיין))		
person	סאַראַ אַדלער	person:UP-1002	unmatched	mentions	2	M-3-facs_280_tr_1755674203-004	זי האָט געשפּילט מיט איר איבער דער פראָווינץ.			draft (variant): סאַראַ אדלער (שרה-סוניה לעוויצקא, היינע-היימאָוויאש) / Sarah Adler — confirm → ALIGN person:1126		
person	סעגאַלעסקאָ	person:UP-1032	unmatched	mentions	2	M-3-facs_282_tr_1755674183-002	דער סוביעקט איז אַריינגעטראָטן אין סעגאַלעסקאָס טרופּע.			draft candidates: person:2876(אַמאַליע סעגאַלעסקאָ (מלכּה)) | person:2877(חיים-מאיר סעגאַלעסקאָ) | person:2878(מרדכי סעגאַלעסקאָ)		
person	יגאָל מאָסענזאָן	person:UP-1042	unmatched	mentions	2	M-3-facs_284_tr_1755674196-002	דער סוביעקט האָט אונטער זיין מענעדזשמענט אויפֿגעפֿירט זיין פּיעסע „בערבות הנגב“.					
person	פּראָפ. הורוויץ	person:UP-0027	unmatched	mentions	2	M-3-facs_284_tr_1755674201-007	"פ. האָט געשריבן מוזיק צו זיין אָפּערע ""יהודה הגלילי""."			draft candidates: person:1042(שאַרלאָטא הורוויץ) | person:2035(שאַרלאָטע הורוויץ (שיפרע)) | person:542(נפתלי צבי בן מנחם מנדל הורוויץ) | person:684(פּראָפעסאָר משה איש הלוי הורוויץ)		
person	מנחם	person:UP-1061	unmatched	mentions	2	M-3-facs_286_tr_1755674601-016	"דער סוביעקט האָט געשריבן אָריגינעלע קאָמפּאָזיציעס צו זיין פּיעסע „האַנקא""."			draft candidates: person:1440(מנחם טשאַפּניק) | person:2439(מנחם גאָלדבּערג (מנחם)) | person:3554(מנחם קיפּניס) | person:528(מנחם מנדל בודק) | person:624(חיים בן יהודה מנחם כהנא)		
person	העלען בעווערלי	person:UP-1076	unmatched	mentions	2	M-3-facs_289_tr_1755803006-027	זי האָט זיך באַטייליקט אין פֿילם „די קליאַטשע“ מיט קעשירן.					
person	דוד אָפּאַטאָשו	person:UP-1077	unmatched	mentions	2	M-3-facs_289_tr_1755803006-028	ער האָט זיך באַטייליקט אין פֿילם „די קליאַטשע“ מיט קעשירן.					
person	דזשעני קעשיר	person:UP-1078	unmatched	mentions	2	M-3-facs_289_tr_1755803006-029	זי איז געווען קעשירס פֿרוי.					
person	טילי ראַבינאָוויטש	person:UP-1079	unmatched	mentions	2	M-3-facs_289_tr_1755803006-033	זי האָט זיך באַטייליקט אין פֿילם „די קליאַטשע“ מיט קעשירן.					
person	א. ג. קאָמפּאַנעעץ	person:UP-0296	unmatched	mentions	2	M-3-facs_308_tr_1755973377-005	לאַזאַר פריד האָט אָנגעהויבן שפּילן פּראָפעסיאנעל מיט אים אין וויטעבסק.					
person	זשעלאַזא	person:UP-1105	unmatched	mentions	2	M-3-facs_311_tr_1755975322-007	פ. פֿאָרט אַרום מיט אים אין אַ חברים-טרופּע.			draft candidates: person:1076(לייזער זשעלאזא) | person:3381(לייזער זשעלאַזא (זשעלאַזני))		
person	שלאָסבערג	person:UP-1149	unmatched	mentions	2	M-3-facs_315_tr_1756044901-006	דער דיריגענט שלאָסבערג אַקצעפּטירט זי אין כאָר			draft (fuzzy): יצחק שלאָסבּערג / Isaac Schlossberg — confirm → ALIGN person:925		
person	שמעון מאַרקס	person:UP-1188	unmatched	mentions	2	M-3-facs_318_tr_1756045383-005	ער איז געווען דער שווער פֿון דעם סוביעקט.					
person	סעידי	person:UP-1191	unmatched	mentions	2	M-3-facs_318_tr_1756045383-012	זי איז געווען די טאָכטער פֿון דעם סוביעקט.					
person	פֿריימאַן	person:UP-1198	unmatched	mentions	2	M-3-facs_319_tr_1756045711-016	ער האָט געשריבן אָפּערעטעס פֿאַר וועלכע דער סוביעקט האָט געשריבן די לידער.					
person	הערי בערנשטיין	person:UP-1214	unmatched	mentions	2	M-3-facs_324_tr_1756057476-004	דער סוביעקט האָט צוזאַמען מיט אים גענומען די איניציאַטיווע פֿאַר אַ יידיש טעאַטער אין קליוולאַנד.					
person	פעני עדעלמאַנס	person:UP-1226	unmatched	mentions	2	M-3-facs_325_tr_1756057604-014	די מחברטע פֿון אַ פּיעסע וואו דער סוביעקט האָט זיך באַטייליקט.					
person	שאַרלאָט גאָלדשטיין	person:UP-1267	unmatched	mentions	2	M-3-facs_330_tr_1756058354-035	זי איז געווען א גאַסטראָלער אין מעקסיקאָ מיט דעם סוביעקט.					
person	בעטי פֿרענק	person:UP-0916	unmatched	mentions	2	M-3-facs_330_tr_1756058354-038	זי איז געווען א גאַסטראָלער אין מעקסיקאָ מיט דעם סוביעקט.					
person	משה שטראַסבערג	person:UP-1291	unmatched	mentions	2	M-3-facs_331_tr_1756058522-067	ער האָט רעזשיסירט א פּיעסע אין וועלכער די סוביעקט האָט געשפּילט.			draft (variant): משה שטראַסבערג / Morris Strassberg — confirm → ALIGN person:3030		
person	בען גיטלין	person:UP-1300	unmatched	mentions	2	M-3-facs_332_tr_1756058897-003	ער איז דער וואָס האָט געמאַכט דעם פֿילם „כל-נדרי“.					
person	בריע	person:UP-1302	unmatched	mentions	2	M-3-facs_333_tr_1756059823-006	ער איז געווען דער מחבר פֿון דער פּיעסע „דעמעדזש גודס“.					
person	רומשינסקי	person:UP-0048	unmatched	mentions	2	M-3-facs_333_tr_1756059823-048	פ. האָט געשפּילט אין זיין אָפערעטע.			draft (fuzzy): יוסף רומשינסקי (רומשיסקין) / Joseph Rumshinsky — confirm → ALIGN person:916		
person	קאַרל שענהער	person:UP-1311	unmatched	mentions	2	M-3-facs_336_tr_1756105932-007	דער סוביעקט האָט איבערגעזעצט זיין ווערק.					
person	מלך ראָוויטש	person:UP-1314	unmatched	mentions	2	M-3-facs_336_tr_1756105932-014	ער האָט כאַראַקטעריזירט דעם סוביעקט אין זיין שריפט.					
person	ש. קאַטשערגינסקי	person:UP-1320	unmatched	mentions	2	M-3-facs_338_tr_1756106571-015	ער גיט איבער אַז דער סוביעקט איז אומגעקומען אין עסטלאַנד.					
person	בענאַ שניידער	person:UP-0929	unmatched	mentions	2	M-3-facs_338_tr_1756106568-019	דער סוביעקט האָט געשפּילט אין אַן אויפֿפֿירונג אונטער איר רעזשי.					
person	ישראל	person:UP-1333	unmatched	mentions	2	M-3-facs_338_tr_1756106568-048	דער ברודער פֿון דעם סוביעקט.			draft candidates: person:1682(ישראל) | person:3252(ישראל)		
person	צילע סילווער	person:UP-1357	unmatched	mentions	2	M-3-facs_340_tr_1756106830-033	זי איז געווען אַ קאָלעגע פֿון דעם סובייעקט.					
person	זילבערצווייג	person:UP-1358	unmatched	mentions	2	M-3-facs_340_tr_1756106830-034	דער סובייעקט איז אויפגעטראָטן אויף זיין ראַדיאָ-פּראָגראַם.			draft candidates: person:3429(צילע צוקערבערג-זילבערצווייג) | person:3439(נתן זילבּערצווייג) | person:3440(זלמן זילבּערצווייג)		
person	שלום אַשס	person:UP-0684	unmatched	mentions	2	M-3-facs_341_tr_1756106971-017	דער סוביעקט האָט געשפּילט אין זיין פּיעסע.			draft (variant): שלום אַש / Sholem Asch — confirm → ALIGN person:1183		
person	נייטען גאָלדבערג	person:UP-1409	unmatched	mentions	2	M-3-facs_343_tr_1756107174-019	ער איז געווען סופֿלער בעת זיינע פֿאַרשטעלונגען אין בראַנקס אַרט-טעאַטער.			draft (fuzzy): נייטאן גאָלדבּערג / Nathan Goldberg — confirm → ALIGN person:1819		
person	יהושע גרובער	person:UP-1412	unmatched	mentions	2	M-3-facs_343_tr_1756107173-017	דער סובייעקט האָט געשפּילט אין זיין טעאַטער.					
person	הרב גראָבאַרד	person:UP-1423	unmatched	mentions	2	M-3-facs_345_tr_1756107437-001	געלערנט דעם סוביעקט אין תלמוד תורה און ישיבה.					
person	סעם אינדין	person:UP-1435	unmatched	mentions	2	M-3-facs_345_tr_1756107437-027	איינער פֿון די גרינדער פֿון דער אָרגאַניזאַציע.					
person	חיים ברוך פישמאַן	person:UP-1439	unmatched	mentions	2	M-3-facs_348_tr_1756107767-001	ער איז איר פֿאָטער.					
person	סעידי שעהנגאָלד	person:UP-1441	unmatched	mentions	2	M-3-facs_348_tr_1756107767-013	"געשפּילט מיט איר אין וויליאַמסבורגער „ליריק""-טעאַטער."					
person	ליבינס	person:UP-1467	unmatched	mentions	2	M-3-facs_351_tr_1756108349-015	"ר. האָט געשפּילט אין זיין פּיעסע ""קינדער פֿאַרגען ניט""."					
person	שומאַכער	person:UP-1555	unmatched	mentions	2	M-3-facs_359_tr_1755856144-006	דער סוביעקט האָט געשפּילט מיט אים אין די מיניאַטור-טעאַטערס.					
person	סעמיועל טאָרנבערג	person:UP-1570	unmatched	mentions	2	M-3-facs_359_tr_1755856144-045	צווישן די שוישפּילער וועלכע זיינען צוגעשטאַנען צו גאָרדינען.			draft (variant): סעמיועל טאָרנבּערג (שמוּאל) / Samuel Tornberg — confirm → ALIGN person:3082		
person	בן צבי באַראַטאָוו	person:UP-1661	unmatched	mentions	2	M-3-facs_375_tr_1755856142-097	ער איז געווען אַ מיטגליד פֿון זיין טרופּע.			draft (variant): בּן-צבי בּאַראָטאָוו (פּאַוועל בּרענער) / Ben-Tsvi Baratov — confirm → ALIGN person:1223		
person	יצחק גאָלאַנד	person:UP-0299	unmatched	mentions	1	M-3-facs_12_tr_1752652592-000	יצחק גאָלאַנד האָט זיך באַטייליקט אין דעם דראַמקרייז וואָס דער סוביעקט האָט געגרינדעט אין קרעמענטשוג.					
person	יהודית נאַראָוולאַנסקאַיאַ	person:UP-0300	unmatched	mentions	1	M-3-facs_12_tr_1752652592-001	יהודית נאַראָוולאַנסקאַיאַ האָט זיך באַטייליקט אין דעם דראַמקרייז וואָס דער סוביעקט האָט געגרינדעט אין קרעמענטשוג.					
person	יוסף בראַנדעסקאָ'ן	person:UP-0301	unmatched	mentions	1	M-3-facs_12_tr_1752652592-002	יוסף בראַנדעסקאָ'ן האָט אויפֿגעפֿירט די פּיעסעס פֿונעם סוביעקט אין אַנדערע שטעט.			draft (variant): יוסף בּראַנדעסקאָ (סמאָלניק) / Joseph Brandesko — confirm → ALIGN person:1380		
person	שלום עליכמ'ס	person:UP-0302	unmatched	mentions	1	M-3-facs_12_tr_1752652592-003	"דער סוביעקט האָט אויפֿגעפֿירט די פּיעסע „דאָס גרויסע געווינס"" פֿון שלום עליכמ'ס."					
person	אַסיפּ דימאָוו'ס	person:UP-0303	unmatched	mentions	1	M-3-facs_12_tr_1752652592-004	"דער סוביעקט האָט אויפֿגעפֿירט די פּיעסעס „יאָשקע מוזיקאַנט"" און „דער אייביקער וואַנדערער"" פֿון אַסיפּ דימאָוו'ס."			draft (variant): אָסיפּ דימאָוו (יוסף פּערלמאַן) / Osip Dymow — confirm → ALIGN person:1535		
person	קאָליסנאטשענקאָ	person:UP-0304	unmatched	mentions	1	M-3-facs_12_tr_1752652590-003	ער האָט זי אַריינגענומען אין זיין טרופּע צו שפּילן קינדער-ראָלן.					
person	זאָסלאַווסקי	person:UP-0305	unmatched	mentions	1	M-3-facs_12_tr_1752652590-004	ער האָט זי אָנגאַזשירט אין זיין טרופּע.					
person	שלום פינקוס	person:UP-0306	unmatched	mentions	1	M-3-facs_12_tr_1752652590-006	מיט אים האָט זי חתונה געהאַט.					
person	זלמן נאַטאַנסאָן	person:UP-0307	unmatched	mentions	1	M-3-facs_12_tr_1752652594-002	שלום פּאָדזאַמטשע האָט אים צוגעהאָלפֿן אַלס בעל-תפילה.					
person	הרב ר' יוסף שאול נאַטאַנסאָן	person:UP-0308	unmatched	mentions	1	M-3-facs_12_tr_1752652594-003	ער איז געווען דער ברודער פֿון זלמן נאַטאַנסאָן.					
person	יעקב בער דער בלינדער	person:UP-0309	unmatched	mentions	1	M-3-facs_12_tr_1752652594-004	שלום פּאָדזאַמטשע איז אַנטלאָפן פֿון דער היים אַלס משורך מיט אים.					
person	יאָסקע	person:UP-0310	unmatched	mentions	1	M-3-facs_12_tr_1752652594-006	ער איז געווען דער עלטערן ברודער פֿון שלום פּאָדזאַמטשע.					
