File	"""action"""	context	Column 1	place	toKima	place clustered	dodgy reconciliation for place	initial reconciliation for place	province	province clustered	province Qid	country	country cluster	Country Qid
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	2-facs_372_tr_1744366832	עדמאַנטאַן בית עולם לאָנדאָן	עדמאַנטאַן בית עולם לאָנדאָן	עדמאַנטאַן בית עולם לאָנדאָן						לאָנדאָן	לאָנדאָן	
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	2-facs_385_tr_1744366798	זאמאָשטש	זאמאָשטש	זאַמאָשטש								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	2-facs_402_tr_1744366863	קאָזיאַטיין	קאָזיאַטיין	Kozyatyn	Q1048143							
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_17_tr_1752653009	"בית עולם פֿון „אַרבעטער-רינג"""	"בית עולם פֿון „אַרבעטער-רינג"""	Mount Carmel Cemetery	Q4285547	Q4285547						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_32_r_2	"בית-עלמין פֿון „אַרבעטער-רינג"""	"בית-עלמין פֿון „אַרבעטער-רינג"""	Mount Carmel Cemetery	Q4285547	Q4285547	וואלדהיים	וואלדהיים				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_33_tr_1752653026	בית עולם פֿון די יידישע טעאַטריקל עלייענס	בית עולם פֿון די יידישע טעאַטריקל עלייענס	Mount Hebron Cemetery	Q2341172	Q2341172				ניו-יאָרק	New York	Q1384
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_91_tr_1753268279	בית עולם פֿון „אַרבעטער-רינג“	בית עולם פֿון „אַרבעטער-רינג“	Mount Carmel Cemetery	Q4285547	Q4285547						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_128_tr_1754820296	סאַנטיאגאָ	סאַנטיאגאָ	Santiago	Q2887							
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_158_tr_1755156151	"בית עולם פֿון „אַרבעטער-רינג"""	"בית עולם פֿון „אַרבעטער-רינג"""	Mount Carmel Cemetery	Q4285547	Q4285547						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_160_tr_1755156219	וואַרשעווער יידישן בית עולם	וואַרשעווער יידישן בית עולם	וואַרשעווער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_250_r	יוניאָן פֿילד	יוניאָן פֿילד	יוניאָן פֿילד			ברוקלין	ברוקלין				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_278_tr_1755674209	שיקאַגאָ	שיקאַגאָ	Chicago	Q1297	Q1297						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_280_tr_1755674193	וואַשינגטאָן בית עולם	וואַשינגטאָן בית עולם	Washington Cemetery	Q7971720	Q7971720						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_282_tr_1755674183	בית עולם פֿון טעאַַטריקל גלייענס	בית עולם פֿון טעאַַטריקל גלייענס	Mount Hebron Cemetery	Q2341172	Q2341172	ניו יאָרק	New York City	Q60			
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_284_tr_1755674201	הר-חברון	הר-חברון	Mount Hebron Cemetery	Q2341172	Q2341172	ברוקלין	ברוקלין		ניו יאָרק	New York	Q1384
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_289_tr_1755803006	בית עולם פֿין יידישן טעאַטריקל עלייענס	בית עולם פֿין יידישן טעאַטריקל עלייענס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_308_tr_1755973377	ניו יאָרק	ניו יאָרק	New York City	Q60	Q60						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_326_tr_1756057710	אַרבעטער-רינג סעמעטערי	אַרבעטער-רינג סעמעטערי	Mount Carmel Cemetery	Q4285547	Q4285547						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_327_tr_1756057819	בית-עולם פֿין אַרבעטער-רינג (הר הכרמל)	בית-עולם פֿין אַרבעטער-רינג (הר הכרמל)	Mount Carmel Cemetery	Q4285547	Q4285547	ברוקלין	ברוקלין				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_330_tr_1756058354	יידישן בית עולם אין מעקסיקאָ סיטי	יידישן בית עולם אין מעקסיקאָ סיטי	יידישן בית עולם אין מעקסיקאָ סיטי								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_333_tr_1756059823	בית-עולם פֿון די יידישע טעאַטריקל עלייענס אויפֿן הר חברון	בית-עולם פֿון די יידישע טעאַטריקל עלייענס אויפֿן הר חברון	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_336_tr_1756105932	בית-עולם פון אַ ווייטער שטאָט	בית-עולם פון אַ ווייטער שטאָט	בית-עולם פון אַ ווייטער שטאָט								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_337_tr_1756106065	בית עולם פֿון די יידישע טעאַטריקל עלייענס	בית עולם פֿון די יידישע טעאַטריקל עלייענס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_402_tr_1755856047	בית עולם פֿון דער יידישער טעאַטריקל עלייענס	בית עולם פֿון דער יידישער טעאַטריקל עלייענס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	3-facs_415_tr_1755856164	סידאָר פאַרק בית עולם פֿון יידיש נאַציאָנאָלן אַרבעטער פֿאַרבאַנד	סידאָר פאַרק בית עולם פֿון יידיש נאַציאָנאָלן אַרבעטער פֿאַרבאַנד	סידאָר פאַרק בית עולם פֿון יידיש נאַציאָנאָלן אַרבעטער פֿאַרבאַנד								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_19_tr_1729944965	לאָדזש	לאָדזש	Łódź	Q580	Q580						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_75_tr_1733059379	ווילנער זאַרעטשער בית עולם	ווילנער זאַרעטשער בית עולם	ווילנער זאַרעטשער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_89_tr_1733059487	אָשמענער יידישן בית עולם	אָשמענער יידישן בית עולם	אָשמענער יידישן בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_97_tr_1733059490	ביאַליסטאָק	ביאַליסטאָק	Białystok	Q761	Q761						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_100_tr_1733059460	פּאָנאַר	פּאָנאַר	Aukštieji Paneriai	Q708092	Q708092	ווילנע	ווילנע				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_123_tr_1733832749	אַשכאַבאַדער בית עולם	אַשכאַבאַדער בית עולם	אַשכאַבאַדער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_136_tr_1733832804	ביאַליסטאָק	ביאַליסטאָק	Białystok	Q761	Q761						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_148_tr_1733832676	אַנדידזשאַן	אַנדידזשאַן	Andijan	Q4397							
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_152_tr_1735651774	כוואַליעס פון באַלטישן ים	כוואַליעס פון באַלטישן ים	כוואַליעס פון באַלטישן ים								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_153_tr_1735652603	פּיער לאַשעיז	פּיער לאַשעיז	פּיער לאַשעיז						פראַנצויזישן	פראַנצויזישן	
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_168_tr_1735652657	פּאָנאַר	פּאָנאַר	Aukštieji Paneriai	Q708092	Q708092						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_189_tr_1736589045	גענשער בית עולם	גענשער בית עולם	גענשער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_198_r_70	מאַסן-קבר פֿון די אומגעבראַכטע 30,000 ריגער יידן	מאַסן-קבר פֿון די אומגעבראַכטע 30,000 ריגער יידן	מאַסן-קבר פֿון די אומגעבראַכטע 30,000 ריגער יידן								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_202_tr_1739221568	שטוטהאָף	שטוטהאָף	Stutthof concentration camp	Q152978							
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_208_tr_1739221724	פרעשאָוו	פרעשאָוו	Prešov	Q50455							
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_222_tr_1739220652	מאַסן-קבר	מאַסן-קבר	מאַסן-קבר			רומפֿולער וואַלד	רומפֿולער וואַלד				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_236_tr_1739221310	אין אַ קעלער אויף סמאָטשע 1	אין אַ קעלער אויף סמאָטשע 1	אין אַ קעלער אויף סמאָטשע 1								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_247_tr_1739222208	ביי די רעלסן ניט ווייט פון דער שטאָט קויבישאָוו	ביי די רעלסן ניט ווייט פון דער שטאָט קויבישאָוו	ביי די רעלסן ניט ווייט פון דער שטאָט קויבישאָוו								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_250_tr_1739221688	גענשער בית עלמין	גענשער בית עלמין	גענשער בית עלמין								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_264_tr_1739221906	גענשער בית עולם	גענשער בית עולם	גענשער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_281_r_1	בריסק	בריסק	Brest	Q140147	Q140147						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_336_tr_1739222350	פּאָנאַר	פּאָנאַר	Aukštieji Paneriai	Q708092	Q708092						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_341_tr_1739222058	דאָבראַ וואָלאַ	דאָבראַ וואָלאַ	Dobra Wola	Q213106							
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_345_r_2	מאַסן-גריבער וועלדל רומבולע	מאַסן-גריבער וועלדל רומבולע	מאַסן-גריבער וועלדל רומבולע			וועלדל רומבולע	וועלדל רומבולע				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_350_tr_1739221050	ים	ים	ים								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_354_tr_1739222163	קבר-גרוב	קבר-גרוב	קבר-גרוב								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_414_tr_1739222237	פּאָנאַר	פּאָנאַר	Aukštieji Paneriai	Q708092	Q708092						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_421_tr_1739222380	באַביי יאָר	באַביי יאָר	Babi Yar	Q48766	Q48766	קיעוו	קיעוו				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_430_r	וואַסער-קלאָזעט	וואַסער-קלאָזעט	וואַסער-קלאָזעט								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_431_r	נעבן אַ דורכגאַנג פֿון אַ באַן	נעבן אַ דורכגאַנג פֿון אַ באַן	נעבן אַ דורכגאַנג פֿון אַ באַן								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_438_tr_1739221803	סלאָנים	סלאָנים	Slonim	Q863576	Q863576						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_442_tr_1739222531	מאַסן-קבר פֿון סאָוויעטישע קעמפער	מאַסן-קבר פֿון סאָוויעטישע קעמפער	מאַסן-קבר פֿון סאָוויעטישע קעמפער								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_453_tr_1739221401	גענשער בית עולם	גענשער בית עולם	גענשער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_482_tr_1739221607	פֿרונזער בית עולם	פֿרונזער בית עולם	פֿרונזער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_529_tr_1739221773	גענשער בית עולם	גענשער בית עולם	גענשער בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_535_tr_1739222167	קאָמענעץ-פּאָדאָלער געגנט	קאָמענעץ-פּאָדאָלער געגנט	קאָמענעץ-פּאָדאָלער געגנט								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_535_tr_1739222178	באַביי יאָר	באַביי יאָר	Babi Yar	Q48766	Q48766	קיעוו	קיעוו				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_535_tr_1739222170	פאָנאַר	פאָנאַר	Aukštieji Paneriai	Q708092	Q708092						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_592_r_4	ערגעץ אין פעלד	ערגעץ אין פעלד	ערגעץ אין פעלד								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_600_r_77	האָליוואוד סעמעטערי	האָליוואוד סעמעטערי	האָליוואוד סעמעטערי								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	5-facs_618_tr_1739221558	אַלטן בית עולם	אַלטן בית עולם	אַלטן בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_11_tr_1747745181	בית עלמין	בית עלמין	בית עלמין			וואַרשע	וואַרשע		פּוילן	Poland	Q36
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_18_tr_1747746206	ריווערסייד דרייוו בית עולם	ריווערסייד דרייוו בית עולם	ריווערסייד דרייוו בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_22_tr_1747746208	בית עולם פֿון די יידישע טעאַטריקל אַלייענסעס	בית עולם פֿון די יידישע טעאַטריקל אַלייענסעס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_28_r_2	הר נבו	הר נבו	הר נבו								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_31_r_1	בית עולם פֿון אַרבעטער רינג	בית עולם פֿון אַרבעטער רינג	Mount Carmel Cemetery	Q4285547	Q4285547						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_57_r_21	הר יהודה בית עולם	הר יהודה בית עולם	הר יהודה בית עולם			לאָנג איילאַנד	לאַנג איילאַנד				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_59_tr_1747746198	בית עולם פֿון די יידישע טעאַטריקל עלייענס	בית עולם פֿון די יידישע טעאַטריקל עלייענס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_60_tr_1747746173	בית עולם פֿון די יידישע טעאַטריקל אַלייענס	בית עולם פֿון די יידישע טעאַטריקל אַלייענס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_65_tr_1747746178	בית עולם פֿון די יידישע טעאַטריקל אַלייענס	בית עולם פֿון די יידישע טעאַטריקל אַלייענס	Mount Hebron Cemetery	Q2341172	Q2341172				ניו-יאָרק	New York	Q1384
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_71_r_13	וואַשינגטאָן-בית עולם	וואַשינגטאָן-בית עולם	Washington Cemetery	Q7971720	Q7971720	ניו יאָרק	New York City	Q60			
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_76_tr_1747746207	בוטאַנטאן-בית עולם	בוטאַנטאן-בית עולם	בוטאַנטאן-בית עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_94_tr_1747746225	לעמבערג	לעמבערג	Lviv	Q36036	Q36036						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_98_tr_1747746110	בית עולם אין מעספיט	בית עולם אין מעספיט	בית עולם אין מעספיט			לאַנגאיילאַנד	לאַנג איילאַנד				
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_105_tr_1747825151	בית עולם פֿון די יידישע טעאַטריקל אַלייענס	בית עולם פֿון די יידישע טעאַטריקל אַלייענס	Mount Hebron Cemetery	Q2341172	Q2341172						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_108_r_4	לאָס אַנדזשעלעס	לאָס אַנדזשעלעס	Los Angeles	Q65	Q65						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_116_tr_1747825108	קרית שאַול	קרית שאַול	קרית שאַול						ישראל	Israel	Q801
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_126_tr_1747825032	ווין	ווין	Vienna	Q1741	Q1741						
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_140_tr_1747825131	האַלייוויד בית-עולם	האַלייוויד בית-עולם	האַלייוויד בית-עולם								
Zylbercweig-Extraction2026-02-05 (8).tsv		burial	6-facs_156_tr_1747825094	נייטס אָוו פּיטהיאָס	נייטס אָוו פּיטהיאָס	נייטס אָוו פּיטהיאָס								
