_ - chunk_number	Archive	File	_ - xml:id	_ - heading	_ - span	_ - entry	_ - credit	_ - subheading	_ - organizations - _ - org_type	_ - organizations - _ - title	clustered organization	_ - organizations - _ - descriptive_name	_ - organizations - _ - relations - _ - category	_ - organizations - _ - relations - _ - specific_relation	_ - organizations - _ - relations - _ - original_sentence	_ - organizations - _ - relations - _ - role_title	_ - organizations - _ - relations - _ - date_start - date	_ - organizations - _ - relations - _ - date_end - date	_ - organizations - _ - locations - _ - settlement	_ - organizations - _ - locations - _ - Venue	_ - organizations - _ - locations - _ - country	_ - organizations - _ - locations - _ - province	_ - organizations - _ - locations - _ - address	_ - organizations - _ - locations - _ - datefrom - date	_ - organizations - _ - locations - _ - dateto - date	_ - organizations - _ - founding_date - date	_ - endnotes - endnotes	_ - family_background - _ - description	_ - family_background - _ - financial	_ - family_background - _ - religion	_ - family_background - _ - theater_connection	_ - family_background - _ - structure
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_73_r_4	בראָדין, מאַקסיס [מאָקס בראָדסקי]	6281-6282														יאָהאָניסבורג		דרום-אפריקע											
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_73_r_4	בראָדין, מאַקסיס [מאָקס בראָדסקי]	6281-6282														דוירבען		דרום-אפריקע											
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_73_r_4	בראָדין, מאַקסיס [מאָקס בראָדסקי]	6281-6282														קעיפּטאָון		דרום-אפריקע											
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_73_r_4	בראָדין, מאַקסיס [מאָקס בראָדסקי]	6281-6282																רודיזיע											
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_73_r_4	בראָדין, מאַקסיס [מאָקס בראָדסקי]	6281-6282								Leadership_Ownership	executive	אייניקע יאָר געווען אַ מיטגליד אין דער עקזעקוטיוו	מיטגליד אין דער עקזעקוטיוו																
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_74_tr_1757228890	אַבּעלמאַן, מרדכי	6284-6285								Employment_Performance	artistic_staff	אונטער זיין דירעקציע איז די טרופּע אַרומגעפאָרן איבער די די פּי קעמפּס מיט גרויס דערפאָלג	דירעקציע																
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_74_tr_1757228890	אַבּעלמאַן, מרדכי	6284-6285								Employment_Performance	artistic_staff	מיטן וואַנדערשטאָק האָט געהאַט איין רעזשיסער מיט אַ גוטן געשמאַק און גענוג טעאַטער-רוטין (מ. אַבעלמאַן).	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_74_tr_1757228890	אַבּעלמאַן, מרדכי	6284-6285								Employment_Performance	performer	אין די פאַרשטעלונגען האָבן זיך באַטייליקט: מ. אַבעלמאַן	שוישפּילער																
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_76_r	קאַטץ, איזידאָר [יצחק-קלמן]	6288-6288								Employment_Performance	performer	ווי ער דעביוטירט בערך 1606 אַלס „חיים יואל“ אין ריכטערס „הערצעלע מיוחס“	דעביוטאַנט	1906															
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_77_tr_1757228908	פֿייגין, הערש	6289-6289								Employment_Performance	performer	זיך אומגעקערט אין כאַרקאָווער טעאַטער		1931															
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_77_tr_1757228908	פֿייגין, הערש	6289-6289								Employment_Performance	performer	ווען ער האָט זיך צוריקגעקערט צום טעאַטער אין ביראָ-בידזשאָן		1946	1950														
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_77_tr_1757228908	פֿייגין, הערש	6289-6289								Leadership_Ownership	artistic_staff	גלייכצייטיק האָט ער זיך אויך פאַרנומען מיט רעזשי	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_78_r	פּאָדאָלסקאַיאָ, צילע	6291-6291								Employment_Performance	performer	זי פלעגט אויסטרעטן ביי ליטעראַרישע פרימאָרגנס, וואָס איר טרופּע פלעגט געבן					איבערן לאַנד	רומעניע	פּראָווינץ										
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_78_r	פּאָדאָלסקאַיאָ, צילע	6291-6291								Employment_Performance	performer	אַ גרויסן דערפאָלג האָט זי געהאַט אין בוקאַרעשט און איבערן לאַנד אין דער טיטל-ראָל פון גאָלדפאָדנס „שולמית“	טיטל-ראָל	1945	1947														
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_78_tr_1757228901	קריסטיאָנס, רודאָלף	6292-6293								Employment_Performance	performer	דער שטערן און געוועזענער דירעקטאָר פון דעם זעלביקן טעאַטער ווען ער איז געווען אַ דייטשער	שטערן											"דר. י. וואַרטסמאַן — אין דער אידישער טעאַטער-וועלט, טאָג"", נ. י. 12 אַקט. 1918."					
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_78_tr_1757228901	קריסטיאָנס, רודאָלף	6292-6293								Employment_Performance	performer	האָבן זיך אויף דער יידישער בינע, אין אוירווינג פלייס טעאַטער, באַוויזן אַזעלכע פּנים חדשות... דער ערשטער איז געווען רודאָלף קריסטיאַנס	פּנים חדשות	1919										דר. י. וואַרטסמאַן — נייע אין אַלטע פּיעסען אויף דער אידישער ביהנע, דאָרט, 26 אָקט. 1918.					
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_79_tr_1757228888	זיסער, יצחק	6294-6296								Employment_Performance	performer	מיר האָבן אויפגעפירט אַ סך פּיעסן																	
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_81_tr_1757228905	ביעראָזקין, מרדכי	6297-6297								Education_Formation	graduate	נאָכן ענדיקן די טעאַטער-סטודיע																	
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_83_tr_1757228886	ציפקינאָ, פֿאָניאַ	6302-6302								Education_Formation	graduate	וואָס זיי ענדיקט נאָך שטודירן דאָרט 4 יאָר			1926														
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														מאַנטשעסטער		ענגלאַנד											
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														גלאַוגוי		ענגלאַנד											
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														פֿראַנצעסבאַד													
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														ווין													
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														אַנטווערפן													
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														פּרעסבורג													
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_84_r_2	פישמאַן, בערנאַרד	6303-6303														קיסינגען													
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_105_r_2	זאַסלאַווסקי, פֿאי	6349-6351								Education_Formation	graduate	נאָכן ענדיקן די סטודיע				מאָסקווע													
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_105_r_2	זאַסלאַווסקי, פֿאי	6349-6351								Employment_Performance	artistic_staff	זאַסלאַווסקי אַרבעט שוין אַ שטיק צייט אַלס רעזשיסער-לאַבאַראַנט ביים טעאַטער	רעזשיסער-לאַבאַראַנט																
	drive-download-20260308T052916Z-1-001.zip	volume7IIIorg.json	facs_106_tr_1757328790	גאָלמאַן, יאַנקעוו	6352-6353														קרים					1920								
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	1601-1601								Employment_Performance	performer	1916 — דעביוטירט מיט אַן אייגן פֿארפֿאַסטן מאָנאָלאָג	דעביוטירט	1916															
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	1601-1601								Employment_Performance	artistic_staff	אָנגעשריבן די פּיעסעס „דער קאַנטאָניסט“ און „דער יתום“, וועלכע ער פֿירט אויף אין קרעמענטשוג		1918															
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	1601-1601								Employment_Performance	artistic_staff	פֿירט אָן מיט צוויי דראַמאַטישע סטודיעס	דירעקטאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	1601-1601								Employment_Performance	artistic_staff	מיט וועלכער ער פֿירט אויף שלום עליכמ'ס „דאָס גרויסע געווינס“ און אַסיפּ דימאָוו'ס „יאָשקע מוזיקאַנט“ און „דער אייביקער וואַנדערער“		1922															
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652590	פּאָדאָלסקאַ, וויעראַ	1601-1601								Employment_Performance	performer	האָט פ. נאָך אין שול זיך באַטייליקט אין די געזאַנג-פֿאַרשטעלונגען													פאָטער — אַ מיל-אַרבעטער	modest			
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652590	פּאָדאָלסקאַ, וויעראַ	1601-1601								Employment_Performance	performer	אין 1917, ווען די טרופּע גייט איבער צו שפּילן יידיש, פֿאַרבלייבט זי שוין אין דער טרופּע אַלס פּרימאַדאָנע	פּרימאַדאָנע	1917															
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	1602-1605								Employment_Performance	performer	שלום פּאָדזאַמטשע האָט אויך מיט יאָרן שפּעטער געשפּילט יידיש טעאַטער אונטער דער דירעקציע פֿון י. ב. גימפּעל אין לעמבערג	שוישפּילער											"שלום פּערלמוטער — דער „זיידע"" פון דעם אידישן טעאַטער אין גאַליציע, געקומען פון ווין אַלס פליכטלינג קיין אַמעריקע, „דער טאָג"", נ. י., 13 אויגוסט 1939."					
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_14_tr_1752653034	פּאָדלובני, נ. י. [נאַום, נוניאַ]	1606-1606								Leadership_Ownership	owner_manager	מיטן זינגער פֿון פֿאָלקס-לידער אַבראַשאַ גוטמאַן אין דער שפּיץ, און דערמיט אָנגעפֿירט ביז 1928	אָנגעפֿירער	1923	1928														
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_15_tr_1752653010	פּאָדליאַס, חיים	1608-1608								Employment_Performance	artistic_staff	פֿאַרנעמענדיק פֿון צייט צו צייט די אַמטן פֿון סופֿלער, אַקטיאָר, רעזשיסער, געשעפטספֿירער און שרייבער	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_15_tr_1752653013	פּאול, ה.	1608-1608								Employment_Performance	performer	מיט וועלכער זיי גייען אַרויס שפּילן קיין סאָכאַטשעוו																	
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_15_tr_1752653013	פּאול, ה.	1608-1608														ברעסלוי		דייטשלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_16_tr_1752653044	פאָזי אַריה [ישראל אַריה פּאָזיקאָוו]	1609-1611								Production_Distribution	produced_by	אויפגעפירט סוף ווינטער 1930 אין די אומפּאַרטייאישע ניו-יאָרקער שולן	ניו-יאָרקער שולן	1930										דזש. גינזבורג — ביבליאָגראַפיע, „מילוואַקער אידישע שטימע“, 18 סעפּטעמבער 1931.					
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_17_tr_1752653007	פּאָזנאַנסקי, הערש	1612-1612								Employment_Performance	performer	"וואו ער באַטייליקט זיך אין דער דראַמסעקציע ביז 1922, דעביוטירנדיק אין פרץ'ס „אַמאָל איז געווען אַ מלך"""	דראַמסעקציע		1922														
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_17_tr_1752653007	פּאָזנאַנסקי, הערש	1612-1612								Education_Formation	graduate	נאָכן ענדיקן די שול																	
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_17_tr_1752653007	פּאָזנאַנסקי, הערש	1612-1612														פּוילישער פּראָווינץ		פּוילן											
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_17_tr_1752653009	פאָזנער (יחיאל-) מאיר	1612-1613								Affiliation_Membership	member	"געקומען צו קבורה אויפֿן בית עולם פֿון „אַרבעטער-רינג"""			1931-02-08									"ו. — ווי אַזוי דער פּעטערסאָנער כאָר האָט געעהרס זיין דיריגענס פאַזנער'ן, „דער טאָג"", נ. י., 4 יולי 1930."					
	drive-download-20260308T052916Z-1-001.zip	Volume_3IIIorg.json	facs_18_tr_1752653039	פאַט, יעקב	1614-1614								Affiliation_Membership	delegate_official	"האָט פּ. באַזוכט אַמעריקע אַלס שליח פֿון ""צישאָ“"	שליח	1931	1937														
