db_id	name	name_yiddish	n_clusters	n_sents	cluster_ids	text_source	tags	confidence	evidence	review_flags	source
813	סיימאָן	סיימאָן	1	3	ORG-C05594	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
814	טרופּע פֿון סאַנדלער	טרופּע פֿון סאַנדלער	3	3	ORG-C02052 | ORG-C03002 | ORG-C07128	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
816	טרופּע פֿון ביעלאַיעוו	טרופּע פֿון ביעלאַיעוו	1	1	ORG-C04663	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
817	לאטיינערס און מאָגולעסקאָס טרופּע	לאטיינערס און מאָגולעסקאָס טרופּע	1	1	ORG-C05761	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «לאטיינערס און מאָגולעסקאָס» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
818	טרופּע פֿון שטאָקפֿעדער	טרופּע פֿון שטאָקפֿעדער	1	1	ORG-C02932	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
819	טרופּע פֿון קאַנאַפּאָוו	טרופּע פֿון קאַנאַפּאָוו	2	2	ORG-C03121 | ORG-C04359	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
820	טרופּע פֿון בלייכמאַן	טרופּע פֿון בלייכמאַן	3	4	ORG-C03186 | ORG-C01718 | ORG-C06755	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
822	טאָמאַשעווסקיס טרופּע	טאָמאַשעווסקיס טרופּע	4	4	ORG-C03865 | ORG-C03904 | ORG-C04559 | ORG-C04638	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Thomashefsky [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
823	שעהנבערגס טרופּע	שעהנבערגס טרופּע	1	1	ORG-C06266	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
825	ליאַ לאָרגמאַנס טרופּע	ליאַ לאָרגמאַנס טרופּע	1	1	ORG-C01383	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
826	טרוּפּע פישזאָןס-געליס	טרוּפּע פישזאָןס-געליס	1	1	ORG-C04036	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Fishzon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
827	לעווינסאָנס טרופּע	לעווינסאָנס טרופּע	2	2	ORG-C07168 | ORG-C06497	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
828	טרופּע פֿון קאַזשדאַן	טרופּע פֿון קאַזשדאַן	3	3	ORG-C04339 | ORG-C04892 | ORG-C05625	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
829	בלומענטאַלס טרופּע	בלומענטאַלס טרופּע	7	9	ORG-C04280 | ORG-C02771 | ORG-C03214 | ORG-C03367 | ORG-C03454 | ORG-C05853 | ORG-C05998	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
830	טרופּע פֿון פֿיינמאַן	טרופּע פֿון פֿיינמאַן	2	3	ORG-C05849 | ORG-C04489	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
831	טרופּע פֿון דאָווידזאָן	טרופּע פֿון דאָווידזאָן	1	1	ORG-C07359	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
832	זילבערמאָזס טרופּע	זילבערמאָזס טרופּע	2	3	ORG-C05633 | ORG-C06891	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
833	טרופּע פון סאַמבערג	טרופּע פון סאַמבערג	4	6	ORG-C01872 | ORG-C01048 | ORG-C01877 | ORG-C04689	linked	Cooperative Company	high	Cooperative Company ⟵ «קאָאָפּעראַטיוו» [text]		Claude-draft
834	טרופּע פֿון קאָכאַנסקי	טרופּע פֿון קאָכאַנסקי	2	2	ORG-C02759 | ORG-C06134	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
836	טרופּע פֿון לאַכטיגער	טרופּע פֿון לאַכטיגער	3	3	ORG-C01603 | ORG-C01193 | ORG-C03018	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
837	יעקב גאָלדשטייןס טרופּע	יעקב גאָלדשטייןס טרופּע	1	1	ORG-C04071	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
838	צעלמייסטערס טרופע	צעלמייסטערס טרופע	2	2	ORG-C02676 | ORG-C05018	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
841	טרופּע פֿון אָננאַ יאָקובאָוויטש	טרופּע פֿון אָננאַ יאָקובאָוויטש	1	2	ORG-C00225	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «דייטשלאַנד») — needs Ruthie	Claude-draft
843	בלייכמאָזס אַרופּע	בלייכמאָזס אַרופּע	1	1	ORG-C06353	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
844	פּאַטאָצקאַ	פּאַטאָצקאַ	1	4	ORG-C03123	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
845	חנאַ וואָלפסטאַלס טרופּע	חנאַ וואָלפסטאַלס טרופּע	2	4	ORG-C02805 | ORG-C06547	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «בערלין») — needs Ruthie	Claude-draft
846	סעם אויערבאַך	סעם אויערבאַך	1	2	ORG-C00508	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
847	טרופּע פֿון היימי פּריזאַנט	טרופּע פֿון היימי פּריזאַנט	1	2	ORG-C00228	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
848	שניאור-כאָר	שניאור-כאָר	1	2	ORG-C00572	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
849	בראָנדעסקאָ	בראָנדעסקאָ	3	6	ORG-C01854 | ORG-C04224 | ORG-C04727	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
850	פֿיליפּ ווייזענפֿריינדס טרופּע	פֿיליפּ ווייזענפֿריינדס טרופּע	1	4	ORG-C05647	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
851	טרופּע פון קאַניעווסקאַ-כאַרלאַמפּ	טרופּע פון קאַניעווסקאַ-כאַרלאַמפּ	6	9	ORG-C03392 | ORG-C01878 | ORG-C03660 | ORG-C05082 | ORG-C05552 | ORG-C06428	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
852	טרופּע פֿון ספּיוואַקאָווסקי-סעם אַדלער	טרופּע פֿון ספּיוואַקאָווסקי-סעם אַדלער	2	3	ORG-C01009 | ORG-C06228	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ווסקי-סעם» [text-low] ; Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
853	טרופּע פֿון ה. ב. עפּשטיין און אַקסעלראָד	טרופּע פֿון ה. ב. עפּשטיין און אַקסעלראָד	1	2	ORG-C00587	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «עפּשטיין און אַקסעלראָד» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
854	טרופּע פֿון היינע-חיימאָוויטש	טרופּע פֿון היינע-חיימאָוויטש	1	3	ORG-C05370	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «היינע-חיימא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
855	טרופּע פֿון אַדאָלף סעגאָל	טרופּע פֿון אַדאָלף סעגאָל	3	4	ORG-C01673 | ORG-C01669 | ORG-C05102	linked	Cooperative Company	high	Cooperative Company ⟵ «קאָלעקטיוו» [text]		Claude-draft
856	טרופּע פֿון לידיאַ פּאַטאָצקאַ	טרופּע פֿון לידיאַ פּאַטאָצקאַ	1	2	ORG-C00226	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
857	נייטאן גאָלדבערג	נייטאן גאָלדבערג	1	2	ORG-C02062	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
858	דזשיגאַן און שומאַכער טרופּע	דזשיגאַן און שומאַכער טרופּע	2	3	ORG-C02278 | ORG-C03112	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «דזשיגאַן און שומאַכער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
859	קאַמינסקי און קאָמפּאַנעעץ	קאַמינסקי און קאָמפּאַנעעץ	2	3	ORG-C02680 | ORG-C06616	linked	Ad Hoc Company | Family Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קאַמינסקי און קאָמפּאַנעעץ» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
860	טרופּע פֿון אַלבערט סעגאַלעסקאָ	טרופּע פֿון אַלבערט סעגאַלעסקאָ	1	2	ORG-C05065	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
861	טרופּע פֿון ראָזע אַרנשטיין	טרופּע פֿון ראָזע אַרנשטיין	2	3	ORG-C02727 | ORG-C06207	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
862	צעלמייסטער-פּיקאָן-טרופּע	צעלמייסטער-פּיקאָן-טרופּע	1	2	ORG-C02651	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Picon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
863	טרופּע פֿון אַקסעלראָדן	טרופּע פֿון אַקסעלראָדן	1	2	ORG-C02769	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
865	הערשקאָוויטשס טרופּע	הערשקאָוויטשס טרופּע	7	8	ORG-C05201 | ORG-C01728 | ORG-C02746 | ORG-C03001 | ORG-C03878 | ORG-C04275 | ORG-C04607	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
866	משה וויינבערגס טרופּע	משה וויינבערגס טרופּע	1	2	ORG-C05646	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «בערלין») — needs Ruthie	Claude-draft
867	טרופּע פֿון טרייטלער און יאָוועליר	טרופּע פֿון טרייטלער און יאָוועליר	1	1	ORG-C00811	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «טרייטלער און יאָוועליר» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
868	טרופּע פֿון מאָריס גאָלדבערג	טרופּע פֿון מאָריס גאָלדבערג	2	2	ORG-C01459 | ORG-C06849	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
869	טרופּע פֿון גראָדנער און הורוויטש	טרופּע פֿון גראָדנער און הורוויטש	1	1	ORG-C01952	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «גראָדנער און הורוויטש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
870	ביי יעקב שטערנבערגן	ביי יעקב שטערנבערגן	2	2	ORG-C03255 | ORG-C03193	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
878	גאָרדין	גאָרדין	2	3	ORG-C00598 | ORG-C01474	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
879	באָריסאָווס רוסישער אָפּערעטן-טרופּע	באָריסאָווס רוסישער אָפּערעטן-טרופּע	3	4	ORG-C01044 | ORG-C05144 | ORG-C06084	linked	Operetta / Opera Company | Impresario Company	high	Operetta / Opera Company ⟵ «אָפּערעט» [text] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
880	טרופּע פֿון זאַנדבערג-וואַקסמאַן	טרופּע פֿון זאַנדבערג-וואַקסמאַן	1	2	ORG-C02852	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «נדבערג-ווא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
881	געבילם טרופּע	געבילם טרופּע	3	4	ORG-C06529 | ORG-C05262 | ORG-C07079	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
882	סאַבסיי און בערנשטיין	סאַבסיי און בערנשטיין	1	2	ORG-C02909	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «סאַבסיי און בערנשטיין» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
883	טרופּע פון אַלעקס שטיין	טרופּע פון אַלעקס שטיין	1	1	ORG-C02929	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
884	עפּעלבערגס טרופּע	עפּעלבערגס טרופּע	1	1	ORG-C05055	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
885	טרופּע פֿון סידי טאָל	טרופּע פֿון סידי טאָל	4	4	ORG-C00224 | ORG-C03194 | ORG-C03304 | ORG-C03620	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Sidi Tal [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
886	גאַכאַנסקיס טרופּע	גאַכאַנסקיס טרופּע	2	2	ORG-C03356 | ORG-C03582	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
