cluster_id	canonical_yiddish	org_type	n_person_edges	n_distinct_persons	top_edge_types	n_located_in	places_en	sample_persons	cluster_size	existing_review_status
ORG-C00639_Q01	סטאַנדאַרט-טעאַטער	theatre	9	7	managed:3|founded:2|work_produced_by:2|staff_of:1|performed_with:1	2	Toronto|Canada	אברהם ליטמאַן(2328)|בּערנאַרד עלווינג(1570)|ישראל מאַנדעל (מאַדזשעוויצקי)(2379)	7	in_review_file_no_decision
ORG-C01842	יידישן לעגיאָן	union	9	7	member_of:4|staff_of:2|founded:1|delegate_of:1|work_produced_by:1	3	Lod (Israel)|Land of Israel|United States	אפרים אויערבּאַך(1194)|עזרא הררי(1971)|סאַמועל פישער (שאול-פּנחס)(1658)	7	in_review_file_no_decision
ORG-C02214	רומעניע אָפּערע האָוז	theatre	8	7	performed_with:5|managed:2|staff_of:1	2	New York City|United States	יוסף שעהנגאָלד(3622)|שער-בלאַט פון דער וואַרשעווער אויסגאַבע(P-1-facs_171_tr_1714741712)|אבא שעהנגאָלד (אַלבּערט)(710)	7	in_review_file_no_decision
ORG-C01306	לאָדזער פֿאָלקסבלאַט	newspaper	8	7	employed_by:5|staff_of:1|founded:1|managed:1	2	Łódź|Poland	חיים-יענקל בזשוסטאָווסקי (בריסטאָווסקי)(1291)|משה דלוזשנאָווסקי(1504)|ישראל קאַהאַן (אברהם)(3818)	7	in_review_file_no_decision
ORG-C00627	הבימה העברית	theatre	8	7	performed_with:7|work_produced_by:1	4	Jerusalem|Łódź|Minsk|Land of Israel	משה בּליישטיפט(1330)|רודאָלף זאַסלאַווסקי (ראובן-לייב)(3356)|משה (מוני) פאסטאָר (אברהם משה פּאַסטערנאַק)(2623)	8	decision=ALIGN; aligned_db_id=602
ORG-C01903_Q01	האַנדלס-שול	school	8	7	studied_at:4|graduated_from:4	2	Łódź|Poland	סאַמועל קופּערמאַן(2171)|יאָזעף האַבּערמאַן(1957)|אברהם סטאבער(3028)	7	in_review_file_no_decision
ORG-C01387_Q05	יידישן טעאַטער	theatre	8	7	performed_with:3|staff_of:2|managed:1|member_of:1|employed_by:1	2	Vienna|Austria	שאַרי שאַרף(P-4-facs_670_tr_1755030250)|דוב זאוואדזקי(3518)|מאָריץ עדעלהאָפער (משה)(1537)	7	in_review_file_no_decision
ORG-C01536	רויטער אַרמיי	military	8	7	employed_by:3|staff_of:3|member_of:2	0		יהושע ליובאָמירסקי(2349)|לעאן גאָלד (לייבּעלע גאָלדוואָג)(1804)|ל. ליטווינאָוו (לייבּ גוּרעוויטש)(2334)	7	in_review_file_no_decision
ORG-C04469	שילדקרויט-טעאַטער	theatre	8	7	performed_with:6|founded:2	1	United States	קלאַראַ פּעקער (מיחער)(2634)|וויקטאָר פּעקער (אביגדור)(2635)|רודאָלף שילדקרויט (חיים-מרדכי)(3816)	8	in_review_file_no_decision
ORG-C01363	ניו יאָרקער פּאָבליק טעאַטער	theatre	8	7	performed_with:6|work_produced_by:1|staff_of:1	1	New York City	משה ליפּשיץ (ליוושיץ) (ליוושיץ)(2298)|עני מעלצער(2436)|נאַדיאַ דראַנאָוו (גרעסיע מייטוס)(1520)	7	in_review_file_no_decision
ORG-C03895	ניו-יאָרקער נעשאַנאַל-טעאַטער	theatre	8	7	performed_with:5|work_produced_by:2|staff_of:1	2	New York City|United States	בּעלאַ נאַדעל (נאַדאָלסקי)(2531)|חיים טויבּער(3083)|דייוויד מעדאָוו(2425)	7	in_review_file_no_decision
ORG-C00440	צענטראַל	theatre	7	7	performed_with:3|work_published_by:2|staff_of:1|employed_by:1	2	Warsaw|Poland	יוסף נאָרפלוּס(2574)|בּ. עפּעלבּיום (מנחם-בּעריש)(1576)|וולאַדיסלאַוו וויינטרויב(3450)	7	in_review_file_no_decision
ORG-C00842	יידישעס פאָלקסבלאַט	newspaper	7	7	employed_by:6|work_published_by:1	0		חנה מגיד(2370)|שאול האָכבּערג(2011)|יצחק פּערקאָף(2639)	7	in_review_file_no_decision
ORG-C02237	קאָמוניסטישער פּאַרטיי	party	7	7	member_of:7	0		בּנימין שוואַרצער(3795)|שמואל-ניסן גאָדינער(3502)|מאריס דר. לעוויט (מאיר-לייב לעוויצקי)(2269)	7	in_review_file_no_decision
ORG-C01265_Q01	הסתדרות	organization	7	7	executive_of:2|member_of:2|staff_of:1|delegate_of:1|employed_by:1	0		מ. נ. וואָלפּערט(P-6-facs_654_r_1)|חיים בּריסמאַן(1395)|ליטוואַק אייזיק (יצחק)(P-6-facs_658_tr_1747931529)	7	in_review_file_no_decision
ORG-C01438_Q01	מעטראָפּאָליטאָן-טעאַטער	theatre	7	7	managed:3|performed_with:3|founded:1	2	Newark|New York City	יוסף שעהנגאָלד(3622)|מייק טאָמאַשעווסקי (מרדכי)(3073)|לעאָפּאָלד קאַנער (לייבּ)(2076)	7	decision=SPLIT
ORG-C01866	אוירווינג פלייס קונסט-טעאַטער	theatre	7	7	performed_with:4|staff_of:1|founded:1|delegate_of:1	2	New York City|United States	מאַקס ווילנער(3266)|סעם פערקויף (שמואל-בערל)(1633)|ליזאַ וואַראָן(3146)	7	in_review_file_no_decision
ORG-C01956	געבילס פּאָבליק-טעאַטער	theatre	7	7	performed_with:6|managed:1	2	New York City|United States	יצחק האָניגמאַן(2026)|סעם גערטלער (ישראל)(1752)|הערי טאָמאַשעווסקי (הערש-יונה)(3072)	7	in_review_file_no_decision
ORG-C02956	גרופּע „ליבהאָבער“	theatre	10	6	performed_with:7|founded:2|managed:1	3	Brest|New York City|Rakaŭ	יצחק לאַטאָוויטש(2211)|בּ לידין (אליהו ברוך ליוועראַנט)(2288)|סעם אויערבּאַך(1197)	7	in_review_file_no_decision
ORG-C01439_Q01	דראַמאַטישער שול	school	9	6	studied_at:3|staff_of:3|graduated_from:2|performed_with:1	1	Buenos Aires	לואיס ווייסבּערג(3249)|לייזער ראַפּעל(3785)|לעאָן דרייקורס(1522)	6	in_review_file_no_decision
ORG-C00246_Q02	קולטור-ליגע	publisher	8	6	work_published_by:8	2	Warsaw|Poland	מארק ארנשטיין (אַנדזשעי מאַרק)(995)|פּרץ הירשבּיין(2006)|שלמה גילבערט(1762)	8	in_review_file_no_decision
ORG-C02161_Q02	ווילנער יידישן טעאַטער	theatre	7	6	performed_with:5|managed:1|work_produced_by:1	1	Vilnius	משה קארפּינאָוויטש(3549)|יעקב לוּבּאָצקי(2350)|ישראל זובּאק(3423)	6	in_review_file_no_decision
ORG-C01486_Q01	בלומענטאָל	theatre	7	6	performed_with:5|work_produced_by:2	2	Paris|France	משה בּורשטין(1431)|מאָריס אַפּעל (אַפּעלאויג)(1165)|בּן-ציון וואַגנער(3199)	6	in_review_file_no_decision
ORG-C00861	ראָמאַנ-צייטונג	newspaper	7	6	work_published_by:4|employed_by:2|staff_of:1	1	Warsaw	א. יאַקובּאָוויטש(3291)|מנחם קיפּניס(3554)|אברהם-יצחק קאַמינסקי(3613)	6	in_review_file_no_decision
ORG-C00591	יידישער אַקטיאָרן יוניאָן	union	7	6	member_of:5|executive_of:1|delegate_of:1	2	New York City|United States	דזשאַנעט פּאַסקעוויטש(2619)|לייבוש לענסקי (קשיענסקי)(2232)|ציליע נייהויז(2557)	6	in_review_file_no_decision
ORG-C00516	ווינדזאָר	theatre	7	6	performed_with:6|employed_by:1	1	United States	איציק הערשקאָוויטש(1989)|דאָראַ ווייסמאַן(825)|סאָניאַ נאַדאָלסקי (שרה קאַץ)(840)	6	in_review_file_no_decision
ORG-C00691	אידישע אַרבייטער וועלט	newspaper	7	6	employed_by:7	2	Chicago|United States	ראובן יוקלסאָן(3319)|בּנציון וועקשטיין(3174)|סעם אַגורסקי (שמואל)(2591)	6	in_review_file_no_decision
ORG-C00693	אידישער קעמפער	newspaper	7	6	employed_by:3|work_published_by:3|managed:1	1	Philadelphia	אַברהם אייסען(1552)|פּינסקי, דוד(P-3-facs_92_r)|ידידיה מרגלית(2395)	6	in_review_file_no_decision
ORG-C01212	קאַנאַדער אַדלער	newspaper	7	6	employed_by:4|work_published_by:2|executive_of:1	2	Montreal|Canada	יעקב קירשענבוים(2119)|יחזקאל וואָרטסמאַן(3283)|ישראל ראַבינאָוויטש(3803)	6	in_review_file_no_decision
ORG-C02215	פּולס	theatre	7	6	managed:3|performed_with:3|work_produced_by:1	2	New York City|United States	יוסף שעהנגאָלד(3622)|דאָראַ ווייסמאַן(825)|גאָדל קוראַזש(711)	6	in_review_file_no_decision
ORG-C04116	אַדלערס גרענד-טעאַטער	theatre	7	6	work_produced_by:3|staff_of:2|performed_with:2	1	New York City	ליפּאָווסקאַ(2318)|ז. לעווין(2263)|דר. לאַנדמאַן(2192)	6	in_review_file_no_decision
ORG-C02803	לאָמזשער ישיבה	school	6	6	studied_at:6	2	Łomża|Poland	קאַרל צימבאַליסט (עקיבא)(3405)|יצחק לעש (איזידאׇר לעשטשינסקי)(2203)|נַאַכאַלנִיק אורקע (יצחק פאַרבּעראָוויטש)(3494)	6	in_review_file_no_decision
ORG-C01292_Q01	האַרפע	theatre	6	6	performed_with:4|member_of:1|staff_of:1	1	Łódź	הערש יעדוואַבּ(3305)|זעלמאַן, לעאָן(P-1-facs_414_tr_1739715068)|לאַזאַר קאַהאַן(2065)	6	in_review_file_no_decision
ORG-C03044	ציוניסטישער באַוועגונג	party	6	6	member_of:6	0		יצחק בּרוידעס(1413)|יצחק שיפּער (איגנאַץ)(3567)|שלמה בּינדער(1308)	6	in_review_file_no_decision
ORG-C01387_Q07	יידישן טעאַטער	theatre	6	6	performed_with:3|managed:3	2	Riga|Latvia	כאנע טייטש(3063)|שלמה קוטנער(3551)|אירענא בּארטשעווסקא (דבורה)(1364)	6	in_review_file_no_decision
ORG-C01387_Q08	יידישן טעאַטער	theatre	6	6	performed_with:5|member_of:1	1	Odesa	אַנעטאַ ציפקוס (פויגעל איטע)(3111)|אברהם ליפּאָוויצקי(2317)|מ. בּרוידא (מייער גרוזני)(1405)	6	in_review_file_no_decision
ORG-C00944	האַיאַס	institution	6	6	employed_by:2|member_of:2|founded:1|performed_with:1	1	Riga	יצחק פרענקעל(1688)|גוסטאַוו בּערגער (גרשון לענבּערגער)(3576)|מישע בּעסאַראַבּאָוו (איטעלסאָן)(1286)	6	in_review_file_no_decision
ORG-C04165_Q01	יידישע שול	school	6	6	graduated_from:2|affiliated_with:1|studied_at:1|managed:1|founded:1	1	Bucharest	דוד ליכט (דניאל פרענקל)(2285)|בוזי מילער(2474)|ליובּאַ וויעסיאָלאַיאַ (שאָסקין)(3197)	6	in_review_file_no_decision
ORG-C00514_Q01	נייט-סקול	school	6	6	studied_at:6	1	Philadelphia	לואיס שניצער (ישראל-לייבּ)(2852)|סעם קעסטין(2090)|יעקב וועקסלער(3258)	6	in_review_file_no_decision
ORG-C00656	סוירקל טעאַטער	theatre	6	6	performed_with:3|managed:2|staff_of:1	1	Detroit	דזשעימז אַלבערט מילער(3457)|מישאַ פישזאָן (משה ראָסידמאַן)(3605)|אברהם ליטמאַן(2328)	6	in_review_file_no_decision
ORG-C01289_Q01	יידישער ראַדיאָ	broadcaster	6	6	performed_with:3|staff_of:2|work_produced_by:1	1	New York City	צבי-הירש רובינשטיין(2811)|וויעראַ ראָזאַנקאָ (שפרע ווינער)(2772)|גיטל שטיין(3025)	6	in_review_file_no_decision
ORG-C01679	דריטן סטריט טעאַטער	theatre	6	6	performed_with:4|managed:2	2	New York City|United States	חקלאי (פעלדמאַן)(2106)|יעקב שאַרגעל(2904)|אברהם-שמואל שימאַנסקי (סיימאָן) (סיימאָן)(2928)	6	in_review_file_no_decision
ORG-C04833	אַברהם גאָלדפאַדעןס טרופּע	troupe	6	6	performed_with:5|staff_of:1	4	Odesa|Bucharest|England|Romania	אַנעטאַ ציפקוס (פויגעל איטע)(3111)|יעקב ספּיוואַקאָווסקי(768)|דוד בּלומענטאַל(1346)	6	decision=ALIGN; aligned_db_id=42
ORG-C01777	שיקאַגאַ	newspaper	6	6	work_published_by:2|employed_by:2|performed_with:2	1	Chicago	אַברהם אייסען(1552)|אַננאַ גרושקאָף(1932)|מענדעל טעפּליצקי(3065)	6	in_review_file_no_decision
ORG-C03916	אַרבעטער-באַוועגונג	union	6	6	member_of:5|delegate_of:1	0		נייטען פֿאַרמאַן(P-4-facs_666_tr_1755030168)|מענדל פּעטרושקאַ(P-4-facs_666_tr_1755030166)|שאוּל-יוסף יאַנאָווסקי(3301)	6	in_review_file_no_decision
ORG-C02022_Q01	רוסישע גימנאַזיע	school	8	5	studied_at:3|graduated_from:3|performed_with:2	2	Włocławek|Poland	חנה בּראז(3500)|ליובּאַ וויעסיאָלאַיאַ (שאָסקין)(3197)|יצחק איטשל ברוינער (ברעונאר)(3632)	6	in_review_file_no_decision
ORG-C01224_Q01	פּאָדזאַמטשע	theatre	8	5	performed_with:8	1	Vienna	יצחק וואַלדבּערג(3140)|לעאׇפאׇלד יונגווירט (פרץ)(3325)|ראָזא בּריה(1397)	8	in_review_file_no_decision
ORG-C00958	אָרגענטינער יידישן טעאַטער	theatre	8	5	performed_with:5|work_produced_by:2|managed:1	1	Argentina	נאַאום גלאַזונאָוו (נחמן גלאַזמאַן)(1787)|הערמאַן לאַסטער(2209)|ליפּמאַן סאָקאָלאָוו (סאָקאָלאָווסקי)(3006)	5	in_review_file_no_decision
ORG-C01387_Q10	יידישן טעאַטער אין בוענאָס-איירעס	theatre	8	5	managed:3|founded:3|work_produced_by:1|performed_with:1	2	Buenos Aires|Argentina	ל. מלאך (לייבּל זאַלצמאַן)(2375)|העריס סטאַמבּולקא(3020)|סעם שילינג (שמחה)(2848)	5	in_review_file_no_decision
ORG-C00109	נידערשלעזישן יידישן טעאַטער	theatre	7	5	performed_with:4|managed:1|executive_of:1|delegate_of:1	1	Poland	אסתר פערלמאַן(2641)|רעניאַ גליקמאַן (רבקה)(3637)|יעקב קורלענדער(2172)	5	in_review_file_no_decision
ORG-C01482	פּאָזנאַנסקיס שול	school	7	5	graduated_from:4|studied_at:3	1	Łódź	רובין פרידמאַן (מאיר רובין)(1705)|האָפמאַן אַברהם(P-5-facs_602_tr_1739222225)|משה-דוד מאַכאָראָווסקי(2368)	6	in_review_file_no_decision
ORG-C00590_Q01	וויליאַמסבורגער ליריק-טעאַטער	theatre	7	5	performed_with:5|managed:1|work_produced_by:1	3	Williamsburg (Brooklyn)|Williamsburg|United States	צילע פּירסאָן(2633)|סילוויאַ פישמאַן(1662)|מארק לזרוביץ' מייערסאָן(3814)	5	in_review_file_no_decision
ORG-C00266_Q02	מעקינלי סקווער טעאַטער	theatre	7	5	performed_with:3|founded:1|work_produced_by:1|managed:1|staff_of:1	2	New York City|United States	יאָזעף קעסלער(761)|אַלעקס אַמאַסיאַ (אַלעקסאַנדער)(1150)|הערי קראָהן(2165)	5	in_review_file_no_decision
ORG-C05825	שוואָרץס קונסט-טעאַטער	theatre	6	5	performed_with:2|staff_of:2|founded:1|managed:1	1	New York City	טשאַרלס גראָלל(1909)|בּעלא בּעלערינא (רובּינליכט)(1248)|מאָריס וואַקסמאַן (משה דוד)(3137)	5	in_review_file_no_decision
ORG-C01906	עסטרייכישע אַרמיי	military	6	5	employed_by:4|member_of:1|staff_of:1	0		פריץ קליינמאַן(3555)|יצחק שיפּער (איגנאַץ)(3567)|לעאָן דרייקורס(1522)	6	in_review_file_no_decision
ORG-C02254_Q01	יידישע פֿאָלקסשול	school	6	5	studied_at:3|graduated_from:2|founded:1	1	Detroit	סעם בּראנעצקי (יאַקובאָוויטש)(3578)|ציליע נייהויז(2557)|אברהם וואָלפסטאַט(3279)	6	in_review_file_no_decision
ORG-C01322	אינסטיטוט פֿאַר יידישער דערציאונג	school	6	5	staff_of:3|managed:1|executive_of:1|founded:1	2	Los Angeles|United States	רוט זאַהאַוואַ (גאָלדשטיין)(3335)|מאיר אַסטראָווסקי(P-4-facs_654_tr_1755029982)|יצחק ראָטבלום (רויטבּלום)(3817)	6	in_review_file_no_decision
ORG-C01387_Q11	יידישן טעאַטער	theatre	6	5	staff_of:3|performed_with:1|member_of:1|work_produced_by:1	1	United States	פּערלמוטער, אַפֿרים(P-3-facs_130_r_2)|לואיס צוויבעל(814)|מאָריס גיסנעט(1778)	5	in_review_file_no_decision
ORG-C01176	WEVD	radio station	6	5	performed_with:2|staff_of:2|employed_by:1|managed:1	1	New York City	סימאָר רעכטצייט (שמעון, ישעיה)(2742)|מרים קרעסין(2163)|נאָרמאַן פורמאַן(1714)	5	in_review_file_no_decision
ORG-C01216	דער קיביצער	newspaper	6	5	employed_by:4|founded:1|executive_of:1	1	United States	יעקב קירשענבוים(2119)|דער טוּנקעלער (יוסף טוּנקעל)(3120)|דער לעבּעדיגער (חיים גוּטמאַן)(2220)	5	in_review_file_no_decision
ORG-C01298_Q01	שוואַרץס יידישן קונסט-טעאַטער	theatre	6	5	performed_with:5|staff_of:1	2	New York City|United States	שלמה גראָסמאַן(1925)|גרעטא מייער(2454)|אליהוּ טענענהאָלץ(813)	5	in_review_file_no_decision
ORG-C01379	ניו יאָרקער אוניווערזיטעט	school	6	5	graduated_from:4|studied_at:2	2	New York City|United States	יוסף לאנדיס(2191)|מאריס דר. לעוויט (מאיר-לייב לעוויצקי)(2269)|יעקב זינגער(2990)	5	in_review_file_no_decision
