cluster_id	canonical_yiddish	org_type	sampling_stratum	top_candidate_db_id	top_candidate_score	n_candidates	draft_decision	draft_aligned_db_id	confidence	rationale	drafted_at	model	raw_response
ORG-C00203	הירשביין-טרופּע	Traveling Company	low_score	279	0.625	1	ALIGN	279	high	Exact phonetic match for the famous Hirshbein Troupe; type and historical locations (Warsaw, Odessa) are consistent with the entity.	2026-05-17T13:56:29+00:00	gemini-3-flash-preview	
ORG-C00204	ערשטן צוזאַמענפֿאָר פֿון די יידישע אַקטיאָרן	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific historical event (First Congress of Yiddish Actors in Kiev) not present in DB; no candidates found.	2026-05-17T13:56:30+00:00	gemini-3-flash-preview	
ORG-C00205	אָדעסער הויך-שול	Education	no_candidates			0	NEW		high	Specific educational institution in Odessa with no candidates in the database; name and location are consistent.	2026-05-17T13:56:31+00:00	gemini-3-flash-preview	
ORG-C00206	אַקטיאָרן-אָרגאַניזאַציע	Theatre-related Society/ Union	no_candidates			0	GENERIC		high	The name translates to 'Actors' Organization', a generic descriptive term rather than a specific proper name for a unique entity.	2026-05-17T13:56:32+00:00	gemini-3-flash-preview	
ORG-C00207	חדר	Education	no_candidates			0	GENERIC		high	The term 'Cheder' is a generic name for a traditional elementary school, not a specific unique organization.	2026-05-17T13:56:33+00:00	gemini-3-flash-preview	
ORG-C00208	מוזיק-שול	Education	no_candidates			0	GENERIC		high	The name 'מוזיק-שול' (Music School) is a generic term, and the cluster contains mentions from multiple distinct cities (Odessa, Moscow, Petersburg).	2026-05-17T13:56:34+00:00	gemini-3-flash-preview	
ORG-C00209	אוקראינישן מלוכהטעאַטער פֿון קליינער פֿאָרמעס „געזבולט“	Theatre	no_candidates			0	NEW		high	Specific Ukrainian state theater name (Gezkult) not found in DB; no candidates provided.	2026-05-17T13:56:35+00:00	gemini-3-flash-preview	
ORG-C00211	יידישע באַנדע	Traveling Company	no_candidates			0	NEW		high	Specific organization name with consistent variants and locations (USA, Poland, Lithuania) not found in current database candidates.	2026-05-17T13:56:36+00:00	gemini-3-flash-preview	
ORG-C00213	ניי-וואָרט	Journals/ Newspapers	no_candidates			0	NEW		high	Specific journal name with no candidates in DB; likely a unique entity not yet recorded.	2026-05-17T13:56:37+00:00	gemini-3-flash-preview	
ORG-C00214	באַנדאָ	Theatre	no_candidates			0	NEW		high	Specific theatre name (Bando) in Warsaw not found in DB; no candidates provided.	2026-05-17T13:56:39+00:00	gemini-3-flash-preview	
ORG-C00215	מ. פֿאָטאָפּערסקי	Publisher	no_candidates			0	NEW		high	Specific publisher name and location (Vilkaviškis) provided with no existing DB candidates; likely a local publisher/printer.	2026-05-17T13:56:40+00:00	gemini-3-flash-preview	
ORG-C00216	ניויאָרק פּאָבליק לייברערי	Library	no_candidates			0	NEW		high	Specific well-known institution (New York Public Library) not present in the current database; no candidates found.	2026-05-17T13:56:41+00:00	gemini-3-flash-preview	
ORG-C00217	קרית ספר	Journals/ Newspapers	no_candidates			0	NEW		high	Specific bibliographic journal name with no DB candidates; likely a new entry for the Journals/Newspapers category.	2026-05-17T13:56:42+00:00	gemini-3-flash-preview	
ORG-C00218	פעלדשער-קורסן	Education	no_candidates			0	GENERIC		high	The name translates to 'feldsher courses', a generic educational term rather than a specific organization name.	2026-05-17T13:56:43+00:00	gemini-3-flash-preview	
ORG-C00219	יידיש-רוסישע רעגירונגסשול	Education	no_candidates			0	NEW		high	Specific educational institution name with no candidates in the database; likely a unique entity from the text.	2026-05-17T13:56:44+00:00	gemini-3-flash-preview	
ORG-C00220	קדימה דראַמאָטיק סוירקל	Theatre	no_candidates			0	NEW		high	Specific organization (Kadimah Dramatic Circle) in Melbourne, Australia; no candidates found in DB.	2026-05-17T13:56:45+00:00	gemini-3-flash-preview	
ORG-C00221	צענגוטס וואָריעטע	Theatre	no_candidates			0	NEW		high	Specific entity name (Tsengut's Variety) not found in DB; no candidates provided.	2026-05-17T13:56:46+00:00	gemini-3-flash-preview	
ORG-C00222	יידישן אַרטיסטן-פאַריין „אַברהם גאָלדפאָדן“	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific organization name (Avrom Goldfaden Actors' Union) not present in DB; no candidates found.	2026-05-17T13:56:47+00:00	gemini-3-flash-preview	
ORG-C00225	טרופּע פֿון אָננאַ יאָקובאָוויטש	Traveling Company	no_candidates			0	NEW		high	Specific traveling company named after Anna Jakubowicz; no candidates found in DB, likely a new entry for this troupe.	2026-05-17T13:56:51+00:00	gemini-3-flash-preview	
ORG-C00226	טרופּע פֿון לידיאַ פּאַטאָצקאַ	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Lydia Potocka; no candidates found in DB, likely a distinct entity.	2026-05-17T13:56:52+00:00	gemini-3-flash-preview	
ORG-C00227	טרופּע פֿון מישע פישזאָן	Traveling Company	low_score	596	0.619	1	NEW		high	Specific troupe named after Misha Fishzon; candidate is a different person (Eskin). No existing DB entry for Fishzon's troupe.	2026-05-17T13:56:53+00:00	gemini-3-flash-preview	
ORG-C00228	טרופּע פֿון היימי פּריזאַנט	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Haimie Prizant; no candidates found in DB, likely a distinct entity.	2026-05-17T13:56:54+00:00	gemini-3-flash-preview	
ORG-C00230	טרופּע פֿון יעקב רעכצייט	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Jacob Rechtzeit; no candidates found in DB, likely a new entity.	2026-05-17T13:56:56+00:00	gemini-3-flash-preview	
ORG-C00231	טרופּע פֿון דוד זיידערמאַן	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with no DB candidates; likely a real entity not yet cataloged.	2026-05-17T13:56:57+00:00	gemini-3-flash-preview	
ORG-C00233	אוזבעקישער מלוכהשער פילהאַרמאָניע	Theatre	no_candidates			0	NEW		high	Specific state institution (Uzbek State Philharmonic) not present in DB; no candidates found.	2026-05-17T13:56:58+00:00	gemini-3-flash-preview	
ORG-C00234	גאָלדינג געווערק-שול	Education	no_candidates			0	NEW		high	Specific educational institution name with no candidates in the database; likely a unique entity.	2026-05-17T13:57:00+00:00	gemini-3-flash-preview	
ORG-C00236	"ניו-יאָרקער יידישן „טאָליאַ""-טעאַטער"	Theatre	high_score	615 	0.812	5	NEW		high	Specific name 'Thalia' (טאָליאַ) is distinct from 'Folks' (פֿאָלקס) in candidate 615; no other candidates match the specific entity.	2026-05-17T13:57:02+00:00	gemini-3-flash-preview	
ORG-C00238	פֿאָלקס-שול	Education	no_candidates			0	GENERIC		high	The term 'Folks-shul' is a generic name for a secular Jewish school; multiple locations (Warsaw, Lodz, Paris) confirm it is not one entity.	2026-05-17T13:57:03+00:00	gemini-3-flash-preview	
ORG-C00239	ווינער קאָנסערוואַטאָריע	Education	no_candidates			0	NEW		high	Specific educational institution (Vienna Conservatory) with consistent location (Vienna, Austria) and type, but no matches in current DB.	2026-05-17T13:57:04+00:00	gemini-3-flash-preview	
ORG-C00241	קיעווער כעמיש-פֿאַרמאַצעווטישן אינסטיטוט	Education	no_candidates			0	NEW		high	Specific educational institution in Kiev; no candidates found in DB. Likely a real entity mentioned in a biography.	2026-05-17T13:57:05+00:00	gemini-3-flash-preview	
ORG-C00242	מוזיקאַלישע שול	Education	no_candidates			0	GENERIC		high	The name translates to 'Music School', which is a generic descriptive term rather than a specific named organization.	2026-05-17T13:57:06+00:00	gemini-3-flash-preview	
ORG-C00244	אַברהם יצחק קאַמינסקיס טרופּע	Traveling Company	no_candidates			0	NEW		high	Specific historical troupe (Kaminski) not found in DB; settlements (Lodz, Yekaterinoslav) are consistent with the troupe's known activity.	2026-05-17T13:57:09+00:00	gemini-3-flash-preview	
ORG-C00246	קולטור-ליגע	Heritage Institution	no_candidates			0	SPLIT		high	Cluster contains multiple distinct branches of the Kultur-Lige (Kiev, Warsaw, Paris) which operated as separate entities across different countries.	2026-05-17T13:57:12+00:00	gemini-3-flash-preview	
ORG-C00247	קיעווער „קונסט-ווינקל“	Theatre	no_candidates			0	NEW		high	Specific organization name and location (Kiev) are consistent across variants, but no match exists in the current database.	2026-05-17T13:57:13+00:00	gemini-3-flash-preview	
ORG-C00249	ליציי אין באַטאָשאַן	Education	no_candidates			0	NEW		high	Specific educational institution (Lyceum) in Botoșani, Romania; no candidates found in DB.	2026-05-17T13:57:14+00:00	gemini-3-flash-preview	
ORG-C00250	סאַציאָליסטישער באַוועגונג	Non-Jewish political bodies	no_candidates			0	GENERIC		high	The name translates to 'Socialist Movement', which is a generic political descriptor rather than a specific organization.	2026-05-17T13:57:15+00:00	gemini-3-flash-preview	
ORG-C00251	גרויסע טעגלעכע צייטונגען פֿון בוקאַרעשט און יאָסי	Journals/ Newspapers	no_candidates			0	GENERIC		high	The name translates to 'large daily newspapers of Bucharest and Iasi', referring to a category rather than a specific organization.	2026-05-17T13:57:16+00:00	gemini-3-flash-preview	
ORG-C00252	יידישער פּעריאָדיקע אין גאַליציע	Journals/ Newspapers	no_candidates			0	GENERIC		high	The name refers to Yiddish periodicals in Galicia generally, not a specific organization or publication title.	2026-05-17T13:57:17+00:00	gemini-3-flash-preview	
ORG-C00253	"דייטשער סאַציאַליסטישער „פאָלקסצייטונג"""	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title with location (NYC) and type agreement; no candidates found in DB.	2026-05-17T13:57:18+00:00	gemini-3-flash-preview	
ORG-C00255	יעקב פּ. אַדלער	Traveling Company	no_candidates			0	GENERIC		high	Name refers to the famous actor Jacob P. Adler, likely used here as a troupe name, but no matching organization exists in DB.	2026-05-17T13:57:20+00:00	gemini-3-flash-preview	
ORG-C00256	טהעאַטער מאַיוונג פיקטשורס	Journals/ Newspapers	no_candidates			0	NEW		high	Specific publication name (Theater Moving Pictures) in NYC with no DB candidates; likely a trade journal.	2026-05-17T13:57:21+00:00	gemini-3-flash-preview	
ORG-C00258	"„הזמיר""-כאָר"	Musical organization	no_candidates			0	NEW		high	Specific musical organization (Hazomir Choir) in Sosnowiec; no candidates found in DB.	2026-05-17T13:57:22+00:00	gemini-3-flash-preview	
ORG-C00259	בער לינער קאָמישער אָפּערע	Theatre	no_candidates			0	NEW		high	Specific entity (Berlin Komische Oper) with consistent location and type, but no match exists in the current database.	2026-05-17T13:57:23+00:00	gemini-3-flash-preview	
ORG-C00260	יידישן אָפּערעטן-טעאַטער	Theatre	low_score	480 	0.714	2	SPLIT		high	Cluster variants and settlements (Lodz, Poland, London, Paris) indicate multiple distinct operetta theaters rather than a single entity.	2026-05-17T13:57:24+00:00	gemini-3-flash-preview	
ORG-C00261	קאָנצערט בריגאָדע	Traveling Company	no_candidates			0	GENERIC		high	The name translates to 'Concert Brigade', a generic term for wartime or Soviet-era performance troupes, not a specific organization.	2026-05-17T13:57:25+00:00	gemini-3-flash-preview	
ORG-C00262	קול ישראל	Media (Radio/ Film/TV)	no_candidates			0	NEW		high	Kol Yisrael is the well-known Israeli national radio service; it is a specific entity not present in the current DB.	2026-05-17T13:57:27+00:00	gemini-3-flash-preview	
ORG-C00263	קאָנסערוואַטאָריע אוו מיוזיק	Education	no_candidates			0	NEW		high	Specific educational institution (Conservatory of Music) in Toronto, Canada; no candidates found in DB.	2026-05-17T13:57:28+00:00	gemini-3-flash-preview	
ORG-C00264	אָקאַדעמי און מוזיק-טעאַטער	Theatre	no_candidates			0	NEW		high	Specific venue (Academy of Music) in New York not found in DB; no candidates provided.	2026-05-17T13:57:29+00:00	gemini-3-flash-preview	
ORG-C00266	מעקינלי סקווער טעאַטער	Theatre	no_candidates			0	NEW		high	Specific name and Bronx location are consistent across 33 mentions; no match in DB.	2026-05-17T13:57:31+00:00	gemini-3-flash-preview	
ORG-C00267	יידישע טעאַטערס אויף סעקאָנד עוועניו	Theatre	no_candidates			0	GENERIC		high	The name refers collectively to Yiddish theaters on Second Avenue in New York, not a specific organization.	2026-05-17T13:57:32+00:00	gemini-3-flash-preview	
ORG-C00268	פאַלעסטיין סטרינג קוואַרטעט	Traveling Company	no_candidates			0	NEW		high	Specific musical ensemble name (Palestine String Quartet) not found in DB; no candidates provided.	2026-05-17T13:57:33+00:00	gemini-3-flash-preview	
ORG-C00269	מיאָמער וואָדעוויל-טעאַטער	Theatre	no_candidates			0	NEW		high	Specific theatre name and location (USA) provided with no existing DB candidates; likely a unique entity.	2026-05-17T13:57:34+00:00	gemini-3-flash-preview	
ORG-C00270	יידישע טעאַטריקל עלייענס	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific organization (Hebrew Actors' Union/Theatrical Alliance) with consistent name and location (NY) not found in current DB candidates.	2026-05-17T13:57:35+00:00	gemini-3-flash-preview	
ORG-C00271	שטאָטישע שול	Education	no_candidates			0	GENERIC		high	The name means 'municipal school' and the cluster contains mentions from multiple unrelated cities (Minsk, Riga, Khotyn, etc.).	2026-05-17T13:57:36+00:00	gemini-3-flash-preview	
ORG-C00272	אַרבעטער רינג-שול	Education	low_score	189	0.625	1	SPLIT		high	Cluster contains schools in distinct cities (Boston, Pittsburgh); candidate 189 is the parent organization, not the specific schools.	2026-05-17T13:57:38+00:00	gemini-3-flash-preview	
