pair_id	cluster_id_i	cluster_id_j	name_i	name_j	org_type	settlement	similarity	location_conflict	entry_id_i	entry_id_j	file_i	file_j	heading_i	heading_j	sentence_i	sentence_j	location_i	location_j	decision	reviewer_settlement	reviewer_address	reviewer_notes	reviewer	reviewed_at
PAIR-00465	ORG-C00012	ORG-C00019	אָדעסער יידישן מלוכה-טעאַטער	קיעווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_tr_1756280321	facs_10_r_7	volume7IIIorg.json	volume7IIIorg.json	קאָפּעלמאַן, יאָסעף	קאָפּעלמאַן, סאָניע [יאָפע]	אין 1939 גייט ק. איבער אין אָדעסער יידישן מלוכה-טעאַטער	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	אָדעס	קאָקאַנד						
PAIR-00466	ORG-C00012	ORG-C00297	אָדעסער יידישן מלוכה-טעאַטער	יאָסער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_tr_1756280321	facs_59_tr_1756359798	volume7IIIorg.json	volume7IIIorg.json	קאָפּעלמאַן, יאָסעף	פידעל, משה	אין 1939 גייט ק. איבער אין אָדעסער יידישן מלוכה-טעאַטער	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	אָדעס	יאָס						
PAIR-00467	ORG-C00019	ORG-C00297	קיעווער יידישן מלוכה-טעאַטער	יאָסער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_r_7	facs_59_tr_1756359798	volume7IIIorg.json	volume7IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	פידעל, משה	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	קאָקאַנד	יאָס						
PAIR-00468	ORG-C00019	ORG-C01319	קיעווער יידישן מלוכה-טעאַטער	קאָוונער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_r_7	facs_338_tr_1756106571	volume7IIIorg.json	Volume_3IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	ראַטבלום, ישראל	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	איז ר. געוואָרן אַ מיטגליד אין דעם קאָוונער יידישן מלוכה-טעאַסער	קאָקאַנד	קאָוונע · קאָוונער יידישן מלוכה-טעאַסער · ליטע						
PAIR-00469	ORG-C00019	ORG-C02722	קיעווער יידישן מלוכה-טעאַטער	ווילנער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_r_7	facs_71_tr_1733059392	volume7IIIorg.json	Volume5IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	כאַש, יוסף	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	ער גייט אַריין אין שעפֿערישן באַשטאַנד פון ווילנער יידישן מלוכה-טעאָטער	קאָקאַנד	ווילנע · סטראַשון-גאַס 15	DISMISS				Bella	2026-04-14T07:54:57Z
PAIR-00470	ORG-C00019	ORG-C00184	קיעווער יידישן מלוכה-טעאַטער	באַקווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_r_7	facs_414_tr_1739222259	volume7IIIorg.json	Volume5IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	קרעמער איסאַק	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	אין 1939 אַריין אין באַקווער יידישן מלוכה-טעאַטער	קאָקאַנד	באַקו · באַקווער יידישן מלוכה-טעאַטער						
PAIR-00471	ORG-C00019	ORG-C03484	קיעווער יידישן מלוכה-טעאַטער	לוואָווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_r_7	facs_422_r_2	volume7IIIorg.json	Volume5IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	ווין, איוואַ [סיוועלע באַקשטיין]	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	אין 1940 איז איוואַ ווין, צוזאַמען מיט איר מאַן זאַכאַר ווין, אַריינגעטראָטן אין ניי-געגרינדעטן לוואָווער יידישן מלוכה-טעאַטער אונטער דער אָנפֿירונג פון אידא קאַמינסקאָ	קאָקאַנד	לוואָוו						
PAIR-00472	ORG-C00019	ORG-C05024	קיעווער יידישן מלוכה-טעאַטער	ריגער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_10_r_7	facs_324_tr_1744365769	volume7IIIorg.json	volume_2IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	נערה [רבקה מאָצקין-ראַקאָוו]	אין 1944 אַריבערגעפירט קיין קאָקאַנד, ווו זי שפּילט אין קיעווער יידישן מלוכה-טעאַטער	1927 — אין ריגער יידישן מלוכה-טעאַטער	קאָקאַנד	ריגער	DISMISS				Bella	2026-04-13T09:56:02Z
PAIR-00473	ORG-C00297	ORG-C01319	יאָסער יידישן מלוכה-טעאַטער	קאָוונער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_59_tr_1756359798	facs_338_tr_1756106571	volume7IIIorg.json	Volume_3IIIorg.json	פידעל, משה	ראַטבלום, ישראל	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	איז ר. געוואָרן אַ מיטגליד אין דעם קאָוונער יידישן מלוכה-טעאַסער	יאָס	קאָוונע · קאָוונער יידישן מלוכה-טעאַסער · ליטע						
PAIR-00474	ORG-C00297	ORG-C02722	יאָסער יידישן מלוכה-טעאַטער	ווילנער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_59_tr_1756359798	facs_71_tr_1733059392	volume7IIIorg.json	Volume5IIIorg.json	פידעל, משה	כאַש, יוסף	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	ער גייט אַריין אין שעפֿערישן באַשטאַנד פון ווילנער יידישן מלוכה-טעאָטער	יאָס	ווילנע · סטראַשון-גאַס 15						
PAIR-00475	ORG-C00297	ORG-C00184	יאָסער יידישן מלוכה-טעאַטער	באַקווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_59_tr_1756359798	facs_414_tr_1739222259	volume7IIIorg.json	Volume5IIIorg.json	פידעל, משה	קרעמער איסאַק	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	אין 1939 אַריין אין באַקווער יידישן מלוכה-טעאַטער	יאָס	באַקו · באַקווער יידישן מלוכה-טעאַטער						
PAIR-00476	ORG-C00297	ORG-C03484	יאָסער יידישן מלוכה-טעאַטער	לוואָווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_59_tr_1756359798	facs_422_r_2	volume7IIIorg.json	Volume5IIIorg.json	פידעל, משה	ווין, איוואַ [סיוועלע באַקשטיין]	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	אין 1940 איז איוואַ ווין, צוזאַמען מיט איר מאַן זאַכאַר ווין, אַריינגעטראָטן אין ניי-געגרינדעטן לוואָווער יידישן מלוכה-טעאַטער אונטער דער אָנפֿירונג פון אידא קאַמינסקאָ	יאָס	לוואָוו						
PAIR-00477	ORG-C01319	ORG-C02722	קאָוונער יידישן מלוכה-טעאַטער	ווילנער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_338_tr_1756106571	facs_71_tr_1733059392	Volume_3IIIorg.json	Volume5IIIorg.json	ראַטבלום, ישראל	כאַש, יוסף	איז ר. געוואָרן אַ מיטגליד אין דעם קאָוונער יידישן מלוכה-טעאַסער	ער גייט אַריין אין שעפֿערישן באַשטאַנד פון ווילנער יידישן מלוכה-טעאָטער	קאָוונע · קאָוונער יידישן מלוכה-טעאַסער · ליטע	ווילנע · סטראַשון-גאַס 15	DISMISS				Bella	2026-04-14T07:55:05Z
PAIR-00478	ORG-C01319	ORG-C00184	קאָוונער יידישן מלוכה-טעאַטער	באַקווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_338_tr_1756106571	facs_414_tr_1739222259	Volume_3IIIorg.json	Volume5IIIorg.json	ראַטבלום, ישראל	קרעמער איסאַק	איז ר. געוואָרן אַ מיטגליד אין דעם קאָוונער יידישן מלוכה-טעאַסער	אין 1939 אַריין אין באַקווער יידישן מלוכה-טעאַטער	קאָוונע · קאָוונער יידישן מלוכה-טעאַסער · ליטע	באַקו · באַקווער יידישן מלוכה-טעאַטער						
PAIR-00479	ORG-C01319	ORG-C03484	קאָוונער יידישן מלוכה-טעאַטער	לוואָווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_338_tr_1756106571	facs_422_r_2	Volume_3IIIorg.json	Volume5IIIorg.json	ראַטבלום, ישראל	ווין, איוואַ [סיוועלע באַקשטיין]	איז ר. געוואָרן אַ מיטגליד אין דעם קאָוונער יידישן מלוכה-טעאַסער	אין 1940 איז איוואַ ווין, צוזאַמען מיט איר מאַן זאַכאַר ווין, אַריינגעטראָטן אין ניי-געגרינדעטן לוואָווער יידישן מלוכה-טעאַטער אונטער דער אָנפֿירונג פון אידא קאַמינסקאָ	קאָוונע · קאָוונער יידישן מלוכה-טעאַסער · ליטע	לוואָוו						
PAIR-00480	ORG-C02482	ORG-C03895	"ניו-אָרקער „נעשאָנאַל""-טעאַטער"	ניו-יאָרקער נעשאַנאַל-טעאַטער	theatre		0.8846		facs_643_tr_1747930524	facs_39_tr_1744131454	volume6IIIorg.json	volume_2IIIorg.json	פֿריידעלע [אוישער]	טויבער, חיים	"אין ניו-אָרקער „נעשאָנאַל""-טעאַטער"	דעם 24 יאַנואַר 1930 אויפֿגעפירט געוואָרן דורך מ. מיכאַלעסקאָ אין ניו-יאָרקער נעשאַנאַל-טעאַטער	"ניו-יאָרק · „נעשאָנאַל""-טעאַטער"	ניו-יאָרק · נעשאַנאַל-טעאַטער						
PAIR-00481	ORG-C02722	ORG-C05024	ווילנער יידישן מלוכה-טעאַטער	ריגער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_71_tr_1733059392	facs_324_tr_1744365769	Volume5IIIorg.json	volume_2IIIorg.json	כאַש, יוסף	נערה [רבקה מאָצקין-ראַקאָוו]	ער גייט אַריין אין שעפֿערישן באַשטאַנד פון ווילנער יידישן מלוכה-טעאָטער	1927 — אין ריגער יידישן מלוכה-טעאַטער	ווילנע · סטראַשון-גאַס 15	ריגער						
PAIR-00482	ORG-C00184	ORG-C03484	באַקווער יידישן מלוכה-טעאַטער	לוואָווער יידישן מלוכה-טעאַטער	theatre		0.8846		facs_414_tr_1739222259	facs_422_r_2	Volume5IIIorg.json	Volume5IIIorg.json	קרעמער איסאַק	ווין, איוואַ [סיוועלע באַקשטיין]	אין 1939 אַריין אין באַקווער יידישן מלוכה-טעאַטער	אין 1940 איז איוואַ ווין, צוזאַמען מיט איר מאַן זאַכאַר ווין, אַריינגעטראָטן אין ניי-געגרינדעטן לוואָווער יידישן מלוכה-טעאַטער אונטער דער אָנפֿירונג פון אידא קאַמינסקאָ	באַקו · באַקווער יידישן מלוכה-טעאַטער	לוואָוו						
PAIR-00483	ORG-C04498	ORG-C04498	פֿילאַדעלפיער גאַרדן טעאַטער	"פֿילאַדעלפֿיער „גאַרדען""טעאַטער"	theatre		0.8846		facs_340_tr_1744365809	facs_64_r_1	volume_2IIIorg.json	Volume_4IIIorg.json	סטוטשקאָוו, נחום [סטוטשקאָ]	פֿרידלענדער, עדוואַרד	צום סעזאָן 1924-5 איז ס. אָנגאַזשירט אין פֿילאַדעלפיער גאַרדן טעאַטער	"צו 6 יאָר געשפּילט קינדער-ראָלן מיט מאַקס ראָזענטאַל אין פֿילאַדעלפֿיער „גאַרדען""טעאַטער"	פֿילאַדעלפיע	"פֿילאַדעלפֿיע · „גאַרדען""טעאַטער"						
PAIR-00484	ORG-C04498	ORG-C04498	פֿילאָדעלפֿיער גאָרדן-טעאַטער	"פֿילאַדעלפֿיער „גאַרדען""טעאַטער"	theatre		0.8846		facs_34_tr_1740521031	facs_64_r_1	volume_1IIIorg.json	Volume_4IIIorg.json	אַדלער צילע	פֿרידלענדער, עדוואַרד	1924-5 אין א. דירעקטאָרשע צוזאַמען מיט ס. גאָלדענבורג אין פֿילאָדעלפֿיער גאָרדן-טעאַטער	"צו 6 יאָר געשפּילט קינדער-ראָלן מיט מאַקס ראָזענטאַל אין פֿילאַדעלפֿיער „גאַרדען""טעאַטער"	פֿילאָדעלפֿיע	"פֿילאַדעלפֿיע · „גאַרדען""טעאַטער"						
PAIR-00485	ORG-C00630	ORG-C02851	טרופּע פֿון יוליוס אַדלער און הערמאַן סיעראָצקי	טרופּע פֿון יוליוס אַדלער-הערמאַן סיעראָצקי	troupe		0.8837		facs_32_r_8	facs_112_tr_1733832831	Volume_3IIIorg.json	Volume5IIIorg.json	פּאַסטאָר, משה	נייהוייז, וואָלף	דערנאָך אַריבער אין דער טרופּע פֿון יוליוס אַדלער און הערמאַן סיעראָצקי	פּראָפעסיאנעלער סופֿלער אין די טרופּעס פֿון ... יוליוס אַדלער-הערמאַן סיעראָצקי								
PAIR-00486	ORG-C00272	ORG-C05136	אַרבעטער רינג-שול	אַרבייטער-רינג-שול	school		0.8824		facs_53_tr_1756359804	facs_358_tr_1744365783	volume7IIIorg.json	volume_2IIIorg.json	גויכבערג ישראל	סמאָליאַר, בער	פֿון 1921 ביז 1926 געווען אין באָסטאָן לערער אין דער אַרבעטער רינג-שול	ווערט אין שיקאַגע פֿאַרוואַלטער פֿון די אָרטיקע אַרבייטער-רינג-שול	באָסטאָן	שיקאַגע · אַמעריקע						
PAIR-00487	ORG-C02254	ORG-C02254	יידישע פֿאָלקסשול	יידישער פֿאָלקס-שול אין ראָסיין	school		0.8824		facs_37_tr_1752653025	facs_157_tr_1747825067	Volume_3IIIorg.json	volume6IIIorg.json	פּויזנער, סאול	ראַפֿאַלאָוויטש, חיים, מ.	געענדיקט מיט אַן אויסצייכענונג אַ יידישע פֿאָלקסשול	בשעת דער ערשטער וועלט-מלחמה געווען לערער אין דער יידישער פֿאָלקס-שול אין ראָסיין		ראָסיין						
