cluster_id	canonical_yiddish	org_type	cluster_size	name_variants	extracted_settlements	extracted_addresses	extracted_venues	extracted_countries	candidate_db_ids	candidate_scores	candidate_methods	decision	aligned_db_id	reviewer_notes	reviewer_settlement	reviewer_address	reviewer	reviewed_at
ORG-C00125	העברעישער און יידישער פּרעסע	newspaper	2	העברעישער און יידישער פּרעסע														
ORG-C00126	אַרכיוו פֿאַר געשיכטע פֿון יידישן טעאַטער און דראַמע	newspaper	2	אַרכיוו פֿאַר געשיכטע פֿון יידישן טעאַטער און דראַמע | אַרכיוו פֿאַר דער געשיכטע פֿון יידישן טעאַטער און דראָמע	ווילנע													
ORG-C00127	יידישער טרופּע פֿון מישוראַט	troupe	4	יידישער טרופּע פֿון מישוראַט	באָלטאָ													
ORG-C00128	קלאַראַ יאָנגס טרופּע	troupe	4	קלאַראַ יאָנגס טרופּע	מאָסקווע			אייראָפּע										
ORG-C00129	אַלרוסישן יידישן אַרטיסטן פֿאַריין	union	1	אַלרוסישן יידישן אַרטיסטן פֿאַריין														
ORG-C00130	קונסט-ווינקל	theatre	25	קונסט-ווינקל	אָדעס | דניעפּראָפּיעטראָווסק | דניעפּראָפּעטראָווסק | כאָרקאָוו | פּאָלטאָווע | קייעוו | קיעוו | פֿילאַדעלפיע		"קיעווער „קונסט ווינקל“ | „קונסט ווינקל"""		307	0.727	ipa_phonetic							
ORG-C00131	טעאַטער עקסעלסיאָר	theatre	9	טעאַטער עקסעלסיאָר	אָרגענטינע | בוענאָס אַרעס | בוענאָס איירעס | בוענאָס-איירעס		"טעאַטער עקסעלסיאָר | טעאַטער ״עקסעלסיאָר“ | טעאַטער „עקסעלסיאָר“ | טעאַטער ""עקסעלסיאָר“ | עקסעלסיאָר | עקסעלסיאָר טעאַטער"	אַרגענטינע | אָרגענטינע	491 | 397	0.625 | 0.611	ipa_phonetic | ipa_phonetic							
ORG-C00132	פֿאָלקס שטימע	newspaper	2	פֿאָלקס שטימע	וואַרשע													
ORG-C00133	י. ג. הערדער-אינסטיטוט	school	1	י. ג. הערדער-אינסטיטוט	מאַרבורג													
ORG-C00134	צייטשריפט פֿיר אָסטפאַרשונג	newspaper	1	צייטשריפט פֿיר אָסטפאַרשונג														
ORG-C00135	דייטשער ראַדיאָ אין קעלן	organization	1	דייטשער ראַדיאָ אין קעלן	קעלן													
ORG-C00136	פישזאָן גענפער	troupe	1	פישזאָן גענפער														
ORG-C00137	סעם אַדלער	troupe	14	טרופּע פֿון סעם אַדלער | טרופּעס פֿון סעם אַדלער | סעם אַדלער	וואַרשע | מינסק | קריוואָיראָג	מאָקאָטאָווסקא 137	טעאַטער קרולעווסקי											
ORG-C00138	נוזיק	troupe	1	נוזיק														
ORG-C00139	טרופּע פון שטשערבאַקאָוו	troupe	3	טרופּע פון שטשערבאַקאָוו | שטשערבאַקאָוו	רוסלאַנד און בעסאַראַביע													
ORG-C00140	טרופּע פֿון ראָטשטיין	troupe	4	טרופּע פֿון ראָטשטיין | ראָטשטיין					483 | 486	0.611 | 0.611	ipa_phonetic | ipa_phonetic							
ORG-C00141	ניי-אַזאַזעל	theatre	5	ניי-אַזאַזעל	וואַרשע | וואַרשעווער געטאָ	טלאָמאַצקע 13 | נאָוואָליפּיע 72	וואַרשעווער געטאָ | יידישן ליטעראַטן און זשורנאַליסטן-פֿאַראיין | ניי אַזאַזעל | ניי-אַזאַזעל	פּוילן										
ORG-C00142	שאָפּ	workplace	4	שאָפּ	וואַרשע | וואַרשעווער געטאָ	לעשנאַ 27	וואַרשעווער געטאָ											
ORG-C00143	געבעט-הויז פֿון באַפּטיסטן	house of prayer	1	געבעט-הויז פֿון באַפּטיסטן	וואַרשעווער געטאָ													
ORG-C00144	עלדאָראַדאָ	theatre	20	עלדאָראַדאָ	וואַרשע | וואַרשעווער | וואַרשעווער געטאָ | ניו-יאָרק	בויערי און ריווינגטאָן סטריט | דזשעלנע 1 | דזשעלנע גאַס | טוואַרדע גאַס	עלדאַראַדאָ | עלדאָראַדאָ	פּוילן										
ORG-C00145	גימנאַזיע	school	59	גימנאַזיע | גימנאַזיע אין וואַרשע | גימנאַזיע אין טאַשקענט | גימנאַזיע אין טאָרנע | גימנאַזיע אין מינסק	בוקאַרעשט | בערלין | וואַרשע | ווילנע | זשיטאָמיר | טאַשקענט | טאָרנע | טשערנאָוויץ | יעקאַטערינאָסלאָוו | לאָדזש | לעמבערג | מאָסקווע | מינסק | ניקאָ'אַיעוו | סואַוואָלק | פּאָלטאַווע | פּלאָצק | פּעטערבורג | קאָלאָמיי | קאמעניעץ-פּאָדאָלסק | קעשענעוו | קרעמעניץ		גימנאַזיע	דייטשלאַנד | פּויליש-ליטע | פּוילן | רומעניע										
ORG-C00146	דראַמאַטישע שול ביים קייזערלעכן אָלעקסאַנדער טעאַטער	school	1	דראַמאַטישע שול ביים קייזערלעכן אָלעקסאַנדער טעאַטער	פּעטערבורג													
ORG-C00147	טעאַטער פון סאַבוראָוו	theatre	1	טעאַטער פון סאַבוראָוו	פּעטערבורג													
ORG-C00148	טעאַטער פון דער פרייער קאָמעדיע	theatre	1	טעאַטער פון דער פרייער קאָמעדיע	פּעטערבורג													
ORG-C00149	באַלאַגאַנטשיק	theatre	1	באַלאַגאַנטשיק	פּעטערבורג													
ORG-C00150	רוסישער דראַמע	theatre	3	דער רוסישער דראַמע | רוסישער דראַמע	פּאָלטאָוואַ | ריגע													
ORG-C00151	בלויען פויגל א'ד יוזשני	troupe	1	בלויען פויגל א'ד יוזשני			מערב-איידאָפּע											
ORG-C00152	„סימכעוועסאָסען“ (שמחה וששון)	theatre	2	„סימכעוועסאָסען“ (שמחה וששון)	גראָדנע													
ORG-C00153	"""גראָדנער מאָמענט"""	newspaper	2	"""גראָדנער מאָמענט"""	גראָדנע													
ORG-C00154	בונד	party	34	בונד | דעם בונד	באָברויסק | וואַרשע | ווילנע | קראָקע | ריגע													
ORG-C00155	פּראָגרעסיוו דראַמאַטיק קלוב	theatre	28	פּראָגרעסיוו דראַמאַטיק קלאָב | פּראָגרעסיוו דראַמאַטיק קלוב | פּראָגרעסיון דראַמאַטיק קלאָבּ	טאַראַנטאָ | נואַרק | ניו יאָרק | ניו-יאָרק | קליוולאַנד		גרענד טעאַטער | לייבאָר לייסעום | ניו-יאָרקער | פּראָגרעסיוו-דראַמאָטיקקלאָב	אַמעריקע | אמעריקע										
ORG-C00156	ליפּצין-טעאַטער	theatre	27	ליפּצין-טעאַטער	ניו יאָרק | ניו-יאָרק		"ליפּצין טעאַטער | ליפּצין-טעאַטער | ליפּצין-טעאַַטער | ליפּצין-טעאַטער | „ליפּצין""-טעאַטער"	אַמעריקע										
ORG-C00157	ליבערטי-טעאַטער	theatre	67	ליבערטי-טעאַטער	בראַנזווייל | בראַנזוויל | בראָנזווייל | בראָנזוויל | ברוקלין | ברוקלינער | כראַנזוויל | ניו יאָרק | ניו-יאָרק | ניויאָָרק | פּראָווינץ | פֿילאַדעלפיע		"בראַנזוויל | ליבערטי טעאַטער | ליבערטי טעאַטער | ליבערטי-טעאַטער | ליבערטי-טעאַטער | ליבערטן-טעאַטער | „ליבערטי טעאַטער“ | „ליבערטי""-טעאַטער | אַמעריקע"	אַמעריקע | אמעריקע | ניו יאָרק | אַמעריקע	509 | 489	0.714 | 0.643	ipa_phonetic | ipa_phonetic							
ORG-C00158	מאריס-טעאַטער	theatre	1	מאריס-טעאַטער					489 | 509	0.667 | 0.667	ipa_phonetic | ipa_phonetic							
ORG-C00159	נאָראַ בעיס-טעאַטער	theatre	1	נאָראַ בעיס-טעאַטער														
ORG-C00160	יידישער קונסט טעאַטער	theatre	33	יידישע קונסט | יידישער קונסט טעאַטער | יידישער קונסט טעטער	ביאָליסטאָק | ביאליסטאָק | ניו יאָרק | ניו יאָרק | ניו-יאָרק		אייראָפּע | יידישער קונסט טעאַטער | יידישער קונסט טעאַטער	אַמעריקע | אמעריקע	466	0.615	ipa_phonetic	SPLIT						
ORG-C00161	ראָלאַנד-טעאַטער	theatre	35	ראָלאַנד-טעאַטער	בראָנזווייל | ברוקלין | ברוקלינער | ניו יאָרק		ראָלאַנד טעאַטער | ראָלאַנד טעאַטער | ראָלאַנד-טעאַ טער | ראָלאַנד-טעאַטער | ראָלאַנד-טעאַטער	אַמעריקע										
ORG-C00162	יידישער טעאַטער-שול ביי דער „קולטור-ליגע“	school	1	יידישער טעאַטער-שול ביי דער „קולטור-ליגע“														
ORG-C00163	יידישער סטודיע פֿון ווייסרוסלאַנד	theatre	2	יידישער סטודיע פֿון ווייסרוסלאַנד	מאָסקווע | מינסק													
ORG-C00164	ווימ'ט	theatre	22	ווימ'ט	האָמעל													
ORG-C00165	זאַסלאַווסקי	troupe	7	זאַסלאַווסקי	פּאָלטאַווע | פּאָלטאָווע | פּעטערבורג													
ORG-C00166	"וואַרשעווער ""עלדאָראַדאָ""-טעאַטער"	theatre	3	"וואַרשעווער ""עלדאָראַדאָ""-טעאַטער"	וואַרשע		וואַרשעווער עלדאָראַדאָ-טעאַטער | עלדאָראַדאָ | עלדאָראָדאָ-טעאַטער	פּוילן										
ORG-C00167	ליבהאָבער	troupe	23	ליבהאָבער | ליבהאָבער אין בעלץ	אָדעס | אָטוואָצק | באָקו | בעלץ | האָמעל | וואַרשע | ווילנע | וויניפּעג | וויניצע | טאַרנאָוו | טאָשקענט | לאָדזש | מינעאפּאָליס | ניו יאָרק | ניויאָרק		סביבה פֿון ניויאָרק | פּוילן | קליינע פּראָווינץ-שטעטלעך	אוקראַינע | פּוילן | קאַנאַדע										
ORG-C00168	וואַרשעווער מוראַנאָווער טעאַטער	theatre	8	וואַרשעווער מוראַנאָווער טעאָטער | וואַרשעווער מוראַנאָווער טעאַטער	וואַרשע		וואַרשעווער מוראַנאָווער טעאַטער | מואַרנאָווער טעאַטער | מוראַנאָווער טעאַטער | מוראַנאָווער טעאָטער | מוראַנאָווער טעאַטער | מוראָנאָווער טעאַטער	פּוילן										
ORG-C00169	טעאַטער ווענוס	theatre	4	טעאַטער ווענוס	וואַרשע	דזשעלנע גאַס	ווענוס-טעאַטער | טעאַטער ווענוס	פּוילן	398	0.600	ipa_phonetic							
ORG-C00170	פּאָליטעכניקום	school	6	פּאָליטעכניקום	בערלין | ווין | מעקסיקע סיטי | נאָנסי | קאָרלסרוע		פּאָליטעכניקום											
ORG-C00171	פּוטיליאָווער (שפּעטער — קיראַוונער) זאַוואָד	workplace	1	פּוטיליאָווער (שפּעטער — קיראַוונער) זאַוואָד	פּעטערבורג													
ORG-C00172	דער יוּד	newspaper	14	דער יוּד | יוד	קראָקע				219	0.857	ipa_phonetic							
ORG-C00173	יעוורעיסקאַיאָ ענציקלאָפּעדיאַ	publisher	1	יעוורעיסקאַיאָ ענציקלאָפּעדיאַ	פּעטערבורג													
ORG-C00174	צוקונפט	newspaper	42	די צוקונפט | צוקונפט	נ. י | נ. י. | ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק		נ. י.	אַמעריקע | אמעריקע | פּוילן										
ORG-C00175	ביכער-וועלט	newspaper	1	ביכער-וועלט	וואַרשע													
ORG-C00176	אינסטיטוט פֿון די פֿעלקער פֿון אַזיע ביי דער וויסנשאַפֿטלעכער אַקאַדעמיע	archive	1	אינסטיטוט פֿון די פֿעלקער פֿון אַזיע ביי דער וויסנשאַפֿטלעכער אַקאַדעמיע	לענינגראַד													
ORG-C00177	באַקוער יידישן טעאַטער	theatre	1	באַקוער יידישן טעאַטער	באַקו				478 | 505 | 472 | 500 | 502	0.643 | 0.640 | 0.615 | 0.600 | 0.600	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C00178	נייער יידישער טעאַטער	theatre	18	נייער יידישער טעאַטער | נייער יידישער טעאַטער אין ליטע	לאָנדאָן | ניו יאָרק | ריגע | ריגער		נייער יידישער טעאַטער | ריגער	אַמעריקע | ליטע | לעטלאַנד | ענגלאַנד										
ORG-C00179	קונסט-רינג	theatre	16	קונסט-רינג	ניו יאָרק | ניו-יאָרק		אַמעריקע | יידישן קונסט-טעאַטער	אַמעריקע	306	0.800	ipa_phonetic	ALIGN	306					
ORG-C00180	יידישן קונסט-טעאַטער	theatre	107	דאָס יידישע קונסט-טעאַטער | יידישן קונסט-טעאַטער | יידישע קונסט-טעאַטער אין אָמעריקע	אַמעריקע | אָדעס | אמעריקע | בוענאָס איירעס | ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאַדעלפיע		"""יידישן קונסטטעאַטער"" | אויף 39טע סטרייט | אוירווינג פלייס טעאַטער | יידישן קונסט טעאַטער | יידישן קונסט טעאַטער | יידישן קונסט-טעאַטער | יידישן קונסט-טעאטער | יידישן קונסט-טעאַטער | יידישן קונסטטעאַטער | יידישן קונסטטעאַטער | מעדיסאָן סקווער גאַרדן | מעדיסאָן סקווער-גאַרדן | סעקאָנד עוועניו טעאַטער | פּראָווינץ | קונסט-טעאַטער"	אַמעריקע | אַרגענטינע | אָמעריקע | אמעריקע | אַמעריקע | פֿאַראייניקטע שטאטן										
