person_id	xml_id	heading	primary_form	alias_form	source
P-1-facs_88_tr_1740521161	facs_88_tr_1740521161	פּסח אלי' בדחן [פּסעוודאָנים „פודעלע']	פּסח אלי' בדחן	פּסעוודאָנים „פודעלע'	heading_bracket
P-1-facs_88_tr_1740521161	facs_88_tr_1740521161	פּסח אלי' בדחן [פּסעוודאָנים „פודעלע']	פּסח אלי' בדחן	יעקב זיזמער	names_variant
P-1-facs_88_tr_1740521161	facs_88_tr_1740521161	פּסח אלי' בדחן [פּסעוודאָנים „פודעלע']	פּסח אלי' בדחן	זיזמערער בדחן	names_variant
P-1-facs_88_r_10	facs_88_r_10	צונזער, אליקום	אליקום צונזער	צונזער אליקום	names_variant
P-1-facs_88_r_5	facs_88_r_5	קלעבאַנאָוו, הלל	הלל קלעבאַנאָוו	קלעבאַנאָוו הלל	names_variant
P-1-facs_89_tr_1740521002	facs_89_tr_1740521002	בודאַנאָוו, בעסי [בודניק]	בעסי בודאַנאָוו	בודניק	heading_bracket
P-1-facs_89_tr_1740521008	facs_89_tr_1740521008	בודקין, צילע [ציפּע מאָגילנער]	צילע בודקין	ציפּע מאָגילנער	heading_bracket
P-1-facs_91_tr_1740521128	facs_91_tr_1740521128	בוים אַננאַ [חנה פּאָלאַקאָווסקאַ]	בוים אַננאַ	חנה פּאָלאַקאָווסקאַ	heading_bracket
P-1-facs_91_r_5	facs_91_r_5	בויקע, לייזער [?]	לייזער בויקע	?	heading_bracket
P-1-facs_92_tr_1740521076	facs_92_tr_1740521076	בולאָוו, יוסף [בולקין]	יוסף בולאָוו	בולקין	heading_bracket
P-1-facs_93_tr_1740521091	facs_93_tr_1740521091	בולקין, אַברהם	אַברהם בולקין	א. יצחק	names_variant
P-1-facs_93_tr_1740521091	facs_93_tr_1740521091	בולקין, אַברהם	אַברהם בולקין	אַברהמעלע	names_variant
P-1-facs_93_tr_1740521091	facs_93_tr_1740521091	בולקין, אַברהם	אַברהם בולקין	א. ב-ן	names_variant
P-1-facs_93_tr_1740521070	facs_93_tr_1740521070	בוקסענבוים, יוסף	יוסף בוקסענבוים	שטאַנדס אָדיוטאָנט	names_variant
P-1-facs_95_tr_1740521141	facs_95_tr_1740521141	ביאַליס ראָזעטאָ [ביאַלאַסטאַצקי]	ביאַליס ראָזעטאָ	ביאַלאַסטאַצקי	heading_bracket
P-1-facs_95_tr_1740521138	facs_95_tr_1740521138	ביאָלקאָוויטש, חנה [ראָזענצווייג]	חנה ביאָלקאָוויטש	ראָזענצווייג	heading_bracket
P-1-facs_96_tr_1740521111	facs_96_tr_1740521111	בידעסקאָ, אַלעקסאַנדער [וואָנדערגאַלד]	אַלעקסאַנדער בידעסקאָ	וואָנדערגאַלד	heading_bracket
P-1-facs_98_tr_1740520995	facs_98_tr_1740520995	ביעלאָווסקי, גליקאַ [דעגענשטיין]	גליקאַ ביעלאָווסקי	דעגענשטיין	heading_bracket
P-1-facs_98_tr_1740520997	facs_98_tr_1740520997	ביקעלס-שפּיצער, צבי דר.	צבי דר. ביקעלס-שפּיצער	צבי ביקעלס-שפּיצער	names_variant
P-1-facs_98_tr_1740520997	facs_98_tr_1740520997	ביקעלס-שפּיצער, צבי דר.	צבי דר. ביקעלס-שפּיצער	ביקעלס	names_variant
P-1-facs_99_tr_1740520997	facs_99_tr_1740520997	בירנבוים ישראל [ישראל-איסר באָרנבוים]	בירנבוים ישראל	ישראל-איסר באָרנבוים	heading_bracket
P-1-facs_100_tr_1740521004	facs_100_tr_1740521004	בירנבוים, לואיס [יעקב לייב]	לואיס בירנבוים	יעקב לייב	heading_bracket
P-1-facs_100_tr_1740521002	facs_100_tr_1740521002	בירנבוים, מיני [מינדל פּולפּעל]	מיני בירנבוים	מינדל פּולפּעל	heading_bracket
P-1-facs_100_tr_1740521007	facs_100_tr_1740521007	בירנבוים (נחום) נתן, דר.	דר. בירנבוים   נתן	מתתיהן אַחר	names_variant
P-1-facs_101_r_4	facs_101_r_4	בלאָכמאַן, קיידי [קיילע מייעראָוויטש]	קיידי בלאָכמאַן	קיילע מייעראָוויטש	heading_bracket
P-1-facs_102_tr_1740521060	facs_102_tr_1740521060	בלאַנק. יחיאָל	בלאַנק. יחיאָל	בלאַנק אַברהם	names_variant
P-1-facs_102_r_9	facs_102_r_9	בלאַנק לעאָן	בלאַנק לעאָן	בעטי פֿרענק	names_variant
P-1-facs_103_tr_1740521107	facs_103_tr_1740521107	בלאק מילדרעד [סאָפיאַ]	בלאק מילדרעד	סאָפיאַ	heading_bracket
P-1-facs_103_tr_1740521102	facs_103_tr_1740521102	בלאַשטיין, הירש	הירש בלאַשטיין	מרדכי מולער	names_variant
P-1-facs_104_tr_1740521041	facs_104_tr_1740521041	בלום הענרי [היינריך]	בלום הענרי	היינריך	heading_bracket
P-1-facs_105_tr_1740521090	facs_105_tr_1740521090	בלומענפעלד לופּוס [זאב]	בלומענפעלד לופּוס	זאב	heading_bracket
P-1-facs_107_tr_1740521167	facs_107_tr_1740521167	בלייכמאַן, בעטי [ביילע קאַץ]	בעטי בלייכמאַן	ביילע קאַץ	heading_bracket
P-1-facs_107_tr_1740521172	facs_107_tr_1740521172	בליישטיפט, משה	משה בליישטיפט	מ. עפרוני	names_variant
P-1-facs_107_tr_1740521172	facs_107_tr_1740521172	בליישטיפט, משה	משה בליישטיפט	מ. ב.	names_variant
P-1-facs_107_tr_1740521172	facs_107_tr_1740521172	בליישטיפט, משה	משה בליישטיפט	מ. ב-ט	names_variant
P-1-facs_107_tr_1740521172	facs_107_tr_1740521172	בליישטיפט, משה	משה בליישטיפט	ב. שטיפט	names_variant
P-1-facs_108_tr_1740521024	facs_108_tr_1740521024	בן-אלי [מאטיאס גרינבערג]	בן-אלי	מאטיאס גרינבערג	heading_bracket
P-1-facs_108_tr_1740521023	facs_108_tr_1740521023	בן-גור, א.א. [אהרן הורוויטש]	א.א. בן-גור	אהרן הורוויטש	heading_bracket
P-1-facs_108_tr_1740521022	facs_108_tr_1740521022	בן-עמי יעקב [שטשירין]	בן-עמי יעקב	שטשירין	heading_bracket
P-1-facs_108_tr_1740521022	facs_108_tr_1740521022	בן-עמי יעקב [שטשירין]	בן-עמי יעקב	בן-עמי	names_variant
P-1-facs_110_r	facs_110_r	בן-ציון, בענעדיקט דר.	בענעדיקט דר. בן-ציון	בענעדיקס (ברוך) בנציון	names_variant
P-1-facs_110_r	facs_110_r	בן-ציון, בענעדיקט דר.	בענעדיקט דר. בן-ציון	דאָקטאָר בענעדיקס (ברוך) בנציון	names_variant
P-1-facs_111_tr_1740520942	facs_111_tr_1740520942	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	בעל-מחשבות   עליאשעוו]	דר. איסידאָר (ישראל	heading_bracket
P-1-facs_111_tr_1740520942	facs_111_tr_1740520942	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	בעל-מחשבות   עליאשעוו]	גר-צדק	names_variant
P-1-facs_111_tr_1740520942	facs_111_tr_1740520942	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	בעל-מחשבות   עליאשעוו]	בעל-מחשבות	names_variant
P-1-facs_111_tr_1740520942	facs_111_tr_1740520942	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]	בעל-מחשבות   עליאשעוו]	איס. על.	names_variant
P-1-facs_112_tr_1740521163	facs_112_tr_1740521163	בעל, אַדאָלף [אַברהם ביעלאָצערקאָווסקי]	אַדאָלף בעל	אַברהם ביעלאָצערקאָווסקי	heading_bracket
P-1-facs_112_tr_1740521168	facs_112_tr_1740521168	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]	צילע בעל	חנה צירל ביעלאָצערקאָווסקי	heading_bracket
P-1-facs_112_tr_1740521166	facs_112_tr_1740521166	בעלינסאָן (ביילינסאַן) משה-אַליעזר	בעלינסאָן   משה-אַליעזר	ביילינסאַן	heading_bracket
P-1-facs_112_tr_1740521167	facs_112_tr_1740521167	בעללויה, הירש גדלי' [בעלאו — בעללאַה]	הירש גדלי' בעללויה	בעלאו — בעללאַה	heading_bracket
P-1-facs_112_tr_1740521167	facs_112_tr_1740521167	בעללויה, הירש גדלי' [בעלאו — בעללאַה]	הירש גדלי' בעללויה	בעלאַו	names_variant
P-1-facs_112_tr_1740521167	facs_112_tr_1740521167	בעללויה, הירש גדלי' [בעלאו — בעללאַה]	הירש גדלי' בעללויה	בעללאַו	names_variant
P-1-facs_112_tr_1740521167	facs_112_tr_1740521167	בעללויה, הירש גדלי' [בעלאו — בעללאַה]	הירש גדלי' בעללויה	בעלאַן	names_variant
P-1-facs_112_tr_1740521167	facs_112_tr_1740521167	בעללויה, הירש גדלי' [בעלאו — בעללאַה]	הירש גדלי' בעללויה	בעלוא	names_variant
P-1-facs_112_tr_1740521167	facs_112_tr_1740521167	בעללויה, הירש גדלי' [בעלאו — בעללאַה]	הירש גדלי' בעללויה	גדלי בעללאַה	names_variant
P-1-facs_113_tr_1740521032	facs_113_tr_1740521032	בעלערינאַ, בעלאַ [רובינליכט]	בעלאַ בעלערינאַ	רובינליכט	heading_bracket
P-1-facs_113_tr_1740521032	facs_113_tr_1740521032	בעלערינאַ, בעלאַ [רובינליכט]	בעלאַ בעלערינאַ	ווינאָווער-רובינליכט	names_variant
P-1-facs_113_tr_1740521027	facs_113_tr_1740521027	בעסאַראָבאָוו, מישע [איטעלסאָן]	מישע בעסאַראָבאָוו	איטעלסאָן	heading_bracket
P-1-facs_114_tr_1740520993	facs_114_tr_1740520993	בעקער, ראָזאַ [זילבערט]	ראָזאַ בעקער	זילבערט	heading_bracket
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	דובעריש הלוי בעקערמאַן	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	ב. בעקערמאַן	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	דובערוש הלוי בעקערמאָנן	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	ב. בערקאָוויטש	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	דר. בואי בשלום	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	שר האופֿים	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	בערקאָוויטש	names_variant
P-1-facs_114_tr_1740520997	facs_114_tr_1740520997	בעקערמאַן, בעריש	בעריש בעקערמאַן	בן-בית	names_variant
P-1-facs_115_tr_1740520960	facs_115_tr_1740520960	בעקערמאַן, שמעון	שמעון בעקערמאַן	שמעון בעקערמאָן	names_variant
P-1-facs_115_tr_1740520961	facs_115_tr_1740520961	בערנ, אַסתר [אסתר גיטל ראָזענקראַנץ]	אַסתר בערנ	אסתר גיטל ראָזענקראַנץ	heading_bracket
P-1-facs_115_tr_1740520964	facs_115_tr_1740520964	בערג, רודאָלף [זילבערבערג]	רודאָלף בערג	זילבערבערג	heading_bracket
P-1-facs_116_r_5	facs_116_r_5	בערגער, לעאָן	לעאָן בערגער	בערגער	names_variant
P-1-facs_117_tr_1740520951	facs_117_tr_1740520951	בערגרין, יעקב [גרינבערג]	יעקב בערגרין	גרינבערג	heading_bracket
P-1-facs_117_tr_1740520947	facs_117_tr_1740520947	בערדיטשעווסקי, כן-ציון [בערדיטשעווער]	כן-ציון בערדיטשעווסקי	בערדיטשעווער	heading_bracket
P-1-facs_118_tr_1740521129	facs_118_tr_1740521129	בערטאַנאָוו, יהושע [בירטון]	יהושע בערטאַנאָוו	בירטון	heading_bracket
P-1-facs_118_r_2	facs_118_r_2	בערטעל-ליבערט	בערטעל-ליבערט	ברין סאָניע	names_variant
P-1-facs_118_tr_1740521135	facs_118_tr_1740521135	בערמאַן, הענרי [הענעך ביילי]	הענרי בערמאַן	הענעך ביילי	heading_bracket
P-1-facs_119_tr_1740521143	facs_119_tr_1740521143	בערמאַן, הערמאַן	הערמאַן בערמאַן	בערמאַן	names_variant
P-1-facs_119_tr_1740521161	facs_119_tr_1740521161	בערנאַרדי בערל [טאָפּ]	בערנאַרדי בערל	טאָפּ	heading_bracket
P-1-facs_119_tr_1740521161	facs_119_tr_1740521161	בערנאַרדי בערל [טאָפּ]	בערנאַרדי בערל	בערנאָרדי	names_variant
P-1-facs_119_tr_1740521149	facs_119_tr_1740521149	בערנאָרדי העלען [לאַמפּעל — טאָפּף]	בערנאָרדי העלען	לאַמפּעל — טאָפּף	heading_bracket
P-1-facs_120_tr_1740521118	facs_120_tr_1740521118	בערנשטיין, בערל [בורשטין]	בערל בערנשטיין	בורשטין	heading_bracket
P-1-facs_120_tr_1740521118	facs_120_tr_1740521118	בערנשטיין, בערל [בורשטין]	בערל בערנשטיין	בערעלע טענצער	names_variant
P-1-facs_120_tr_1740521118	facs_120_tr_1740521118	בערנשטיין, בערל [בורשטין]	בערל בערנשטיין	בערעלע האָצקע	names_variant
P-1-facs_120_tr_1740521118	facs_120_tr_1740521118	בערנשטיין, בערל [בורשטין]	בערל בערנשטיין	בערנשטיין	names_variant
P-1-facs_121_tr_1740521041	facs_121_tr_1740521041	בער(ע)נשטיין, ש.	ש. בער נשטיין	שמואל בערענשטיין	names_variant
P-1-facs_121_tr_1740521040	facs_121_tr_1740521040	בערסאַן, בעלאַ [בלומע זאָבאַראַ]	בעלאַ בערסאַן	בלומע זאָבאַראַ	heading_bracket
P-1-facs_121_r_7	facs_121_r_7	בערקאָוויטש, יחיאָל	יחיאָל בערקאָוויטש	יחיאל בולבע	names_variant
P-1-facs_121_tr_1740521045	facs_121_tr_1740521045	בערקאָוויטש, יצחק-דוב	יצחק-דוב בערקאָוויטש	י. ד. בערקאָוויטש	names_variant
P-1-facs_121_tr_1740521045	facs_121_tr_1740521045	בערקאָוויטש, יצחק-דוב	יצחק-דוב בערקאָוויטש	י. ד. ברקוביץ	names_variant
P-1-facs_121_tr_1740521045	facs_121_tr_1740521045	בערקאָוויטש, יצחק-דוב	יצחק-דוב בערקאָוויטש	ברק	names_variant
P-1-facs_123_tr_1740520962	facs_123_tr_1740520962	בעשטענדיג, סאַלי [שרה רבקה]	סאַלי בעשטענדיג	שרה רבקה	heading_bracket
P-1-facs_123_tr_1740520962	facs_123_tr_1740520962	בעשטענדיג, סאַלי [שרה רבקה]	סאַלי בעשטענדיג	דעסער	names_variant
P-1-facs_123_tr_1740520964	facs_123_tr_1740520964	בראָגינסקאַ כינע [פישזאָן]	בראָגינסקאַ כינע	פישזאָן	heading_bracket
P-1-facs_123_tr_1740520960	facs_123_tr_1740520960	בראָדסקי, אהרן	אהרן בראָדסקי	בראָדסקי	names_variant
P-1-facs_124_tr_1740520978	facs_124_tr_1740520978	בראָדערזאָהן, משה	משה בראָדערזאָהן	בראדערזינגער	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	„בראָדערזינגער“	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	„בראָדערזינגערס“	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	זינגערס	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	זינגער-גרופּן	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	לידל-זינגער	names_variant
P-1-facs_124_tr_1740520974	facs_124_tr_1740520974	בראָדערזינגער און פֿאָלקסינגער	בראָדערזינגער און פֿאָלקסינגער	בראָדער	names_variant
P-1-facs_126_r_2	facs_126_r_2	בלומענפעלד מאַקס	בלומענפעלד מאַקס	אַ פֿאָלקסזינגער	names_variant
