person_id	xml_id	volume	heading	names_variants	birth_year	death_year	entry_type	candidate_db_ids	candidate_scores	candidate_names	decision	aligned_db_id	reviewer	reviewer_notes	reviewed_at
P-1-facs_75_r_2	facs_75_r_2	1	באַזעלינסקי, נחום	וואַזעלינסקי | באָזעלינסקי | נ. ב. באַזאַלינסקע | נ. ב. באָזילינסקי | באַזעלינסקי	1836	1901	writer	1235	1.000	נחום בּאַזעלינסקי	ALIGN	1235			
P-1-facs_75_tr_1740521172	facs_75_tr_1740521172	1	באַטאָשאַנסקי, יעקב	ב.	1895		writer	1365	1.000	יעקב בּאטאשאַנסקי	ALIGN	1365			
P-1-facs_76_tr_1740520957	facs_76_tr_1740520957	1	באָטוויניק, בערל	ב. | לער פּענסיל | ב. בראַנז | אַ טעאַטער-פּאָטריאָט | אַ בייזערשילינגער	1885		writer	1366	1.000	בּערל בּאָטוויניק	ALIGN	1366			
P-1-facs_76_tr_1740520936	facs_76_tr_1740520936	1	באָיארסקי-באָגאָרט, רפֿאל	ב.	1868	1925	administrator	791	1.000	רפאל בּאָיאַרסקי-בּאָגאַרט	ALIGN	791			
P-1-facs_77_tr_1740520974	facs_77_tr_1740520974	1	באַלבירסקי, הערש	ב.	1894		performer	1220	0.643	הערש באַלברסקי	ALIGN	1220			
P-1-facs_77_r_8	facs_77_r_8	1	באַנקאָוו, יאַנקעוו	ב.	1863		performer	1222	1.000	יאַנקעוו בּאַנקאָוו	ALIGN	1222			
P-1-facs_77_tr_1740520979	facs_77_tr_1740520979	1	באַנקאָוו, מישע		1898		performer	1221	1.000	מישע בּאַנקאָוו	ALIGN	1221			
P-1-facs_77_tr_1740520973	facs_77_tr_1740520973	1	באַסלאווסקי, אַברהם				performer	1233	1.000	אברהם בּאַסלאַווסקי	ALIGN	1233			
P-1-facs_78_tr_1740521032	facs_78_tr_1740521032	1	באָקמאַן, פעלי			1927	performer	1349	1.000	פעלי בּאָקמאַן	ALIGN	1349			
P-1-facs_78_tr_1740521049	facs_78_tr_1740521049	1	באָקשיצקי,לואיס [לייב]	ב.	1879		performer	1350	1.000	לואיס בּאָקשיצקי (לייבּ)	ALIGN	1350			
P-1-facs_78_tr_1740521048	facs_78_tr_1740521048	1	באַראָדקין, בערל [באַרדאָקין]	ב.			performer	1363	1.000	בּערל בּאַראָדקין (בּאַרדאַקין)	ALIGN	1363			
P-1-facs_78_tr_1740521038	facs_78_tr_1740521038	1	באַראָדקין, סאָניאַ	ב.			performer	719	1.000	סאָניאַ בּאַראָדקין	ALIGN	719			
P-1-facs_78_tr_1740521046	facs_78_tr_1740521046	1	באַראַט, מאַרטי [משה-מאָרטין באַראַץ]	ב.	1905		performer	1225	1.000	מארטי באַראַט (משה-מאַרטין באַראַץ)	ALIGN	1225			
P-1-facs_79_tr_1740520948	facs_79_tr_1740520948	1	כאַראַטאָוו, בן-צכי [פּאָוועל ברענער]	ב. | בן צבי			performer	1223	0.667	בּן-צבי בּאַראָטאָוו (פּאַוועל בּרענער)	ALIGN	1223			
P-1-facs_79_tr_1740520939	facs_79_tr_1740520939	1	באַראַנדעס, יוסף	ב. | יוסף באַראַנדעם	1863	1928	administrator	1227	1.000	יוסף בּאַראָנדעס	ALIGN	1227			
P-1-facs_80_tr_1740521116	facs_80_tr_1740521116	1	באַראַץ, דוד	ב.	1879		performer	1224	1.000	דוד בּאַראַץ	ALIGN	1224			
P-1-facs_80_tr_1740521113	facs_80_tr_1740521113	1	באַרבער, ש. [שמואל בערבער]	ב.	1881		writer	1226	1.000	ש. בּאַרבּער (שמואל בּערבּער)	ALIGN	1226			
P-1-facs_81_r_7	facs_81_r_7	1	באַרדיזשאַנער שלמה	כאָרדיזשאָנער | ב.		1914	other	1354	1.000	שלמה בּאָרדיזשאַנער	ALIGN	1354			
P-1-facs_81_tr_1740521165	facs_81_tr_1740521165	1	באָריץ, פֿראַנץ [אָפרים]		1888	1926	performer	1360	1.000	פראַנץ בּאָריץ (אפרים)	ALIGN	1360			
P-1-facs_81_tr_1740521176	facs_81_tr_1740521176	1	באַריץ, קלאַרא [דרוקער]		1893		performer	1361	1.000	קלאַראַ בּאָריץ (דרוקער)	ALIGN	1361			
P-1-facs_81_r_12	facs_81_r_12	1	באַרסעל, אַברהם	ב.			performer	1228	1.000	אברהם בּאַרסעל	ALIGN	1228			
P-1-facs_81_tr_1740521184	facs_81_tr_1740521184	1	באַרסקאַ-פֿישער ליזאַ		1888		performer	1229	1.000	ליזא בּאַרסקא-פישער	ALIGN	1229			
P-1-facs_81_tr_1740521171	facs_81_tr_1740521171	1	באַרסקי, ישראל	ישראל באָרסקי | ב. | ישראל בן-עולם		1900	writer	746	1.000	ישראל בּאַרסקי	ALIGN	746			
P-1-facs_82_tr_1740520990	facs_82_tr_1740520990	1	בדחן, שלמה [בעללויאַ]	שלמה בדחן			writer	1216	1.000	שלמה בּדחן (בעללויא)	ALIGN	1216			
P-1-facs_82_r_2	facs_82_r_2	1	בדחנים-אַקטיאָרן								ALIGN	2036			
P-1-facs_82_r_4	facs_82_r_4	1	אהרן [פּאַרך]	ברודער פֿון עוזר מאָרשעליק			performer				ALIGN	2614			
P-1-facs_82_tr_1740520982	facs_82_tr_1740520982	1	בונעם בדחן [בונעם משיזשיק]	ב.	1827	1901	performer	1427	1.000	בדחן בונעם (בונעם טשיזשיק)	ALIGN	1427			
P-1-facs_83_tr_1740521021	facs_83_tr_1740521021	1	גאַרטענבערג, שמואל				performer	1728	1.000	שמואל גארטענבערג	ALIGN	1728			
P-1-facs_83_r	facs_83_r	1	גרודבערג, בערל	גרודבערג, בערל			other	1930	1.000	בּערל גרודבּערג	ALIGN	1930			
P-1-facs_83_tr_1740521018	facs_83_tr_1740521018	1	האָפנער חיים-אהרן		1862	1923	performer	1959	1.000	חיים-אהרן האפנער					
P-1-facs_83_r_2	facs_83_r_2	1	היבינער, משהלע	פריזאָמענט, משהלע			performer				ALIGN	1851			
P-1-facs_83_tr_1740521029	facs_83_tr_1740521029	1	ווייס אַשר-זעליג	אָשר זעליג ווייס | וו.			writer	3162	0.786	אשר-זעליג וייס	ALIGN	3162			
P-1-facs_83_tr_1740521027	facs_83_tr_1740521027	1	דוד בדחן פֿון באָבער, מאָהילעווער גוב.	דוד | דער באָבערער בדחן | דוד בדחן			performer	2220|3120|1217|2934|2929	0.722|0.688|0.667|0.565|0.550	דער לעבּעדיגער (חיים גוּטמאַן)|דער טוּנקעלער (יוסף טוּנקעל)|דוד בדחן פון באבער|שמאַילע דער הייזעריקער|שימעלע דער הייזעריקער (שמאיעלע)					
P-1-facs_84_tr_1740520964	facs_84_tr_1740520964	1	וויניווער				performer	3186	0.714	וויניווער	ALIGN	3186			
P-1-facs_84_tr_1740520941	facs_84_tr_1740520941	1	זיזמאָר יעקב	ז.	1856	1922	performer	3415	1.000	יעקב זיזמאַָר	ALIGN	3415			
P-1-facs_85_r_6	facs_85_r_6	1	משה מאַרעכאָווסקי דער באָסלעווער מאַרשעליק	משה מאָרעבאָווסקי | באָסלעווער מאָרשעליק | מ. | מאַרעכאַווסקין | משה דער אַנשטעלער | מאַרעכאָווסקי		1884	performer	2388	0.692	משה מאָרעכאווסקי (דער באַסלעווער מאַשרשליק)	ALIGN	2388			
P-1-facs_86_tr_1740521078	facs_86_tr_1740521078	1	סאָניע בדחן [ישראל זאדרונסקי]	סאָניע | סאָניע בדחן | סאָניע דער ביאָליסטאָקער | ב.	1850	1928	performer	3012	1.000	סאַניע בדחן [ישראל זאַרדונסקי]	ALIGN	3012			
P-1-facs_87_tr_1740520981	facs_87_tr_1740520981	1	סיגעטער הערש-לייב [גאָטליב]	גאָטליב | ריהערש לייב סיגעטער | ה. | ס. | ש.	1844		performer	2971	1.000	הערש-לייב סיגעטער (גאָטליב)	ALIGN	2971			
P-1-facs_87_tr_1740520982	facs_87_tr_1740520982	1	סענדער בדחן [אליהו-אַלכסנדר פידעלמאַן]	סענדער | אלכסנדר סענדער פידלמאַן | אלכסנדר פידלמאָן	1825		performer	2885	1.000	סענדער בדחן (אליהו-אלכסנדר פידעלמאן)	ALIGN	2885			
P-1-facs_88_r	facs_88_r	1	עוזר מאַרשעליק [ראָהאַטינער ?]	ע.		1886	performer	1611	1.000	עוזר מאַרשעליק (ראָהאטינער)	ALIGN	1611			
P-1-facs_88_tr_1740521161	facs_88_tr_1740521161	1	פּסח אלי' בדחן [פּסעוודאָנים „פודעלע']	יעקב זיזמער | זיזמערער בדחן			performer				ALIGN	3177			
P-1-facs_88_r_10	facs_88_r_10	1	צונזער, אליקום	צונזער אליקום			writer	3432	0.369	מרים שאָמער-צונזער (מיני)					
P-1-facs_88_r_5	facs_88_r_5	1	קלעבאַנאָוו, הלל	קלעבאַנאָוו הלל			other	2123	0.750	א. קלעבאַנאָוו	ALIGN	2123			
P-1-facs_89_tr_1740521002	facs_89_tr_1740521002	1	בודאַנאָוו, בעסי [בודניק]	ב.	1904		performer	1417	1.000	בּעסי בּודאַנאָוו (בּודניק)	ALIGN	1417			
P-1-facs_89_tr_1740521007	facs_89_tr_1740521007	1	בודקין, מישע	ב.	1885		performer	1420	1.000	מישע בּודקין	ALIGN	1420			
P-1-facs_89_tr_1740521008	facs_89_tr_1740521008	1	בודקין, צילע [ציפּע מאָגילנער]	ב.	1893		performer	1419	1.000	צילע בּודקין (ציפּע מאנילנער)	ALIGN	1419			
P-1-facs_89_tr_1740521006	facs_89_tr_1740521006	1	בוזגאָן, חבל	ב.	1897		performer	1435	1.000	חבל בּוזגאן	ALIGN	1435			
P-1-facs_90_tr_1740521114	facs_90_tr_1740521114	1	בוזעט, איזידאָר	ב.	1886		performer	1434	1.000	איזידאָר בּוזעט	ALIGN	1434			
P-1-facs_90_tr_1740521094	facs_90_tr_1740521094	1	בוים אַברהם		1864	1901	performer	728	1.000	אברהם בּוים	ALIGN	728			
P-1-facs_90_tr_1740521107	facs_90_tr_1740521107	1	בוים אַלימלך	ב.	1896		performer	1371	1.000	אלימלך בּוים	ALIGN	1371			
P-1-facs_91_tr_1740521128	facs_91_tr_1740521128	1	בוים אַננאַ [חנה פּאָלאַקאָווסקאַ]		1898		performer	1370	1.000	אננאַ בּוים (חנה פּאָלאַקאָווסקא)	ALIGN	1370			
P-1-facs_91_tr_1740521127	facs_91_tr_1740521127	1	בוימוואָל, יהודה-לייב	ב.	1892	1920	director_regisseur	1372	1.000	יהודה-לייבּ בּוימוואָל	ALIGN	1372			
P-1-facs_91_r_5	facs_91_r_5	1	בויקע, לייזער [?]	ב.		1912	performer	1369	1.000	לייזער בּויקע	ALIGN	1369			
P-1-facs_92_tr_1740521083	facs_92_tr_1740521083	1	בוכוואַלד נפתלי	ב.	1890		writer	1415	1.000	נפתּלי בּוכוואַלד	ALIGN	1415			
P-1-facs_92_tr_1740521076	facs_92_tr_1740521076	1	בולאָוו, יוסף [בולקין]	ב.	1899		performer	1426	1.000	יוסף בּולאָוו (בּולקין)	ALIGN	1426			
P-1-facs_93_tr_1740521094	facs_93_tr_1740521094	1	בולמאַן, גוירטי	ב.	1909		performer	1424	1.000	גוירטי בּולמאַן	ALIGN	1424			
P-1-facs_93_tr_1740521079	facs_93_tr_1740521079	1	בולמאַן, מאַקס	ב.	1882	1925	performer	1425	1.000	מאַקס בּולמאַן	ALIGN	1425			
P-1-facs_93_tr_1740521091	facs_93_tr_1740521091	1	בולקין, אַברהם	א. יצחק | אַברהמעלע | א. ב-ן	1894		writer	1423	1.000	אברהם בּולקין	ALIGN	1423			
P-1-facs_93_r_1	facs_93_r_1	1	בוקאַנסקי, מאַקס		1848		writer	1421	1.000	מאַקס בּוקאַנסקי	ALIGN	1421			
P-1-facs_93_tr_1740521070	facs_93_tr_1740521070	1	בוקסענבוים, יוסף	ב. | שטאַנדס אָדיוטאָנט	1872	1929	performer	1422	1.000	יוסף בּוקסענבּוים	ALIGN	1422			
P-1-facs_94_tr_1740521158	facs_94_tr_1740521158	1	בוקשטיין, אַברהם	ב.	1877		writer	1416	1.000	אברהם בּוקשטיין	ALIGN	1416			
P-1-facs_94_tr_1740521152	facs_94_tr_1740521152	1	בוראָוויק, קאַרל [בצלאַל]		1878		writer	1428	1.000	קאַרל בּוראָוויק (בּצלאל)	ALIGN	1428			
P-1-facs_94_tr_1740521168	facs_94_tr_1740521168	1	בורשטיין, פּסח	ב.	1896		performer	1433	1.000	פּסח בּורשטיין	ALIGN	1433			
P-1-facs_94_tr_1740521165	facs_94_tr_1740521165	1	בורשטין, חייקעלע	ב.	1906		performer	1429	1.000	חייקעלע בּורשטין	ALIGN	1429			
P-1-facs_95_r_134	facs_95_r_134	1	בורשטין, משה	ב.	1884		performer	1431	1.000	משה בּורשטין	ALIGN	1431			
P-1-facs_95_tr_1740521141	facs_95_tr_1740521141	1	ביאַליס ראָזעטאָ [ביאַלאַסטאַצקי]	ב.	1896		performer	1294	1.000	ראָזעטא בּיאַליס (בּיאלאסטאצקי)	ALIGN	1294			
P-1-facs_95_tr_1740521138	facs_95_tr_1740521138	1	ביאָלקאָוויטש, חנה [ראָזענצווייג]	ב.	1884		performer	1295	1.000	חנה בּיאַלקאָוויטש (ראָזענצווייג)	ALIGN	1295			
P-1-facs_95_tr_1740521146	facs_95_tr_1740521146	1	ביאַלקאָוויטש,ישראל	ב.	1890		performer	1296	1.000	ישראל בּיאַלקאָוויטש	ALIGN	1296			
P-1-facs_96_r_7	facs_96_r_7	1	בידאַ העלען	ב.	1897		performer	1298	1.000	העלען בּידאַ	ALIGN	1298			
P-1-facs_96_tr_1740521111	facs_96_tr_1740521111	1	בידעסקאָ, אַלעקסאַנדער [וואָנדערגאַלד]	ב.	1878		performer	1300	0.889	אַלעקסאַנדער בידעסקא ([וואנדעלרגאלד])	ALIGN	1300			
P-1-facs_96_tr_1740521110	facs_96_tr_1740521110	1	בידערמאַן, איטשע וו.	ב.	1892		writer	1299	0.688	איטשע בּידערמאַן	ALIGN	1299			
P-1-facs_96_tr_1740521114	facs_96_tr_1740521114	1	ביי סאָפיאַ		1801		performer	1288	1.000	סאָפיאַ בּיי	ALIGN	1288			
P-1-facs_97_r	facs_97_r	1	בייגעלמאַן, דוד	ב.	1887		composer	1239	1.000	דוד בייגעלמאַן	ALIGN	1239			
P-1-facs_97_tr_1740520952	facs_97_tr_1740520952	1	ביילין, אשר	ב.	1881		writer	1289	1.000	אשר בּיילין	ALIGN	1289			
P-1-facs_97_tr_1740520944	facs_97_tr_1740520944	1	ביין, כייקעל	ב.		1882	other	1290	0.750	כייקעל בּיילין	ALIGN	1290			
P-1-facs_97_tr_1740520953	facs_97_tr_1740520953	1	בילדער יעקב	ב.			writer	1306	1.000	יעקב בּילדער	ALIGN	1306			
P-1-facs_97_tr_1740520957	facs_97_tr_1740520957	1	בימקאַ פֿישל	ב.	1890		writer	1307	1.000	פישל בּימקאָ	ALIGN	1307			
P-1-facs_98_tr_1740520995	facs_98_tr_1740520995	1	ביעלאָווסקי, גליקאַ [דעגענשטיין]		1891		performer	1301	1.000	גליקא בּיעלאווסקי (דעגענשטיין)	ALIGN	1301			
P-1-facs_98_tr_1740520999	facs_98_tr_1740520999	1	ביעלאָווסקי, מאָריס	ב.	1881		performer	1243	1.000	מאריס בּיעלאווסקי	ALIGN	1243			
P-1-facs_98_tr_1740520997	facs_98_tr_1740520997	1	ביקעלס-שפּיצער, צבי דר.	צבי ביקעלס-שפּיצער | ביקעלס | .ב	1887	1917	writer	1305	1.000	צבי בּיקעלס-שפּיצער	ALIGN	1305			
P-1-facs_99_tr_1740520997	facs_99_tr_1740520997	1	בירנבוים ישראל [ישראל-איסר באָרנבוים]	ב.	1897		performer	1312	0.421	לואיס בּירנבּוים (יעקב לייבּ)	ALIGN	1312			
P-1-facs_100_tr_1740521004	facs_100_tr_1740521004	1	בירנבוים, לואיס [יעקב לייב]	ב.	1884		performer	1312|2273|1317|930|613	1.000|0.750|0.750|0.625|0.625	לואיס בּירנבּוים (יעקב לייבּ)|א. לייב (אברהם-מרדכי)|מ. בּירנבּוים|משה-לייבּ ליליענבּלום|אברהם לייב					
P-1-facs_100_tr_1740521003	facs_100_tr_1740521003	1	בירנבוים מ.				writer	1317	1.000	מ. בּירנבּוים	ALIGN	1317			
P-1-facs_100_tr_1740521002	facs_100_tr_1740521002	1	בירנבוים, מיני [מינדל פּולפּעל]	ב.	1888		performer	1313	1.000	מיני בּירנבּוים (מינדל פּילפּעל)	ALIGN	1313			
P-1-facs_100_tr_1740521007	facs_100_tr_1740521007	1	בירנבוים (נחום) נתן, דר.	ב. | מתתיהן אַחר	1864		writer	1314	1.000	נתן דר בּירנבּוים (נחום)	ALIGN	1314			
P-1-facs_101_tr_1740521155	facs_101_tr_1740521155	1	בירנבוים ראָזאַ	ב.	1896		performer	1315	1.000	ראָזא בּירנבּוים	ALIGN	1315			
P-1-facs_101_tr_1740521158	facs_101_tr_1740521158	1	בירנבערג, יעקב	ב.	1879		performer	1316	1.000	יעקב בּירנבּערג	ALIGN	1316			
P-1-facs_101_r_4	facs_101_r_4	1	בלאָכמאַן, קיידי [קיילע מייעראָוויטש]	ב.	1876	1912	performer	1320	1.000	קיידי בּלאַכמאַן (קיילע מייעראָוויטש)	ALIGN	1320			
P-1-facs_101_tr_1740521152	facs_101_tr_1740521152	1	בלאַנק, אַברהם	ב.	1858		performer	1321	1.000	אברהם בּלאַנק	ALIGN	1321			
P-1-facs_102_tr_1740521064	facs_102_tr_1740521064	1	בלאַנק, בנימין	ב.	1896		composer	1322	1.000	בּנימין בּלאַנק	ALIGN	1322			
P-1-facs_102_tr_1740521060	facs_102_tr_1740521060	1	בלאַנק. יחיאָל	בלאַנק אַברהם | יחיאָל			performer	1323	1.000	יחיאל בּלאַנק	ALIGN	1323			
P-1-facs_102_r_9	facs_102_r_9	1	בלאַנק לעאָן	ב. | בנימין | בעטי פֿרענק	1867		performer	1000	1.000	לעאָן בּלאַנק	ALIGN	1000			
P-1-facs_103_r_2	facs_103_r_2	1	בלאַק יעטאַ		1880		performer	1319|1003|1335|1334	1.000|1.000|0.500|0.333	יעטאַ בלאַק|יעטא בלאק|יעטע בלאָק[ך]|מילדרעד בּלאַק					
P-1-facs_103_tr_1740521107	facs_103_tr_1740521107	1	בלאק מילדרעד [סאָפיאַ]		1902		performer	1334	1.000	מילדרעד בּלאַק	ALIGN	1334			
P-1-facs_103_tr_1740521102	facs_103_tr_1740521102	1	בלאַשטיין, הירש	מרדכי מולער	1895		writer	1337	1.000	הירש בּלאָשטיין	ALIGN	1337			
P-1-facs_103_tr_1740521114	facs_103_tr_1740521114	1	בלום אַברהם	ב.	1893		writer	1339	1.000	אברהם בּלום	ALIGN	1339			
P-1-facs_104_tr_1740521041	facs_104_tr_1740521041	1	בלום הענרי [היינריך]	ב.			performer	1341	1.000	הענרי בּלום (היינריך)	ALIGN	1341			
P-1-facs_104_tr_1740521049	facs_104_tr_1740521049	1	בלום, סאמועל [שמואַל]		1880		composer	1343	1.000	סאמועל בּלום (שמואל)	ALIGN	1343			
P-1-facs_105_tr_1740521098	facs_105_tr_1740521098	1	בלום סעם [אַלעקסאַנדער]	ב.	1882		performer	1342	1.000	סעם בּלום (אַלעקסאַנדער)	ALIGN	1342			
P-1-facs_105_tr_1740521096	facs_105_tr_1740521096	1	בלומענטאָל, דוד	ב.			performer	1346	1.000	דוד בּלומענטאַל	ALIGN	1346			
P-1-facs_105_tr_1740521100	facs_105_tr_1740521100	1	בלומענטאַל, נייטאַן	ב.	1870		administrator				ALIGN	1345			
P-1-facs_105_tr_1740521090	facs_105_tr_1740521090	1	בלומענפעלד לופּוס [זאב]	ב.	1889	1929	writer	1336	1.000	לופּוס בּלומענפעלד (זאב)	ALIGN	1336			
P-1-facs_106_tr_1740521000	facs_106_tr_1740521000	1	בליאכאַר שבתי					1332	0.333	שבתי בליאַכער (בּליאַכאַר)	ALIGN	1332			
