xml_id	person_id	heading	draft_decision	draft_aligned_db_id	draft_merge_xml_id	confidence	rationale	raw
facs_79_tr_1744131391	P-2-facs_79_tr_1744131391	יידיש טעאַטער אין ארץ-ישראל.	PSEUDONYM		facs_405_r_4	high	Entry title is a topic, but variant יעקב זילבערט and dedup candidate match DB 2974; this is a cross-reference to the primary biography.	"{""draft_decision"": ""PSEUDONYM"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_405_r_4"", ""confidence"": ""high"", ""rationale"": ""Entry title is a topic, but variant יעקב זילבערט and dedup candidate match DB 2974; this is a cross-reference to the primary biography.""}"
facs_81_tr_1744131370	P-2-facs_81_tr_1744131370	"""יידישע טעאַטער-סטודיע""."	NEW			high	Entry is a theatre studio, not a person. No DB candidates and the dedup candidate is a separate location-specific entry in the same volume.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is a theatre studio, not a person. No DB candidates and the dedup candidate is a separate location-specific entry in the same volume.""}"
facs_81_tr_1744131360	P-2-facs_81_tr_1744131360	אוקראַאינער יידישער מלוכה-טעאַטער.	MERGE		facs_279_tr_1744280711	high	Entry is a theatre institution; variant name matches the dedup candidate heading in the same volume exactly (0.695 score is cross-script/orthographic).	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_279_tr_1744280711"", ""confidence"": ""high"", ""rationale"": ""Entry is a theatre institution; variant name matches the dedup candidate heading in the same volume exactly (0.695 score is cross-script/orthographic).""}"
facs_81_tr_1744131358	P-2-facs_81_tr_1744131358	ווייסרוסישער יידישער מלוכה-טעאַטער.	DEFER			low	Heading refers to a theater institution (Belorussian State Yiddish Theater), not a person; no candidates available.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading refers to a theater institution (Belorussian State Yiddish Theater), not a person; no candidates available.""}"
facs_81_tr_1744131362	P-2-facs_81_tr_1744131362	ווילנער יידישע מלוכה-טעאַטער.	NEW			high	Entry describes a collective institution (Vilna Yiddish State Theater), not an individual; DB candidate is a person with the same name component (Wilner).	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry describes a collective institution (Vilna Yiddish State Theater), not an individual; DB candidate is a person with the same name component (Wilner).""}"
facs_82_tr_1744131388	P-2-facs_82_tr_1744131388	"כאַרקאָווער ""קוּנסט-ווינקל""."	NEW			high	Entry is for a specific theater group (Kharkov Kunst-Vinkel) founded 1919; no DB candidates exist for this organization.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is for a specific theater group (Kharkov Kunst-Vinkel) founded 1919; no DB candidates exist for this organization.""}"
facs_82_tr_1744131382	P-2-facs_82_tr_1744131382	מאָסקווער יידישער מלוכה-טעאַטער. (גאָסעקט, גאָסט מימט)	DEFER			low	Entry represents a theatre institution (GOSET) rather than a person; no DB person candidates exist and it requires structural categorization.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Entry represents a theatre institution (GOSET) rather than a person; no DB person candidates exist and it requires structural categorization.""}"
facs_82_r	P-2-facs_82_r	פראָנט-טעאַטער.	NEW			high	Entry is for a group (Front-Theater), not a person; DB candidates are individuals and do not match the entity type or heading.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is for a group (Front-Theater), not a person; DB candidates are individuals and do not match the entity type or heading.""}"
facs_82_tr_1744131389	P-2-facs_82_tr_1744131389	ריגער יידישער מלוכה-טעאַטער (ריגער יידישער מעוטים-טעאַטער)	DEFER			low	Heading refers to a state theatre institution (Riga), not a person; no individual DB candidates or personal name data available.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading refers to a state theatre institution (Riga), not a person; no individual DB candidates or personal name data available.""}"
facs_131_tr_1744279096	P-2-facs_131_tr_1744279096	"""לידאַ"" [לאָדזער יידישע דראַמאַטישע אַקטיאָרן]"	NEW			high	Entry is for a group/troupe (לידאַ), not a person; the DB candidate is a person with a similar name, not the organization.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is for a group/troupe (לידאַ), not a person; the DB candidate is a person with a similar name, not the organization.""}"
facs_181_r_8	P-2-facs_181_r_8	לעווין, חנה	MERGE		facs_276_tr_1739221992	high	Identical name and birth year 1894 in Volume 5; both point to DB ID 2257 (score 1.0).	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_276_tr_1739221992"", ""confidence"": ""high"", ""rationale"": ""Identical name and birth year 1894 in Volume 5; both point to DB ID 2257 (score 1.0).""}"
facs_198_r_4	P-2-facs_198_r_4	מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי]	ALIGN	685		high	Perfect name match at score 1.0; bracketed real name זעלייג מאָגילעווסקי matches the DB parenthetical; dates and epithets consistent.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""685"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Perfect name match at score 1.0; bracketed real name זעלייג מאָגילעווסקי matches the DB parenthetical; dates and epithets consistent.""}"
facs_213_r_27	P-2-facs_213_r_27	"„מאַדיאָקאַט"""	NEW			high	Entry is a theatre collective/entity (Madiokat), not a person; no DB or dedup candidates exist for this organization name.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is a theatre collective/entity (Madiokat), not a person; no DB or dedup candidates exist for this organization name.""}"
facs_222_tr_1744280833	P-2-facs_222_tr_1744280833	מאָסקווער יידישער מלוכה-טעאַטער	MERGE		facs_82_tr_1744131382	high	Same volume duplicate of the Moscow State Yiddish Theater (GOSET) entry; matches name and institutional history (1918 founding).	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_82_tr_1744131382"", ""confidence"": ""high"", ""rationale"": ""Same volume duplicate of the Moscow State Yiddish Theater (GOSET) entry; matches name and institutional history (1918 founding).""}"
facs_279_r_2	P-2-facs_279_r_2	מעיט און גראָפּער	DEFER			low	Collective heading (Mate and Gropper); variants suggest individuals (Yakov Mate, Avrom Gropper) requiring separate identification or body text analysis.	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Collective heading (Mate and Gropper); variants suggest individuals (Yakov Mate, Avrom Gropper) requiring separate identification or body text analysis.""}"
facs_279_tr_1744280711	P-2-facs_279_tr_1744280711	מעלוכישער יידישער טעאַטער אין אוקראינע.	MERGE		facs_81_tr_1744131360	high	Both entries refer to the State Jewish Theatre in Ukraine; same volume and synonymous institutional headings (מלוכה-טעאַטער vs מעלוכישער).	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_81_tr_1744131360"", ""confidence"": ""high"", ""rationale"": ""Both entries refer to the State Jewish Theatre in Ukraine; same volume and synonymous institutional headings (מלוכה-טעאַטער vs מעלוכישער).""}"
facs_298_tr_1744280754	P-2-facs_298_tr_1744280754	מרגליות, אליהו רבי	ALIGN	2398		high	Exact name match with DB candidates 2398/2400. 2398 is the standard Hebrew spelling; no conflicting data for birth year 1886.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2398"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match with DB candidates 2398/2400. 2398 is the standard Hebrew spelling; no conflicting data for birth year 1886.""}"
facs_358_tr_1744365784	P-2-facs_358_tr_1744365784	„סמבטיון'.	NEW			high	Entry is a theatre group/institution, not a person; DB candidate 289 is a person (Moshe Sambatyon) and is a false positive.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Entry is a theatre group/institution, not a person; DB candidate 289 is a person (Moshe Sambatyon) and is a false positive.""}"
facs_12_tr_1752652592	P-3-facs_12_tr_1752652592	פאַדאָוויטש, בערל	ALIGN	2606		high	Exact name match at 1.0 score for בערל פּאַדאָוויטש; no conflicting candidates or data.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2606"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0 score for בערל פּאַדאָוויטש; no conflicting candidates or data.""}"
facs_12_tr_1752652590	P-3-facs_12_tr_1752652590	פּאָדאָלסקאַ, וויעראַ	ALIGN	2666		high	Exact name match at score 1.0; unique DB candidate for this specific given name and surname combination.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2666"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; unique DB candidate for this specific given name and surname combination.""}"
facs_12_tr_1752652594	P-3-facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ALIGN	2668		high	Exact name match to DB candidate 2668 at score 1.0; no conflicting candidates or dates provided.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2668"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match to DB candidate 2668 at score 1.0; no conflicting candidates or dates provided.""}"
facs_14_tr_1752653034	P-3-facs_14_tr_1752653034	פּאָדלובני, נ. י. [נאַום, נוניאַ]	ALIGN	2665		high	Exact match for initials and both bracketed first names (נאַום, נוניאַ); DB row 2665 matches the heading's specific variants perfectly.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2665"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for initials and both bracketed first names (נאַום, נוניאַ); DB row 2665 matches the heading's specific variants perfectly.""}"
facs_15_tr_1752653017	P-3-facs_15_tr_1752653017	פֿאָדלובני פרויקע (אפרים)	ALIGN	2664		high	Exact match to DB hebname at 1.0, including the bracketed Hebrew name אפרים and the Yiddish hypocoristic פרויקע.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2664"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB hebname at 1.0, including the bracketed Hebrew name אפרים and the Yiddish hypocoristic פרויקע.""}"
facs_15_tr_1752653010	P-3-facs_15_tr_1752653010	פּאָדליאַס, חיים	ALIGN	2663		high	Full name exact match to DB hebname at score 1.0; no competing candidates or contradictions.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2663"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no competing candidates or contradictions.""}"
facs_15_r_4	P-3-facs_15_r_4	פּאָדעם, סעם	NEW			medium	Clear personal name with no DB candidates or cross-volume duplicates; likely a new entry for the database.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name with no DB candidates or cross-volume duplicates; likely a new entry for the database.""}"
facs_15_r_6	P-3-facs_15_r_6	פּאַוויק, פּ.	ALIGN	2630		high	Exact name match at score 1.0; DB hebname 'פּ. פּאוויק' mirrors the heading exactly with no competing candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2630"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; DB hebname 'פּ. פּאוויק' mirrors the heading exactly with no competing candidates.""}"
facs_15_tr_1752653013	P-3-facs_15_tr_1752653013	פּאול, ה.	ALIGN	2627		high	Exact match for initial and surname at score 1.0; other candidates use full given names or different structures.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2627"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for initial and surname at score 1.0; other candidates use full given names or different structures.""}"
facs_16_r	P-3-facs_16_r	פאול, יוסף	ALIGN	2629		high	Exact name match at score 1.0 to Yosef Paul; other candidates are different given names with significantly lower similarity scores.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2629"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0 to Yosef Paul; other candidates are different given names with significantly lower similarity scores.""}"
facs_16_tr_1752653044	P-3-facs_16_tr_1752653044	פאָזי אַריה [ישראל אַריה פּאָזיקאָוו]	ALIGN	2693		high	Exact match to DB row 2693; both share the pseudonym אַריה פּאָזי and the birth-name ישראל אַריה פּאָזיקאָוו/פּאָזשקאָוו.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2693"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB row 2693; both share the pseudonym אַריה פּאָזי and the birth-name ישראל אַריה פּאָזיקאָוו/פּאָזשקאָוו.""}"
facs_17_tr_1752653007	P-3-facs_17_tr_1752653007	פּאָזנאַנסקי, הערש	ALIGN	2692		high	Exact full name match to DB hebname at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2692"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact full name match to DB hebname at score 1.0; no conflicting candidates or data points.""}"
