source_value	wikidata_yi	english_name	wikidata_qid	resolved_category	kima_id	kima_rom	kima_heb	match_status	entry_ids	contexts	is_new_variant	source
סטאַראָ-קאָנסטאַנטינאָוו		Starokostiantyniv	Q997429	settlement	19134	Starokosti︠a︡ntyniv (Ukraine)	סטארוקוסטיאנטיניב (אוקראינה)	WIKIDATA	1-facs_203_tr_1741260185	birth	yes	Zylbercweig lexicon
פּוילן	פלאצק	Płock	Q104725	settlement	413	Płock (Poland)	פלוצק (פולין)	WIKIDATA	1-facs_204_tr_1741260317|2-facs_129_r_4|6-facs_463_tr_1747930281	birth	yes	Zylbercweig lexicon
קאָוונאַ	קאוונע	Kaunas	Q4115712	settlement	382	Kaunas (Lithuania)	קובנה (ליטא)	WIKIDATA	1-facs_204_tr_1741260315	birth	yes	Zylbercweig lexicon
קאָמענעץ-פּאַדאָלסק	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	2-facs_9_tr_1743943368	birth	yes	Zylbercweig lexicon
טאַראשטשע		Tarashcha	Q65380	settlement	21486	Tarashcha (Ukraine)	טרשצ'ה (אוקראינה)	WIKIDATA	2-facs_28_tr_1744131420	birth	yes	Zylbercweig lexicon
טאַלנע		Talne	Q219593	settlement	20530	Tal'ne (Ukraine)	טלנה (אוקראינה)	NAME_EXACT	2-facs_32_tr_1744131393	birth	yes	Zylbercweig lexicon
מאָהילעוו פאָדאָלסק		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	2-facs_39_tr_1744131454	birth	yes	Zylbercweig lexicon
אַ דאַרף ביי קרעמענטשוג		Kremenchuk	Q156724	settlement	13843	Kremenchuk (Poltavsʹka oblastʹ, Ukraine)	קרמנצ'וג (מחוז פולטבה, אוקראינה)	WIKIDATA	2-facs_42_tr_1744131430	birth	yes	Zylbercweig lexicon
ווארשע	ווארשע	Warsaw	Q270	settlement	953	Warsaw (Poland)	ורשה (פולין)	WIKIDATA	2-facs_44_tr_1744131410	birth	no	Zylbercweig lexicon
וויטעבּסק	וויטעבסק	Vitebsk	Q102217	settlement	942	Vitsebsk (Belarus)	ויטבסק (בלארוס)	WIKIDATA	2-facs_50_tr_1744131407	birth	yes	Zylbercweig lexicon
פּעטראָגראַד	פעטערבורג	Saint Petersburg	Q656	settlement	678	Saint Petersburg (Russia)	פטרבורג (רוסיה)	WIKIDATA	2-facs_50_r	birth	yes	Zylbercweig lexicon
ניוּ-יאָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	2-facs_50_tr_1744131396	birth	yes	Zylbercweig lexicon
ניישטאָט	נאווא מעסטא	Novo Mesto	Q5266	settlement	16242	Novo mesto (Slovenia)	נובו מסטו (סלובניה)	WIKIDATA	2-facs_53_r_6	birth	yes	Zylbercweig lexicon
קאַמענעץפּאָדאָלסק	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	2-facs_55_r_2	birth	yes	Zylbercweig lexicon
עלבּערפעלד בּיים רהיין		Elberfeld	Q702259	neighborhood	18850	Elberfeld (Germany)	אלברפלד (גרמניה)	WIKIDATA	2-facs_56_tr_1744131372	birth	yes	Zylbercweig lexicon
גראַיעוואַ		Grajewo	Q336204	settlement	883	Grajewo (Poland)	גריוה (פולין)	WIKIDATA	2-facs_57_tr_1744131461	birth	yes	Zylbercweig lexicon
מיר	מיר	Mir	Q922668	settlement	12124	Mir (Belarus)	מיר (בלארוס)	WIKIDATA	2-facs_57_tr_1744131457	birth	no	Zylbercweig lexicon
באַלטימאָר	באלטימאר, מערילענד	Baltimore	Q5092	settlement	515	Baltimore (Md.)	בולטימור (מרילנד)	WIKIDATA	2-facs_64_tr_1744131365	birth	yes	Zylbercweig lexicon
פוזנן	פויזן	Poznań	Q268	settlement	84	Poznań (Poland)	פוזנן (פולין)	WIKIDATA	2-facs_71_tr_1744131407	birth	yes	Zylbercweig lexicon
סניאדאָווא		Śniadowo	Q1920614	settlement	80306	Śniadowo (Województwo Podlaskie, Poland)	שניאדובה (מחוז פודלסיה, פולין)	WIKIDATA	2-facs_72_tr_1744131382	birth	yes	Zylbercweig lexicon
לאָדזש אָדער פּיעטריקאָוו	לאדזש	Łódź	Q580	settlement	179	Łódź (Poland)	לודז' (פולין)	WIKIDATA	2-facs_74_r_3	birth	yes	Zylbercweig lexicon
מעלבורן	מעלבארן	Melbourne	Q3141	settlement	632	Melbourne (Vic.)	מלבורן (ויקטוריה)	WIKIDATA	2-facs_79_r_1	birth	no	Zylbercweig lexicon
כאָרקאָוו	כארקעוו	Kharkiv	Q42308	settlement	8380	Kharkiv (Ukraine)	חרקוב (אוקראינה)	WIKIDATA	2-facs_82_tr_1744131388	birth	yes	Zylbercweig lexicon
קאַמענעץ-פּאָדאָלסקער גוב.	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	2-facs_84_tr_1744131380	birth	yes	Zylbercweig lexicon
ברוסילעוו		Brusyliv	Q946994	settlement	79683	Brusyliv (Ukraine)	ברוסילוב (אוקראינה)	WIKIDATA	2-facs_89_tr_1744131436	birth	yes	Zylbercweig lexicon
פּיאַסעטשנא	פּיסעצנע	Piaseczno	Q741876	settlement	17110	Piaseczno (Warsaw, Poland)	פיאסיצ'נה (ורשה, פולין)	WIKIDATA	2-facs_90_tr_1744131434	birth	yes	Zylbercweig lexicon
שקור		Skuodas	Q1004290	settlement	14696	Skuodas (Lithuania)	שקוד (ליטא)	NAME_EXACT	2-facs_105_r_6	birth	yes	Zylbercweig lexicon
אוזשריב	אזשאראוו	Ożarów	Q1922317	settlement	18359	Ożarów (Poland)	אוז'רוב (פולין)	NAME_EXACT	2-facs_106_r_4	birth	yes	Zylbercweig lexicon
בלאשקי		Błaszki	Q989423	settlement	23580	Błaszki (Poland)	בלאשקי (פולין)	WIKIDATA	2-facs_107_r_4	birth	no	Zylbercweig lexicon
ניו-יאָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	2-facs_115_tr_1744279175|3-facs_91_tr_1753268287|3-facs_116_tr_1754820291|3-facs_128_tr_1754820289|6-facs_603_r|6-facs_611_tr_1747930592	birth	yes	Zylbercweig lexicon
ווישעגראָד		Wyszogród	Q569804	settlement	14818	Wyszogród (Poland)	וישוגרוד (פולין)	WIKIDATA	2-facs_115_tr_1744279181	birth	yes	Zylbercweig lexicon
קאָריטשין		Korycin	Q2020899	settlement	85240	Korycin (Poland)	קוריצין (פולין)	WIKIDATA	2-facs_120_tr_1744279168	birth	yes	Zylbercweig lexicon
פֿאָלטיטשען אָדער בוקאַרעסט		Focșani	Q192265	settlement	8760	Focsani (Romania)	פוקשאן (רומניה)	WIKIDATA	2-facs_127_tr_1744279075	birth	yes	Zylbercweig lexicon
יעקאַטערינאָסלאוו	דניפרא	Dnipro	Q48256	settlement	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	2-facs_128_tr_1744279151|2-facs_156_tr_1744279145	birth	yes	Zylbercweig lexicon
וואָלבראָם	וואָלבראָם	Wolbrom	Q1906323	settlement	73134	Wolbrom (Poland)	וולברום (פולין)	WIKIDATA	2-facs_132_tr_1744279070	birth	yes	Zylbercweig lexicon
באריסאָוו	באברויסק	Barysaw	Q207294	settlement	512	Babruĭsk (Belarus)	בוברויסק (בלארוס)	WIKIDATA	2-facs_134_tr_1744279148	birth	yes	Zylbercweig lexicon
הערצא		Hertsa	Q147741	settlement	6926	Hert︠s︡a (Ukraine)	הרצה (אוקראינה)	WIKIDATA	2-facs_135_tr_1744279197	birth	yes	Zylbercweig lexicon
דעמביץ	דעמביץ	Dębica	Q947404	settlement	18336	Dębica (Poland)	דמביץ (פולין)	WIKIDATA	2-facs_137_r_4	birth	yes	Zylbercweig lexicon
איהומען	הומען	Červień	Q201458	settlement	22428	Chėrvenʹ (Belarus)	צ'רבן (בלארוס)	WIKIDATA	2-facs_138_tr_1744279171	birth	yes	Zylbercweig lexicon
סאַמאַראַ		Samara	Q894	settlement	17173	Samara (Russia)	סמרה (רוסיה)	WIKIDATA	2-facs_157_r_3|5-facs_74_tr_1733059496	birth	yes	Zylbercweig lexicon
אפּט	אפטא	Opatów	Q275694	settlement	552	Opatów (Tarnobrzeg, Poland)	אפטה (פולין)	WIKIDATA	2-facs_161_tr_1744279094	birth	yes	Zylbercweig lexicon
אָפּט	אפטא	Opatów	Q275694	settlement	552	Opatów (Tarnobrzeg, Poland)	אפטה (פולין)	WIKIDATA	2-facs_176_r_4	birth	yes	Zylbercweig lexicon
ביאליסטאָק	ביאליסטאק	Białystok	Q761	settlement	523	Białystok (Poland)	ביאליסטוק (פולין)	WIKIDATA	2-facs_180_tr_1744279176	birth	yes	Zylbercweig lexicon
קעלעם		Kelmė	Q658230	settlement	6915	Kelme (Lithuania)	קלם (ליטא)	WIKIDATA	2-facs_180_r_2	birth	yes	Zylbercweig lexicon
ביאלא-פּאָדלאסקאַ	ביאלע	Biała Podlaska	Q209932	settlement	8525	Biała Podlaska (Poland)	בילה פודלסקה (פולין)	WIKIDATA	2-facs_181_r_8	birth	yes	Zylbercweig lexicon
פּולאַוו		Puławy	Q320007	settlement	8777	Puławy (Poland)	פולבי (פולין)	NAME_EXACT	2-facs_182_tr_1744279093	birth	yes	Zylbercweig lexicon
זאָמאַשטש	זאמאשטש	Zamość	Q145972	settlement	962	Zamość (Poland)	זמושץ' (פולין)	WIKIDATA	2-facs_183_tr_1744279136	birth	yes	Zylbercweig lexicon
גרויס טאָקמאַק		Tokmak	Q760235	settlement	76965	Tokmak (Ukraine)	טוקמק (אוקראינה)	WIKIDATA	2-facs_185_r_8	birth	yes	Zylbercweig lexicon
לודמיר	לודמיר	Volodymyr	Q33544	settlement	11456	Volodymyr-Volynsʹkyĭ (Ukraine)	וולודימיר-ולינסקי (אוקראינה)	WIKIDATA	2-facs_194_tr_1744279148|3-facs_132_tr_1755157157	birth	no	Zylbercweig lexicon
בוקאַ⸗ רעסט	בוקארעשט	Bucharest	Q19660	settlement	656	Bucharest (Romania)	בוקרסט (רומניה)	WIKIDATA	2-facs_198_TextRegion_1709396169380_251	birth	yes	Zylbercweig lexicon
רעטשיצע	רעטשיצע	Rechytsa	Q909612	settlement	16556	Rėchytsa (Belarus)	רציצה (בלארוס)	WIKIDATA	2-facs_213_r_10	birth	yes	Zylbercweig lexicon
ביאַליסטאַק	ביאליסטאק	Białystok	Q761	settlement	523	Białystok (Poland)	ביאליסטוק (פולין)	WIKIDATA	2-facs_215_tr_1744280690	birth	yes	Zylbercweig lexicon
אָשמינע	אָשמענע/Oshmene	Ašmiany	Q722836	settlement	20619	Ashmi︠a︡ny (Belarus)	אשמיאני (בלארוס)	WIKIDATA	2-facs_215_tr_1744280695	birth	yes	Zylbercweig lexicon
סניטקאָוו		Snitkiv	Q4425605	settlement	76395	Snitkiv (Ukraine)	סניטקיב (אוקראינה)	WIKIDATA	2-facs_217_tr_1744280764	birth	yes	Zylbercweig lexicon
שאדאָווע	שאַדעווע	Šeduva	Q2356396	settlement	22157	Šeduva (Lithuania)	שדובה (ליטא)	NAME_EXACT	2-facs_221_r_16	birth	yes	Zylbercweig lexicon
וואָרשע	ווארשע	Warsaw	Q270	settlement	953	Warsaw (Poland)	ורשה (פולין)	WIKIDATA	2-facs_228_tr_1744280784|2-facs_273_tr_1744280708|2-facs_306_tr_1744365745	birth	yes	Zylbercweig lexicon
פֿאָקשאַן		Focșani	Q192265	settlement	8760	Focsani (Romania)	פוקשאן (רומניה)	WIKIDATA	2-facs_231_tr_1744280783	birth	yes	Zylbercweig lexicon
לוקאָוו	לוּקאָוו	Łuków	Q384244	settlement	13292	Łuków (Siedlce, Poland)	לוקוב (פולין)	WIKIDATA	2-facs_251_r_13|3-facs_314_tr_1756043870|7-facs_42_tr_1756359776	birth	yes	Zylbercweig lexicon
פּיעטריקאָוו	פיעטרקאוו	Piotrków Trybunalski	Q158004	settlement	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	2-facs_254_tr_1744280771|3-facs_115_tr_1753726015|3-facs_396_r_1|6-facs_162_tr_1747825124	birth	yes	Zylbercweig lexicon
דעסוי		Dessau-Roßlau	Q3828	settlement	75861	Dessau-Rosslau (Germany)	דסאו-רוסלאו (גרמניה)	WIKIDATA	2-facs_257_tr_1744280823	birth	yes	Zylbercweig lexicon
דינאַבורג	דענענבורג	Daugavpils	Q80021	settlement	898	Daugavpils (Latvia)	דוינסק (לטביה)	WIKIDATA	2-facs_258_tr_1744280734	birth	yes	Zylbercweig lexicon
ראַקיטנאָ		Rokytne	Q2162658	settlement	26881	Rokytne (Rivnensʹka oblastʹ, Ukraine)	רוקיטנה (מחוז רובנו, אוקראינה)	WIKIDATA	2-facs_269_tr_1744280807	birth	yes	Zylbercweig lexicon
ברעסט ליטאָווסק	בריסק	Brest	Q140147	settlement	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	2-facs_271_tr_1744280771|6-facs_648_tr_1747930316	birth	yes	Zylbercweig lexicon
פּולאוו		Puławy	Q320007	settlement	8777	Puławy (Poland)	פולבי (פולין)	NAME_EXACT	2-facs_273_r_4	birth	yes	Zylbercweig lexicon
אונגעני		Ungheni	Q858713	settlement	15533	Ungheni (Moldova)	אונגני (מולדובה)	WIKIDATA	2-facs_277_tr_1744280835	birth	yes	Zylbercweig lexicon
ברעסטליטאָווסק	בריסק	Brest	Q140147	settlement	576	Brest (Belarus)	בריסק (בלארוס)	WIKIDATA	2-facs_285_tr_1744280833	birth	yes	Zylbercweig lexicon
אַלעקסאַנדראָווסק (איצט — זאַפּאָראָזשיע)	זאפאראזשיע	Zaporizhzhia	Q157835	settlement	10765	Zaporiz︠h︡z︠h︡i︠a︡ (Ukraine)	זאפוריז'ז'יה (אוקראינה)	WIKIDATA	2-facs_302_tr_1744365754	birth	yes	Zylbercweig lexicon
נאַראַיעוו		Narayiv	Q4313044	settlement	10603	Naraïv (Ukraine)	נריוב (אוקראינה)	NAME_EXACT	2-facs_303_tr_1744365806	birth	yes	Zylbercweig lexicon
טשערניכאָוו		Chernihiv	Q157053	settlement	9159	Chernihiv (Ukraine)	צ'רנייב (אוקראינה)	NAME_EXACT	2-facs_316_tr_1744365726	birth	yes	Zylbercweig lexicon
שטשעזשעץ	שטעטין	Szczecin	Q393	settlement	9163	Szczecin (Poland)	שצ'צ'ין (פולין)	WIKIDATA	2-facs_319_tr_1744365790	birth	yes	Zylbercweig lexicon
קאָנסקאָוואָליע	קאנסקאוואלע	Końskowola	Q1959	settlement	175	Końskowola (Poland)	קונסקה וולה (פולין)	WIKIDATA	2-facs_320_tr_1744365794	birth	yes	Zylbercweig lexicon
סטאַשעוו	סטאַשעוו	Staszów	Q324892	settlement	13145	Staszów (Tarnobrzeg, Poland)	סטשוב (פולין)	WIKIDATA	2-facs_320_tr_1744365787	birth	yes	Zylbercweig lexicon
אַנעשישאָק	אניקשט	Anykščiai	Q505416	settlement	20519	Anykščiai (Lithuania)	אניקשאי (ליטא)	WIKIDATA	2-facs_322_tr_1744365731	birth	yes	Zylbercweig lexicon
קאַלאַראָש	קאַלאַראַש	Călărași	Q1014367	settlement	19386	Călărași (Moldova : Raionul)	קאלארשי (מולדובה : מחוז)	WIKIDATA	2-facs_325_r_4	birth	yes	Zylbercweig lexicon
נאָווגאָראָד-וואָלינסק (זוויהיל)	זוועהיל	Zviahel	Q149024	settlement	19544	Novohrad-Volynsʹkyĭ (Ukraine)	נובוהרד-ולינסקי (אוקראינה)	WIKIDATA	2-facs_342_tr_1744365731	birth	yes	Zylbercweig lexicon
נעמאָקשטי		Nemakščiai	Q2037259	settlement	24684	Nemakščiai (Lithuania)	נמקשט (ליטא)	NAME_EXACT	2-facs_343_tr_1744365797	birth	yes	Zylbercweig lexicon
פּיאטראנאץ		Piatra Neamț	Q187945	settlement	9128	Piatra Neamt (Romania)	פיטרה נימץ (רומניה)	NAME_EXACT	2-facs_350_r	birth	yes	Zylbercweig lexicon
באָטאַשאַן	באטאשאן	Botoșani	Q178855	settlement	683	Botosani (Romania)	בוטושן (רומניה)	WIKIDATA	2-facs_352_r_6	birth	yes	Zylbercweig lexicon
באָטאַשאן	באטאשאן	Botoșani	Q178855	settlement	683	Botosani (Romania)	בוטושן (רומניה)	WIKIDATA	2-facs_361_tr_1744366818	birth	yes	Zylbercweig lexicon
ניואַרק	נוארק	Newark	Q25395	settlement	7180	Newark (N.J.)	ניוארק (ניו ג'רזי)	WIKIDATA	2-facs_365_tr_1744366833	birth	yes	Zylbercweig lexicon
אונגוואַר	אונגוואר	Uzhhorod	Q156711	settlement	1718	Uz︠h︡horod (Ukraine)	אונגור (אוקראינה)	WIKIDATA	2-facs_371_tr_1744366832	birth	yes	Zylbercweig lexicon
קאמענעץ-פּאַדאָלסק	קאמעניץ	Kamianets-Podilskyi	Q193965	settlement	9048	Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine)	קמיניץ-פודולסק (אוקראינה)	WIKIDATA	2-facs_378_tr_1744366824	birth	yes	Zylbercweig lexicon
רימאַ	רימאנאוו	Rymanów	Q2588425	settlement	17888	Rymanów (Poland)	רימנוב (פולין)	WIKIDATA	2-facs_380_tr_1744366817	birth	yes	Zylbercweig lexicon
קאָנסטאַנטינאָגראָד		Berestyn	Q1104739	settlement	82665	Krasnohrad (Ukraine)	קראסנוהראד (אוקראינה)	WIKIDATA	2-facs_382_tr_1744366863	birth	yes	Zylbercweig lexicon
באָטאָשאַן	באטאשאן	Botoșani	Q178855	settlement	683	Botosani (Romania)	בוטושן (רומניה)	WIKIDATA	2-facs_384_tr_1744366804|5-facs_178_tr_1736588957|7-facs_52_tr_1756359809	birth	yes	Zylbercweig lexicon
סקוליען	סקולען	Sculeni	Q2633540	settlement	20319	Sculeni (Moldova)	סקולני (מולדובה)	WIKIDATA	2-facs_391_tr_1744366854	birth	yes	Zylbercweig lexicon
זוואניץ		Zhvanets	Q4178401	settlement	22390	Z︠H︡vanet︠s︡' (Ukraine)	זוואנץ (אוקראינה)	NAME_EXACT	2-facs_392_r_2	birth	yes	Zylbercweig lexicon
פּאַהאַסט	פּאָהאָסט	Pahost Zaharodski	Q3917727	settlement	20257	Pogost-Zagorodskiy (Belarus)	פוהוסט זגורודסקי (בלארוס)	WIKIDATA	2-facs_397_r	birth	yes	Zylbercweig lexicon
לאָמאזי	לאָמאַז	Łomazy	Q152112	settlement	18363	Łomazy (Poland)	לומז (פולין)	WIKIDATA	2-facs_399_tr_1744366849	birth	yes	Zylbercweig lexicon
פּאַנעמונאָק		Panemunė	Q303374	settlement	19898	Panemunė (Kaunas, Lithuania)	פונימון (קובנה, ליטא)	NAME_EXACT	2-facs_401_tr_1744366824	birth	yes	Zylbercweig lexicon
פּיטשאַיעוו		Pochaiv	Q149060	settlement	9177	Pochaïv (Ukraine)	פיטשיב (אוקראינה)	WIKIDATA	2-facs_403_tr_1744366821	birth	yes	Zylbercweig lexicon
וויעטקע		Vetka	Q518559	settlement	18683	Vetka (Belarus)	ויטקה (בלארוס)	WIKIDATA	2-facs_408_tr_1744366806	birth	yes	Zylbercweig lexicon
יעליסאַוועטגראַד	יעליסאוועטגראד	Kropyvnytskyi	Q158292	settlement	14587	Kirovohrad (Ukraine)	קירובגרד (אוקראינה)	WIKIDATA	3-facs_12_tr_1752652590|6-facs_33_tr_1747746219|7-facs_18_tr_1756799204	birth	yes	Zylbercweig lexicon
ברזשעזשאַני (בערזשאַן)	ברעזשאן	Berezhany	Q793424	settlement	347	Berez︠h︡any (Ukraine)	בז'ז'ני (אוקראינה)	WIKIDATA	3-facs_12_tr_1752652594	birth	yes	Zylbercweig lexicon
גער	גער	Góra Kalwaria	Q985642	settlement	666	Góra Kalwaria (Poland)	גור (פולין)	WIKIDATA	3-facs_17_tr_1752653007	birth	yes	Zylbercweig lexicon
בוזענבערג		Busenberg	Q560257	settlement	19949	Busenberg (Rhineland-Palatinate, Germany)	בוזנברג (ריינלנד-פפאלץ, גרמניה)	WIKIDATA	3-facs_21_tr_1752653037	birth	yes	Zylbercweig lexicon
ווערכנאָדניעפּראָווסק		Verkhnodniprovsk	Q639428	settlement	10820	Verkhnʹodniprovsʹk (Ukraine)	וארחנדניפרובסק (אוקראינה)	WIKIDATA	3-facs_37_tr_1752653028	birth	yes	Zylbercweig lexicon
טעלענעשטי		Telenești	Q647051	settlement	82089	Telenești (Moldova)	טלנשטי (מולדובה)	WIKIDATA	3-facs_92_tr_1753268305	birth	yes	Zylbercweig lexicon
מאָהיליעוו אויפֿן דניעפר	מאָהליב	Mogilev	Q154835	settlement	10965	Mahili︠o︡ŭ (Belarus)	מוהילב (בלארוס)	WIKIDATA	3-facs_92_r	birth	yes	Zylbercweig lexicon
מאָהילעוו ביים דניעפר	מאָהליב	Mogilev	Q154835	settlement	10965	Mahili︠o︡ŭ (Belarus)	מוהילב (בלארוס)	WIKIDATA	3-facs_115_tr_1753726028	birth	yes	Zylbercweig lexicon
כאָרטיץ		Khortytsia	Q372813	settlement	18134	Khortyt︠s︡i︠a︡ (Ukraine)	חורטיצה (אוקראינה)	NAME_EXACT	3-facs_124_tr_1754820292	birth	yes	Zylbercweig lexicon
אַלעקסאַנדראָווסק	זאפאראזשיע	Zaporizhzhia	Q157835	settlement	10765	Zaporiz︠h︡z︠h︡i︠a︡ (Ukraine)	זאפוריז'ז'יה (אוקראינה)	WIKIDATA	3-facs_125_tr_1754820306	birth	yes	Zylbercweig lexicon
יעליסאַוועטגראד	יעליסאוועטגראד	Kropyvnytskyi	Q158292	settlement	14587	Kirovohrad (Ukraine)	קירובגרד (אוקראינה)	WIKIDATA	3-facs_128_tr_1754820296	birth	yes	Zylbercweig lexicon
טאָראָנטאָ	טאראנטא	Toronto	Q172	settlement	753	Toronto (Ont.)	טורונטו (אונטריו)	WIKIDATA	3-facs_128_tr_1754820291	birth	yes	Zylbercweig lexicon
פּאָדוואָלאָטשיסק		Pidvolochysk	Q2092533	settlement	17744	Pidvolochysʹk (Ukraine)	פאדוואלאטשוסקא (אוקראינה)	WIKIDATA	3-facs_133_tr_1755157303	birth	yes	Zylbercweig lexicon
נאָוואָגראָדוואָלינסק (זוויהיל)	זוועהיל	Zviahel	Q149024	settlement	19544	Novohrad-Volynsʹkyĭ (Ukraine)	נובוהרד-ולינסקי (אוקראינה)	WIKIDATA	3-facs_145_tr_1754213821	birth	yes	Zylbercweig lexicon
קאָברין	קאברין	Kobryn	Q955992	settlement	383	Kobryn (Belarus)	קוברין (בלארוס)	WIKIDATA	3-facs_155_tr_1754213834	birth	yes	Zylbercweig lexicon
סטרזשעמילצע		Stremilche	Q4443856	settlement	6916	Stremil'che (Ukraine)	סטרמילטש (אוקראינה)	NAME_EXACT	3-facs_272_tr_1755674151	birth	yes	Zylbercweig lexicon
רזשעקאַ	ריישע	Rzeszów	Q598	settlement	451	Rzeszów (Poland)	רישא (פולין)	WIKIDATA	3-facs_274_tr_1755674141	birth	yes	Zylbercweig lexicon
זאַמושסץ	זאמאשטש	Zamość	Q145972	settlement	962	Zamość (Poland)	זמושץ' (פולין)	WIKIDATA	3-facs_276_tr_1755674164	birth	yes	Zylbercweig lexicon
בערעזיין	בערעזין	Byerazino	Q200833	settlement	79981	Berezino (Minskai︠a︡ voblastsʹ, Belarus)	ברזינו (מחוז מינסק, בלארוס)	WIKIDATA	3-facs_281_tr_1755674196	birth	yes	Zylbercweig lexicon
לאַנצקאָריניע		Zarichanka	Q4187201	settlement	23180	Zarichanka (Ukraine)	לנצקורון (אוקראינה)	NAME_EXACT	3-facs_289_tr_1755803006	birth	yes	Zylbercweig lexicon
דובנע	דובנא	Dubno	Q932184	settlement	895	Dubno (Ukraine)	דובנו (אוקראינה)	WIKIDATA	3-facs_312_tr_1756043047	birth	yes	Zylbercweig lexicon
שיידלאָוו		Szydłów	Q787968	settlement	23888	Szydłów (Województwo Świętokrzyskie, Poland)	שידלוב (פולין)	WIKIDATA	3-facs_317_tr_1756045223	birth	yes	Zylbercweig lexicon
קריניק	קרינקי	Krynki	Q286696	settlement	23863	Krynki (Poland)	קרינקי (פולין)	WIKIDATA	3-facs_326_tr_1756057712	birth	yes	Zylbercweig lexicon
כעלם	כעלם	Chełm	Q234184	settlement	11264	Chełm (Lublin, Poland)	חלם (לובלין, פולין)	WIKIDATA	3-facs_331_tr_1756058522	birth	yes	Zylbercweig lexicon
ביעלסק-פּאָדלאָסקאַ	בילסק	Bielsk Podlaski	Q850714	settlement	528	Bielsk Podlaski (Poland)	בילסק (פולין)	WIKIDATA	3-facs_359_tr_1755856144	birth	yes	Zylbercweig lexicon
סאַנדאָמיר (צויזמער)	צויזמער	Sandomierz	Q193177	settlement	10034	Sandomierz (Poland)	סנדומיז' (פולין)	WIKIDATA	3-facs_372_r_4	birth	yes	Zylbercweig lexicon
בידגאשטש	בידגאש	Bydgoszcz	Q41252	settlement	10546	Bydgoszcz (Poland)	בידגושץ' (פולין)	WIKIDATA	3-facs_399_tr_1755856127	birth	yes	Zylbercweig lexicon
קראַסניסטאָוו		Krasnystaw	Q155088	settlement	16227	Krasnystaw (Poland)	קרסניסטב (פולין)	WIKIDATA	3-facs_399_tr_1755856125	birth	yes	Zylbercweig lexicon
בילגאָריי	בילגוריי	Biłgoraj	Q319445	settlement	525	Biłgoraj (Poland)	בילגורי (פולין)	WIKIDATA	3-facs_401_tr_1755856142	birth	yes	Zylbercweig lexicon
קאָליש	קאליש	Kalisz	Q52842	settlement	436	Kalisz (Poland)	קליש (פולין)	WIKIDATA	5-facs_75_tr_1733059379	birth	yes	Zylbercweig lexicon
סאַדאַגורע	סאדיגורא	Sadagura	Q2005381	settlement	23506	Sadhora (Chernivtsi, Ukraine)	סדיגורה (צ'רנוביץ, אוקראינה)	WIKIDATA	5-facs_89_tr_1733059485	birth	yes	Zylbercweig lexicon
קאָנסקאָ-וואָליאַ	קאנסקאוואלע	Końskowola	Q1959	settlement	175	Końskowola (Poland)	קונסקה וולה (פולין)	WIKIDATA	5-facs_91_tr_1733059445	birth	yes	Zylbercweig lexicon
לאָהויסק		Lahojsk	Q200968	settlement	22488	Lahoysk (Belarus)	לאהיסק (בלארוס)	WIKIDATA	5-facs_126_tr_1733832829	birth	yes	Zylbercweig lexicon
מאָהילעוו-פּאַדאָלסק		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	5-facs_165_tr_1735652613	birth	yes	Zylbercweig lexicon
רעזשיצע		Rēzekne	Q180379	settlement	15523	Rēzekne (Latvia)	רזקנה (לטביה)	WIKIDATA	5-facs_202_tr_1739221568	birth	no	Zylbercweig lexicon
אַלטסווענציאַן	סווענציאַן	Švenčionys	Q137863	settlement	14451	Švenčionys (Lithuania)	שוינצין (ליטא)	WIKIDATA	5-facs_240_tr_1739222482	birth	yes	Zylbercweig lexicon
קראַסנאָסטאַוו		Krasnystaw	Q155088	settlement	16227	Krasnystaw (Poland)	קרסניסטב (פולין)	WIKIDATA	5-facs_242_tr_1739221237	birth	yes	Zylbercweig lexicon
